"","X1ayWM2CHIPOOB100705","oAVVM2CHIPOOB051360","X3xfYM2CHIPOOA051365","jYxWM2CHIPOOB051110","hoQoM2CHIPOOA051115","eBCjM2CHIPOOBXX1180","j1iWM2CHIPOOBXX1561","nodos","degrees","closeness","betweenness"
"Pseudodesulfovibrio_cashew",4.76705492776186e-05,6.18323826047459e-05,7.21366633620218e-05,7.18674997796208e-05,7.69876930696599e-05,6.02285731169196e-05,5.47730810786868e-05,"v_3046",216,3.61454492879346e-05,40906.6308018093
"Paenibacillus_mucilaginosus",0.000109144359979987,0.000140041990872371,0.000163699717216509,0.000174349251731225,0.000199502992007757,0.000207553182560597,0.000157174928312753,"v_4833",220,3.11769290724864e-05,40885.1465728268
"Syntrophobotulus_glycolicus",3.74659952957499e-06,5.51478007015302e-06,5.18037079799079e-06,4.99381418408241e-06,5.62700746688544e-06,6.33130552981095e-06,5.23916427709178e-06,"v_5372",20,2.91502696399942e-05,40811.0427228569
"Comamonas_sp._B21-038",0.000105545652537106,0.000128594644363114,8.57351367067476e-05,0.000100093406037478,7.67319200029833e-05,6.92385079093428e-05,8.4779203756576e-05,"v_1011",68,3.05866519850737e-05,40765.292344016
"Corynebacterium_propinquum",1.17327722110375e-05,1.3118491985061e-05,1.61886587437212e-05,1.49814425522472e-05,1.61137032006265e-05,1.42048521502169e-05,1.09546162157374e-05,"v_4143",104,3.55922551252847e-05,40739.4529917808
"Burkholderia_perseverans",0.000116095288054593,0.000161683324784032,0.000144532345263943,0.000173263639952077,0.000183696216487142,0.000141317986248729,0.000162175948759068,"v_1118",177,3.18390219052471e-05,40664.0038431468
"Calothrix_sp._PCC_7507",6.55654917675623e-06,9.19130011692169e-06,1.02312323260318e-05,9.98762836816483e-06,1.0793623413753e-05,1.61529461593895e-05,9.04946556952216e-06,"v_5627",92,3.32701201051336e-05,40622.5980760563
"Brucella_sp._10RB9215",1.38525587869812e-05,1.1447346509257e-05,8.54761181668481e-06,1.30273413497802e-05,9.71937653371122e-06,5.8442820275178e-06,9.28760940029906e-06,"v_359",37,3.13922461152095e-05,40620.4555449463
"Muricauda_lutaonensis",8.18336213038748e-06,6.51746735563538e-06,8.02957473688573e-06,7.59928245403845e-06,6.39432666691528e-06,2.9221410137589e-06,0,"v_6138",57,3.01777469294143e-05,40609.8556527204
"Mycobacterium_seoulense",7.89250769322311e-05,8.18025710406031e-05,8.24974049580034e-05,9.14085118042911e-05,0.000102667308963992,0.000115343399459761,8.31121969411378e-05,"v_3976",193,3.34548860861129e-05,40499.3111104439
"Geobacter_benzoatilyticus",4.19520552587936e-05,6.80156208652205e-05,7.52448858408163e-05,7.27359892029395e-05,7.60669100296242e-05,6.94820196604894e-05,4.9533916801595e-05,"v_3028",174,3.59079320621925e-05,40422.6193379811
"Aureimonas_sp._OT7",0.000241211993397506,0.000224184165579099,0.000232598648829787,0.000295720648640011,0.000280787672597584,0.000218186529027331,0.000207661420437456,"v_322",77,2.89117613044987e-05,40374.8493304452
"Diaphorobacter_sp._JS3050",0.000167561734224018,0.000259946678761304,0.000190767154636011,0.000181514289473604,0.000123743009658144,0.000100002159137527,0.000109308018326597,"v_1037",76,2.95185524101898e-05,40321.2529637515
"Auritidibacter_sp._NML130574",1.58244532762312e-05,1.7379912948361e-05,1.78722792530682e-05,1.82382778896923e-05,2.40938228809368e-05,1.57470932408119e-05,1.33360545235063e-05,"v_3472",202,3.64205849145937e-05,40318.5458824717
"Labrenzia_sp._VG12",0.000123391297664818,0.000107788883189354,0.000114097666825747,0.000138741185375159,0.000134434323845227,0.000100164500304958,0.000104783285541836,"v_340",112,3.24128095423311e-05,40313.8081553606
"Sphingobacterium_thalpophilum",5.32904485719811e-05,1.88839438765846e-05,2.44772520205065e-05,2.47519485645824e-05,1.36071271471957e-05,9.98398179700958e-06,2.38143830776899e-05,"v_6316",40,3.14060488049998e-05,40296.9414232966
"Collimonas_pratensis",0.000112200796438325,0.000151740009202998,0.000130156816299519,0.000137438451240181,0.000134229705391886,0.000108119217509079,0.00010978430598815,"v_958",141,3.19121776870054e-05,40198.304924402
"Paenibacillus_sp._IHBB_10380",3.15503118279999e-06,4.17786368950986e-06,6.60497276743826e-06,3.69108004910439e-06,4.85968826685561e-06,1.25814404759064e-05,5.23916427709178e-06,"v_4825",45,2.91239515377446e-05,40114.8956817798
"Methylophaga_sp._TMB456",4.68324941196874e-06,9.19130011692169e-06,6.47546349748849e-06,6.29654831906043e-06,7.62203738696301e-06,5.03257619036255e-06,4.76287661553798e-06,"v_2911",78,3.17490554655999e-05,40080.4988134402
"Pseudomonas_sessilinigenes",7.78898323253748e-06,1.21993619733688e-05,1.98149183023148e-05,1.95410120246703e-05,1.60625485872912e-05,1.03086641318717e-05,1.07164723849605e-05,"v_1925",149,3.56011249955499e-05,40067.2617371432
"Photobacterium_gaetbulicola",1.09933117775687e-05,1.28678201636904e-05,1.23033806452281e-05,1.08561177914835e-05,1.42721371205549e-05,1.06333464667338e-05,9.52575323107596e-06,"v_2843",61,3.43300490919702e-05,40063.1740616848
"Rhodoferax_sp._AJA081-3",8.34111368952748e-05,0.000148899061894131,9.01384518850398e-05,7.23017444912801e-05,6.32782566957936e-05,5.9985061365773e-05,6.52514096328703e-05,"v_1023",40,3.10616885133876e-05,40047.152233102
"Paenibacillus_sp._BIHB4019",1.63174268985437e-05,2.10564329951297e-05,2.56428354500544e-05,2.3014969717945e-05,2.63957804810263e-05,4.48873327946853e-05,2.47669584007975e-05,"v_4806",82,3.4245402554707e-05,40041.5461906142
"Parvularcula_bermudensis",2.71628465894187e-05,4.12772932523574e-05,4.15724756538761e-05,4.0819002895978e-05,4.98245933886038e-05,3.21435511513479e-05,3.5245286954981e-05,"v_870",172,3.69508184606289e-05,40032.6646479474
"Mesorhizobium_sp._AA22",0.000207788381804718,0.000134777882623588,0.00015217339219098,0.000152854138504088,0.000152389593125925,0.000110148482101967,0.000116452333249904,"v_212",101,3.02507789575582e-05,39979.428290719
"Desulfohalobium_retbaense",2.0704892137125e-05,2.79081294459259e-05,3.13412433278443e-05,3.36539651535989e-05,3.48362916813544e-05,2.49193692006662e-05,1.95277941237057e-05,"v_3076",237,3.74349567626249e-05,39924.0036194476
"Pseudomonas_sp._DR_5-09",1.29159089045875e-05,1.98866311620669e-05,2.82330208490498e-05,1.36787084172692e-05,1.6829867787321e-05,1.07145170504493e-05,1.00020408926298e-05,"v_1705",138,3.55151472102852e-05,39916.6111420036
"Pseudomonas_sp._MPFS",1.42469376848312e-05,2.27275784709336e-05,3.06936969780954e-05,3.23512310186208e-05,2.38892044275955e-05,1.41236815665014e-05,1.69082119851598e-05,"v_1704",173,3.67728175332794e-05,39864.6882838527
"Acinetobacter_sp._CS-2",2.95784173387499e-06,4.51209278467065e-06,0,0,4.09236906682578e-06,1.6234116743105e-06,0,"v_2692",57,2.45519273262951e-05,39821.7333168117
"Mariprofundus_ferrinatatus",1.38525587869812e-05,1.97195166144865e-05,1.8001788523018e-05,2.1712235582967e-05,2.19964837341886e-05,1.59094344082429e-05,1.66700681543829e-05,"v_3200",177,3.62568434792067e-05,39701.7663357299
"Ectothiorhodosinus_mongolicus",1.42469376848312e-05,1.70456838532002e-05,1.6318168013671e-05,2.1712235582967e-05,1.93875984540871e-05,1.59094344082429e-05,1.38123421850601e-05,"v_2299",205,3.60997797913433e-05,39664.8085765735
"Gordonia_zhaorongruii",6.89177123992873e-05,7.31961718402128e-05,7.71875248900628e-05,8.98886553134834e-05,9.79099299238067e-05,8.39303835618529e-05,8.33503407719147e-05,"v_4192",190,3.45542501727713e-05,39650.9994093614
"Reinekea_forsetii",1.19299616599625e-05,1.77141420435218e-05,2.27936315111595e-05,1.67184213988846e-05,1.48348378672434e-05,1.34743168967772e-05,1.30979106927294e-05,"v_2423",146,3.56315695706396e-05,39596.3645996337
"Polystyrenella_longa",4.07689185652437e-05,3.19188785878553e-05,3.39314287268397e-05,4.4075838233423e-05,4.34302667216886e-05,2.53252221192438e-05,1.28597668619525e-05,"v_5800",119,3.61689814814815e-05,39556.0189535171
"Parabacteroides_distasonis",1.75005635920937e-05,1.7379912948361e-05,1.78722792530682e-05,1.8455400245522e-05,1.59090847472852e-05,1.41236815665014e-05,1.33360545235063e-05,"v_6424",43,3.44803806634025e-05,39436.0120320709
"Monaibacterium_sp._h42",7.28122040155561e-05,8.35572737901972e-05,7.9907219559008e-05,8.94544106018241e-05,9.06971294435263e-05,6.60728551444374e-05,6.3584402817432e-05,"v_640",204,3.51246926589392e-05,39388.4548471326
"Pseudomonas_sp._ADAK22",2.00640264281187e-05,2.09728757213395e-05,3.14707525977941e-05,1.30273413497802e-05,2.13826283741647e-05,1.26626110596219e-05,1.19071915388449e-05,"v_1707",102,3.55821235411329e-05,39368.3551884773
"Agrobacterium_larrymoorei",0.000181512887735462,5.64011598083831e-05,6.17759217660402e-05,7.33873562704285e-05,6.2715555949105e-05,5.25173676639447e-05,5.83452385403403e-05,"v_145",68,3.23498964803313e-05,39343.2519973898
"Prochlorococcus_marinus",7.83828059476873e-06,9.77620103345307e-06,1.17853435654291e-05,8.25064952152746e-06,1.17144064537888e-05,1.24190993084753e-05,7.62060258486077e-06,"v_5589",82,3.29945888874225e-05,39342.5515504062
"Kocuria_varians",8.45942735888248e-05,8.472707562326e-05,9.94631193214232e-05,0.00010508722022156,0.000122464144324761,0.000106089952916191,9.57338199723134e-05,"v_3424",206,3.36768370714622e-05,39285.0806306393
"Meiothermus_ruber",3.68744269489749e-05,5.9743450759991e-05,6.50136535147845e-05,6.66565632397087e-05,7.59646008029535e-05,5.42219499219707e-05,5.92978138634479e-05,"v_5525",255,3.64311996794054e-05,39274.0545926178
"Poriferisphaera_corsica",1.13876906754187e-05,1.48731947346551e-05,1.74837514432189e-05,1.73697884663736e-05,1.58579301339499e-05,1.47730462362256e-05,1.26216230311756e-05,"v_5805",167,3.60412311684567e-05,39162.865089553
"Vibrio_sp._OG9-811",7.59179378361248e-06,9.60908648587268e-06,9.97221378613228e-06,1.38958307730989e-05,1.01797680537291e-05,9.00993479242328e-06,6.66802726175317e-06,"v_2780",158,3.42008960634769e-05,39161.4180181823
"Streptomyces_noursei",5.78258058972561e-05,7.46166454946461e-05,8.89728684554919e-05,0.00011160089089645,0.000129983872485054,0.000103817176572157,9.4304956987652e-05,"v_3856",215,3.39720070661775e-05,39048.9180459682
"Rouxiella_badensis",1.4394829771525e-05,1.50403092822355e-05,1.50230753141733e-05,1.93238896688406e-05,1.74948777606802e-05,1.48542168199411e-05,1.16690477080681e-05,"v_2158",188,3.58770135973882e-05,39016.7006735917
"Bacillus_atrophaeus",6.21146764113749e-06,1.01939874024041e-05,1.21738713752784e-05,8.6848942331868e-06,1.48859924805788e-05,2.94649218887356e-05,1.4050486015837e-05,"v_4646",70,3.21564087722683e-05,38994.5832705315
"Streptomyces_sp._XC_2026",8.58267076446061e-05,0.000111214731414752,0.000120184602513386,0.000141129531289286,0.000152594211579266,0.000137340627646668,0.000117881196234565,"v_3662",202,3.29891465707782e-05,38908.5396104406
"Undibacterium_sp._YM2",1.6761103158625e-05,2.540141123222e-05,2.07214831919632e-05,2.01923790921593e-05,1.8569124640722e-05,1.59906049919584e-05,1.30979106927294e-05,"v_960",160,3.55012780460097e-05,38879.7250145977
"Pseudomonas_asplenii",1.68104005208562e-05,2.40644948515768e-05,3.2636336027342e-05,1.97581343805e-05,2.25591844808771e-05,1.83445519197087e-05,1.78607873082674e-05,"v_1908",160,3.63451333866395e-05,38813.8522350797
"Diaphorobacter_ruginosibacter",0.000203943187550681,0.000261283595141947,0.000176521134941536,0.00020409501447989,0.000173976839953431,0.000137340627646668,0.000160985229605184,"v_1039",92,2.90680774373583e-05,38791.3405372398
"Sinimarinibacterium_sp._NLF-5-8",6.50725181452498e-05,0.000107120424999033,9.24696187441357e-05,0.000160019176246467,0.000136838590671987,9.20474419334054e-05,9.54956761415365e-05,"v_2537",217,3.36224867191177e-05,38772.9429014092
"Corynebacterium_urogenitale",1.27680168178937e-05,1.7797699317312e-05,1.87788441427166e-05,1.95410120246703e-05,2.08199276274761e-05,1.469187565251e-05,1.47649175081677e-05,"v_4137",196,3.62122035125837e-05,38730.3482218123
"Thermus_sp._CCB_US3_UF1",2.14443525705937e-05,3.25037795043867e-05,3.47084843465383e-05,3.53909440002362e-05,4.83411096018795e-05,3.10883335630461e-05,2.97679788471124e-05,"v_5515",238,3.74700239808153e-05,38695.3618122341
"Hymenobacter_sp._DG01",4.57479521505999e-05,3.83527886697005e-05,4.07954200341775e-05,4.73326735708681e-05,4.40441220817124e-05,3.29552569885032e-05,3.78648690935269e-05,"v_5859",94,3.4961367688704e-05,38688.9643214994
"Sulfitobacter_sp._CB2047",1.7549860954325e-05,1.98866311620669e-05,2.38297056707576e-05,2.34492144296044e-05,1.87225884807279e-05,1.85068930871397e-05,1.59556366620522e-05,"v_671",185,3.63623140976692e-05,38575.1387674789
"Kosakonia_radicincitans",1.17327722110375e-05,1.43718510919139e-05,1.59296402038217e-05,1.43300754847582e-05,1.17655610671241e-05,8.1170583715525e-06,9.76389706185286e-06,"v_2047",117,3.49027957139367e-05,38563.9733595437
"Mucilaginibacter_mali",2.99727962365999e-05,1.59594392939277e-05,2.00739368422143e-05,2.14951132271373e-05,1.48348378672434e-05,1.37989992316393e-05,1.69082119851598e-05,"v_6341",34,3.17067757379752e-05,38547.6784189455
"Sedimenticola_thiotaurini",3.26348537970874e-05,4.79618751555732e-05,4.14429663839263e-05,5.12408759758021e-05,5.45308178154535e-05,3.30364275722187e-05,3.09586980009969e-05,"v_2862",245,3.74728321966574e-05,38545.8882234672
"Brevibacterium_sp._SMBL_HHYL_HB1",6.66007363744186e-05,6.38377571757107e-05,7.70580156201131e-05,7.96839045894889e-05,0.000100416505977238,8.00341955435077e-05,7.47771628639463e-05,"v_3535",153,3.44566191165323e-05,38472.2977918302
"Pusillimonas_sp._DMV24BSW_D",1.52328849294562e-05,1.95524020669061e-05,1.76132607131687e-05,2.41005814970934e-05,1.63694762673031e-05,1.30684639781995e-05,1.02401847234067e-05,"v_1310",164,3.56989861487934e-05,38377.4316055856
"Photorhabdus_akhurstii",3.45081535618749e-06,4.59565005846085e-06,3.49675028864379e-06,0,2.7623491201074e-06,2.11043517660365e-06,0,"v_2263",133,2.68283522026077e-05,38333.5732405756
"Parolsenella_massiliensis",3.99801607695437e-05,5.83229771055577e-05,6.92874594231269e-05,5.79716690065219e-05,7.17187678961218e-05,6.63975374792995e-05,5.76308070480096e-05,"v_4586",105,3.50409979676221e-05,38330.9635796402
"Anaerostipes_caccae",3.35222063172499e-06,4.42853551088045e-06,4.92135225809125e-06,3.25683533744505e-06,4.19467829349642e-06,4.38321152063835e-06,3.09586980009969e-06,"v_5322",75,2.91877061381746e-05,38327.438429397
"Nocardia_mangyaensis",0.000174068986038543,0.000167532333949345,0.000173283403192792,0.000185422491878538,0.000213314737608294,0.000187828730717725,0.000172177989651698,"v_4064",67,3.05268941937847e-05,38307.7196597973
"Shewanella_putrefaciens",3.04164724966812e-05,2.57356403273807e-05,2.87510579288489e-05,4.60299394358901e-05,3.35062717346361e-05,2.80038513818561e-05,1.80989311390443e-05,"v_2566",72,3.59531171352556e-05,38302.3525104456
"Serratia_entomophila",2.66205756048749e-05,3.43420395277711e-05,3.36724101869402e-05,3.71279228468736e-05,3.44782093880072e-05,3.08448218118995e-05,2.61958213854589e-05,"v_2121",226,3.73943609303717e-05,38239.3060655358
"Dysosmobacter_sp._Marseille-Q4140",3.53955060820374e-05,5.73202898200753e-05,6.37185608152868e-05,5.58004454482252e-05,7.48391993095764e-05,5.1949173577936e-05,4.61999031707184e-05,"v_5189",167,3.64086506954052e-05,38215.4055146217
"Diaphorobacter_sp._HDW4B",0.000141089050705837,0.000164524272092898,0.000121738713752784,0.000141998020712604,0.000112335530884368,9.8784600381794e-05,0.000103830710218728,"v_1035",77,3.06804933423329e-05,38092.6338041291
"Methylomonas_sp._EFPC1",1.38525587869812e-05,1.54580956511865e-05,1.60591494737715e-05,2.56204379879011e-05,2.12291645341587e-05,1.86692342545708e-05,1.28597668619525e-05,"v_2471",128,3.61402240693892e-05,38058.5328507208
"Zymobacter_palmae",1.21764484711187e-05,1.61265538415081e-05,1.85198256028171e-05,2.21464802946264e-05,1.96433715207637e-05,1.40425109827858e-05,1.09546162157374e-05,"v_2386",200,3.62056480811006e-05,38013.5363606505
"Candidatus_Reidiella_endopervernicosa",2.42050048555437e-05,3.28380085995475e-05,2.97871320884471e-05,4.0819002895978e-05,3.64220846947494e-05,2.47570280332351e-05,2.26236639238054e-05,"v_2863",229,3.74125481686558e-05,37978.275920597
"Thioclava_nitratireducens",9.6080558988706e-05,0.000109543585938949,0.000100110665671172,0.000106824199068198,0.000116990600697882,8.74207186616204e-05,0.000100020408926298,"v_625",200,3.38960070503695e-05,37974.461642212
"Flammeovirga_sp._MY04",2.56346283602499e-06,0,0,0,1.79041146673628e-06,1.78575284174155e-06,0,"v_5944",93,2.13219616204691e-05,37942.6467651734
"Acinetobacter_baumannii",5.18115277050436e-05,7.09401254478774e-05,0.000123292824992181,6.3182605546434e-05,9.26921593636039e-05,5.49524851754104e-05,5.28679304324716e-05,"v_2713",138,3.47741419480474e-05,37870.1470212634
"Solidesulfovibrio_carbinoliphilus",9.72143983200248e-05,0.000135028554444959,0.000133394548048263,0.000159150686823148,0.000184616999527178,0.000141642668583591,0.000110975025142035,"v_3062",181,3.26562602050813e-05,37852.5563233102
"Legionella_spiritensis",7.34530697245623e-06,1.02775446761943e-05,9.71319524623274e-06,1.04218730798242e-05,8.23589274698688e-06,6.41247611352648e-06,5.23916427709178e-06,"v_2878",139,3.28590674596655e-05,37780.1343336736
"Athalassotoga_saccharophila",2.90854437164374e-06,3.76007732055887e-06,4.14429663839263e-06,3.25683533744505e-06,5.0643067201969e-06,2.51628809518128e-06,0,"v_6589",57,2.84018290777926e-05,37762.5259882519
"Tropheryma_whipplei",3.25362590726249e-06,5.26410824878242e-06,6.34595422753872e-06,3.03971298161538e-06,4.19467829349642e-06,2.84097043004338e-06,2.61958213854589e-06,"v_3575",80,2.93048880553276e-05,37760.9884632079
"Aquella_oligotrophica",3.64800480511249e-06,4.51209278467065e-06,2.33116685909586e-06,4.12532476076373e-06,2.86465834677804e-06,5.43842910894018e-06,0,"v_1475",20,2.74228048044754e-05,37749.497795208
"Halomonas_hydrothermalis",2.68670624160312e-05,2.59863121487513e-05,2.38297056707576e-05,3.69108004910439e-05,2.84419650144392e-05,2.79226807981406e-05,2.19092324314747e-05,"v_2368",35,3.51815367295243e-05,37711.9970595423
"Paenibacillus_dendritiformis",3.22897722614687e-05,4.92987915362164e-05,5.65955509680494e-05,5.55833230923955e-05,5.76000946155728e-05,8.67713539918962e-05,5.09627797862564e-05,"v_4840",113,3.46572398974146e-05,37710.2288009026
"Coraliomargarita_akajimensis",1.13876906754187e-05,1.47060801870747e-05,1.50230753141733e-05,1.99752567363297e-05,1.83133515740454e-05,1.33119757293461e-05,1.26216230311756e-05,"v_5819",194,3.58898898180383e-05,37696.5285009892
"Pseudomonas_atacamensis",2.89868489919749e-05,2.87437021838278e-05,3.30248638371913e-05,2.38834591412637e-05,2.53726882143198e-05,1.19320758061822e-05,1.71463558159367e-05,"v_1900",47,3.38707492209728e-05,37655.3232599367
"Pectobacterium_aroidearum",4.83114149866249e-06,3.34229095160789e-06,0,0,3.42735909346659e-06,4.78906443921598e-06,0,"v_2226",58,2.47714830686913e-05,37634.1467707487
"Acetobacter_aceti",8.77493047716248e-05,0.000110880502319592,0.000118889509813889,0.000140478164221797,0.00013023964555173,0.000106089952916191,0.000113832751111358,"v_768",185,3.3385637498748e-05,37607.3102285848
"Paenibacillus_crassostreae",3.94378897849999e-06,6.43391008184519e-06,7.12300984723734e-06,4.55956947242307e-06,5.72931669355609e-06,1.56659226570963e-05,5.71545193864558e-06,"v_4887",73,3.09530442319002e-05,37590.248207171
"Paenibacillus_physcomitrellae",1.10919065020312e-05,1.82990429600532e-05,1.86493348727669e-05,1.73697884663736e-05,2.1587246827506e-05,3.23870629024945e-05,2.04803694468133e-05,"v_4869",72,3.32148669744578e-05,37573.8889109902
