"","X1ayWM2CHIPOOB100705","oAVVM2CHIPOOB051360","X3xfYM2CHIPOOA051365","jYxWM2CHIPOOB051110","hoQoM2CHIPOOA051115","eBCjM2CHIPOOBXX1180","j1iWM2CHIPOOBXX1561","nodos","degrees","closeness","betweenness"
"Pseudomonas_sp._R4-39-08",1.222574583335e-05,1.88839438765846e-05,2.65494003397028e-05,0,1.89783615474045e-05,1.78575284174155e-05,0,"v_1752",57,3.40008840229846e-05,14182.3854290241
"Kovacikia_minuta",2.77544149361937e-05,3.20024358616455e-05,3.91117995248305e-05,3.10484968836428e-05,3.10508502945406e-05,3.77443214277191e-05,1.59556366620522e-05,"v_5655",34,3.39893273512117e-05,14177.3990757994
"Bacillus_mycoides",2.22331103662937e-05,5.04685933692791e-05,6.6956292564031e-05,3.08313745278132e-05,5.17684686953461e-05,0.000136610092393229,3.21494171548814e-05,"v_4629",63,3.31169691349848e-05,14177.2917451099
"Enterobacter_cloacae_complex_sp.",5.74314269994061e-05,5.62340452608027e-05,6.64382554842319e-05,7.94667822336593e-05,7.92384960564141e-05,3.14941864816237e-05,6.81091356021931e-05,"v_1986",62,3.49931763306155e-05,14175.8767327343
"Shewanella_amazonensis",7.24671224799373e-06,1.0611773771355e-05,9.06564889648389e-06,9.55338365650549e-06,8.08242890698091e-06,6.65598786467305e-06,6.90617109253007e-06,"v_2569",99,3.26722645146535e-05,14173.111241652
"Alkalihalobacillus_lehensis",2.41557074933124e-06,7.18592554595696e-06,6.34595422753872e-06,1.08561177914835e-05,1.48859924805788e-05,1.16885640550356e-05,3.09586980009969e-06,"v_4726",65,3.24738585438722e-05,14171.0115818956
"Limnochorda_pilosa",0.000118116479906075,0.000202375717119858,0.000223532999933303,0.000284864530848527,0.000254084964436546,0.000203413482791106,0.00017741715392879,"v_5454",124,3.00806160510167e-05,14165.0139556738
"Chryseobacterium_sp._SC2-2",3.61349665155062e-05,6.18323826047459e-06,7.64104692703642e-06,1.10732401473132e-05,5.37123440020883e-06,5.35725852522465e-06,5.00102044631488e-06,"v_5957",42,3.01359129674833e-05,14123.8100267531
"Mycobacterium_simiae",9.00169834342623e-05,9.5756635763566e-05,9.44122577933822e-05,0.000107692688491516,0.000117144064537888,0.000137421798230384,0.000114309038772912,"v_3938",179,3.18633698699975e-05,14118.6125686415
"Ignavibacterium_album",3.94378897849999e-06,6.26679553426479e-06,6.60497276743826e-06,8.46777187735713e-06,6.95702741360382e-06,7.38652311811278e-06,5.00102044631488e-06,"v_6478",70,3.09271973773737e-05,14115.8789338107
"Thalassospira_sp._B30-1",2.63740887937187e-05,3.28380085995475e-05,2.69379281495521e-05,3.58251887118956e-05,3.17670148812351e-05,2.48381986169507e-05,2.5957677554682e-05,"v_817",165,3.61245574741709e-05,14107.9935813118
"Aeromonas_sanarellii",2.99727962365999e-05,4.14444077999378e-05,3.18592804076434e-05,5.44977113132472e-05,4.69087804284905e-05,2.95460924724511e-05,4.52473278476108e-05,"v_2525",116,3.54962373988357e-05,14101.0134895822
"Bordetella_trematum",0.000136997369640643,0.000180065925017875,0.000170175180713998,0.000212562786357247,0.000200321465821122,0.000144483639013635,0.000153364627020323,"v_1289",204,3.11458560438534e-05,14090.0200299379
"Pseudomonas_sp._R3-52-08",1.58737506384625e-05,1.51238665560257e-05,2.26641222412097e-05,0,1.58067755206146e-05,1.08768582178804e-05,0,"v_1743",20,3.18775900541919e-05,14073.5792578979
"Burkholderia_sp._LA-2-3-30-S1-D2",5.00368226647186e-05,7.30290572926324e-05,5.76316251276476e-05,7.85982928103406e-05,7.37649524295346e-05,6.68845609815926e-05,7.12050054022928e-05,"v_1102",145,3.49332774400894e-05,14066.1616172116
"Pseudomonas_sp._S49",1.36553693380562e-05,1.51238665560257e-05,1.48935660442235e-05,3.16998639511318e-05,1.8569124640722e-05,1.07145170504493e-05,1.57174928312753e-05,"v_1726",78,3.44091941366733e-05,14061.7031672358
"Agrobacterium_sp._S7/73",5.19594197917374e-05,3.09997485761632e-05,2.93986042785977e-05,4.19046146751263e-05,3.3659735574642e-05,2.49193692006662e-05,4.7152478493826e-05,"v_143",12,2.9440339152707e-05,14059.6971913895
"Janibacter_limosus",0.000189252573605768,0.00016928703669894,0.000188824515586764,0.00017109241639378,0.000236078540542512,0.000206822647307158,0.000195992372729388,"v_3494",68,2.87778065555843e-05,14056.9858267517
"Sinorhizobium_americanum",0.000315601713004462,0.000265294344283876,0.000273264559594014,0.000323512310186208,0.000276132602784069,0.000241157804218825,0.000194801653575503,"v_156",76,2.75095595719513e-05,14051.3426389562
"Pandoraea_thiooxydans",0.000132757796488756,0.000203629076226711,0.000166289902615504,0.000216036744050522,0.000180320012007011,0.00014837982703198,0.000169796551343929,"v_1172",174,3.06965036682322e-05,14050.1015976854
"Rhodobacter_sp._LPB0142",0.000192654091599725,0.000220841874627491,0.00023078551905049,0.000225373005351198,0.000246514081662918,0.000180685719350759,0.00019432536591395,"v_613",99,2.96305075705947e-05,14004.1539801041
"Methylophaga_nitratireducenticrescens",5.61989929436249e-06,8.27217010522952e-06,7.25251911718711e-06,4.77669182825274e-06,4.65506981351432e-06,5.1949173577936e-06,4.76287661553798e-06,"v_2910",18,2.91800408520572e-05,13986.3041576547
"Pelosinus_sp._UFO1",4.43676260081249e-06,3.76007732055887e-06,3.23773174874425e-06,3.25683533744505e-06,2.96696757344869e-06,5.03257619036255e-06,0,"v_5440",18,2.52410520470493e-05,13980.4298264224
"Pseudomonas_sp._DR48",2.47472758400874e-05,3.83527886697005e-05,3.92413087947803e-05,2.88772733253461e-05,3.37108901879773e-05,2.45135162820886e-05,2.47669584007975e-05,"v_1665",157,3.60997797913433e-05,13979.678542397
"Echinicola_rosea",1.23736379200437e-05,6.76813917700597e-06,6.8639913073378e-06,1.06389954356538e-05,6.9058728002685e-06,5.11374677407808e-06,5.95359576942247e-06,"v_5931",47,3.06927350296185e-05,13972.9632952826
"Phytohabitans_flavus",0.000710522881839005,0.000839499929770111,0.00092858146553985,0.00134854695205808,0.00109532258073592,0.000766250310274556,0.00131526837738081,"v_4337",28,2.20235211205568e-05,13972.3724068101
"Bacillus_sp._FJAT-42376",6.16217027890624e-06,1.3118491985061e-05,1.72247329033194e-05,1.45471978405879e-05,1.43232917338902e-05,3.90430507671675e-05,1.61937804928291e-05,"v_4616",44,3.18684470505752e-05,13971.843116592
"Oceanidesulfovibrio_marinus",9.79045613912623e-05,0.000138621517217937,0.000139481483735902,0.000171743783461269,0.000175306859900149,0.000130765810365711,0.000101687415741736,"v_3065",186,3.26104679602152e-05,13965.9778133324
"Mycobacterium_ulcerans",4.31351919523436e-05,4.21128659902594e-05,4.8954504041013e-05,3.56080663560659e-05,7.56065185096062e-05,5.94168672797643e-05,4.4771040186057e-05,"v_3987",35,3.29837060492117e-05,13955.8484671224
"Carnobacterium_sp._17-4",2.80994964718124e-06,0,0,0,2.19964837341886e-06,5.1949173577936e-06,0,"v_5170",64,2.29468321898162e-05,13953.9261122931
"Lacrimispora_sphenoides",4.58465468750624e-06,4.76276460604124e-06,4.2738059083424e-06,7.38216009820878e-06,4.34814213350239e-06,3.16565276490548e-06,0,"v_5317",73,2.88942182669248e-05,13940.0280776475
"Burkholderia_stabilis",0.000149321710198456,0.000200955243465424,0.000181053959389778,0.000230801064246939,0.000223187577982011,0.000184094883866811,0.000226951070730385,"v_1079",156,2.97406614323103e-05,13931.9875769064
"Nocardioides_baekrokdamisoli",0.000140300292910137,0.000116896626032486,0.00014038804862555,0.000123542620467082,0.000163797071899702,0.000153574744389773,0.000125501798819426,"v_4252",45,3.04812997226202e-05,13931.0260049385
"Actinomyces_sp._oral_taxon_171",2.95784173387499e-05,3.91048041338123e-05,4.13134571139766e-05,3.77792899143626e-05,5.34054163220764e-05,4.5293185713263e-05,4.26277457090649e-05,"v_4446",73,3.37086226656779e-05,13930.1569700345
"Phnomibacter_ginsenosidimutans",4.18041631720999e-05,3.65145286463162e-05,3.58740677760862e-05,3.69108004910439e-05,1.75971869873508e-05,2.15102046846141e-05,2.61958213854589e-05,"v_6300",23,3.04980328768794e-05,13924.7810769358
"Thiocapsa_bogorovii",0.000122208160971268,0.000171459525817485,0.000167066958235203,0.000198232710872489,0.000183798525713813,0.000139045209904694,0.000134313120558171,"v_2305",198,3.16565893190668e-05,13921.1477734345
"Rhizobium_laguerreae",5.40792063676811e-05,4.08595068834064e-05,4.07954200341775e-05,5.88401584298406e-05,5.17173140820108e-05,4.716010913872e-05,4.7152478493826e-05,"v_132",21,3.29489291598023e-05,13915.2906037576
"Streptomyces_koyangensis",0.000144145487164175,0.00018232197141021,0.000206049248490084,0.000219293579387967,0.000262832403316886,0.000217131311439029,0.000215282023022317,"v_3723",261,3.02535245356084e-05,13908.9517404044
"Sulfurivermis_fontis",0.000130046441566037,0.000239642261230286,0.000158778364958418,0.000253164666897395,0.000220783311155251,0.00014764929177854,0.000155984209158869,"v_2323",178,3.04164005231621e-05,13901.7459736
"Actinopolyspora_erythraea",0.000114320583014268,0.000153996055595333,0.000143884798914194,0.000186725226013516,0.000212087026888246,0.000156496885403532,0.000168843976020821,"v_4540",232,3.10289189524637e-05,13900.1862745449
"Plantibacter_sp._PA-3-X8",8.09955661459436e-05,7.70398064345618e-05,8.41810254673504e-05,8.18551281477856e-05,9.07482840568616e-05,9.59436299517506e-05,9.35905254953213e-05,"v_3344",107,3.16315556399064e-05,13892.8615563121
"Aeromonas_sp._FDAARGOS_1403",9.36649882393748e-06,1.03611019499845e-05,1.64476772836208e-05,1.8455400245522e-05,1.07424688004177e-05,1.2987293394484e-05,0,"v_2494",68,3.39201519622808e-05,13881.14618718
"Providencia_vermicola",3.05643645833749e-06,4.34497823709026e-06,0,0,3.12043141345466e-06,0,0,"v_2251",28,2.35111560435427e-05,13876.8843621196
"Agrobacterium_sp._RAC06",0.00011397550147865,6.73471626748989e-05,8.76777757559942e-05,7.03476432888131e-05,6.67567704025955e-05,5.33290735010999e-05,5.62019440633482e-05,"v_141",32,3.09396367686643e-05,13873.0530876672
"Neisseria_canis",4.33816787634999e-06,9.77620103345307e-06,6.08693568763918e-06,6.29654831906043e-06,7.00818202693915e-06,4.8702350229315e-06,3.81030129243038e-06,"v_1452",96,3.15736297044708e-05,13872.8894566368
"Roseimaritima_ulvae",0.000160709400873875,0.000131936935314721,0.000135337187097509,0.000172612272884588,0.000195257159100925,0.000107469852839355,6.69184164483086e-05,"v_5768",88,3.14920954840335e-05,13869.3196217457
"Halomonas_beimenensis",0.000104707597379175,0.000133691638064316,0.000128214177250272,0.000153288383215747,0.000177506508273568,0.000117778516971227,0.00011288017578825,"v_2354",217,3.26392062145049e-05,13867.7662017443
"Guyparkeria_halophila",0.0001198911849464,0.000186082048730769,0.000167196467505153,0.000222116170013753,0.000196791797500985,0.000130359957447133,0.000144077017620024,"v_2322",203,3.13607426223853e-05,13867.1607199488
"Streptomyces_rochei",4.54521679772124e-05,6.50911162825636e-05,7.07120613925743e-05,9.29283682950988e-05,7.91361868297435e-05,0.00010738868225564,9.64482514646441e-05,"v_3861",74,3.15427562060373e-05,13862.7633825703
"Spirosoma_pollinicola",2.15922446572875e-05,1.46225229132845e-05,1.39870011545751e-05,2.08437461596483e-05,1.84668154140513e-05,1.39613403990703e-05,1.97659379544826e-05,"v_5913",17,3.04284323271665e-05,13857.512067008
"Bacteroides_heparinolyticus",4.58465468750624e-06,4.34497823709026e-06,5.69840787778987e-06,4.55956947242307e-06,4.70622442684964e-06,5.43842910894018e-06,0,"v_6379",37,2.88475407471513e-05,13857.0208614261
"Solitalea_sp._S2-8",1.37539640625187e-05,5.43122279636282e-06,6.21644495758895e-06,5.21093653991208e-06,3.6831321601432e-06,4.05852918577625e-06,9.04946556952216e-06,"v_6355",48,2.66666666666667e-05,13831.9056998523
"Glaesserella_parasuis",2.46486811156249e-06,4.26142096330006e-06,5.69840787778987e-06,9.55338365650549e-06,3.2227406401253e-06,3.73384685091415e-06,0,"v_2965",97,2.92372014150805e-05,13828.8586467633
"Oryzomicrobium_terrae",0.00012422935282275,0.000215828438200079,0.000160850513277614,0.000233623654872725,0.000204669607954624,0.000133606780795754,0.000165509962389945,"v_1347",175,3.06795520785397e-05,13823.7282117011
"Pectobacterium_wasabiae",4.63395204973749e-06,4.26142096330006e-06,5.18037079799079e-06,7.16503774237911e-06,5.78047130689141e-06,3.00331159747443e-06,3.57215746165349e-06,"v_2221",53,2.95272684323973e-05,13822.8804494892
"Pseudomonas_juntendi",4.29380025034187e-05,0.000112718762342976,0.000124976445501528,8.38092293502527e-05,5.64235385088604e-05,4.2208703532073e-05,3.69122937704193e-05,"v_1917",107,3.36270092138005e-05,13818.1436509022
"Thermaerobacter_sp._PB12/4term",8.69605469759248e-05,0.000150987993738886,0.000160591494737715,0.00015111715965745,0.000183951989553819,0.0001422108626696,0.000129312100111856,"v_5220",161,3.21646831778707e-05,13817.0050547111
"Pseudomonas_azerbaijanoriens",1.31623957157437e-05,2.06386466261787e-05,2.70674374195019e-05,1.23759742822912e-05,1.86714338673926e-05,1.04710052993027e-05,1.45267736773908e-05,"v_1913",49,3.39305103148751e-05,13815.8370876948
"Polynucleobacter_sp._MWH-Aus1W21",2.80994964718124e-06,1.2282919247159e-05,1.32099455348765e-05,3.90820240493406e-06,2.91581296011337e-06,2.67862926261233e-06,0,"v_1197",52,3.10289189524637e-05,13815.0129881643
"Mycolicibacillus_parakoreensis",0.000121764484711187,0.000126338597970778,0.000126660066010875,0.000152637016148258,0.000193824829927536,0.000158120297077843,0.000154317202343431,"v_4006",275,3.13705806694482e-05,13809.1619112045
"Edaphobacter_sp._4G125",5.20087171539686e-05,6.36706426281303e-05,6.37185608152868e-05,9.14085118042911e-05,7.99035060297733e-05,7.81672721180506e-05,0.00012978838777341,"v_6498",108,3.32723340542339e-05,13804.2070726223
"Azospirillum_lipoferum",0.000193886525655506,0.000239475146682705,0.000232210121019937,0.000274659780124533,0.000277462622730788,0.000221271011208521,0.000232428378838253,"v_742",172,2.9238911142949e-05,13790.6315165545
"Variovorax_sp._PAMC_28711",0.000357898849798874,0.000391298713159494,0.00026989731857532,0.00030961647941311,0.000237510869715901,0.000239534392544514,0.000254575755100505,"v_971",80,2.58371227780074e-05,13781.3054999762
"Rhodococcus_jostii",9.95313743448935e-05,0.000103193233130894,9.29876558239347e-05,0.000113772114454747,0.000132643912378491,0.000108200388092795,0.000118595627726896,"v_4053",154,3.24654243230959e-05,13770.9207864211
"Neisseria_weixii",4.43676260081249e-06,4.84632187983144e-06,3.88527809849309e-06,6.73079303071977e-06,5.72931669355609e-06,5.1949173577936e-06,3.33401363087659e-06,"v_1446",50,2.95002655023895e-05,13770.8338624361
"Rhodanobacter_thiooxydans",0.000216612609644112,0.000218836500056526,0.000198019673753198,0.000247519485645824,0.000216384014408413,0.000190588530564053,0.00033792609587242,"v_1588",52,2.74040174289551e-05,13768.3109056027
"Conchiformibius_steedae",5.22552039651249e-06,1.03611019499845e-05,6.99350057728757e-06,8.46777187735713e-06,7.92896506697495e-06,5.43842910894018e-06,3.33401363087659e-06,"v_1473",123,3.21274818479728e-05,13757.7926101465
"Bacteroides_nordii",7.78898323253748e-06,4.51209278467065e-06,6.08693568763918e-06,6.29654831906043e-06,3.47851370680191e-06,2.84097043004338e-06,0,"v_6374",76,2.88142918887768e-05,13755.5521963165
"Faecalibacillus_intestinalis",1.23243405578125e-06,0,0,0,1.43232917338902e-06,2.35394692775023e-06,0,"v_5472",119,2.07926144633426e-05,13753.5802265051
"Sediminibacillus_sp._DP4-553-S",4.88043886089374e-06,8.18861283143933e-06,1.10082879457304e-05,8.25064952152746e-06,8.49166581366349e-06,3.45786686628137e-05,6.66802726175317e-06,"v_4790",85,3.23781771086288e-05,13741.7060297421
"Candidatus_Phaeomarinobacter_ectocarpi",5.37341248320624e-05,5.80723052841871e-05,5.33578192193052e-05,7.79469257428516e-05,6.98260472027148e-05,4.94328854827547e-05,5.31060742632485e-05,"v_383",133,3.50852571749351e-05,13736.8275048769
"Halomonas_aestuarii",7.73475613408311e-05,0.00011865132878208,0.000107233675518409,0.000116811827436363,0.00014599526645901,9.05052008428104e-05,9.78771144493055e-05,"v_2355",206,3.32479968081923e-05,13729.5048432729
"Micromonospora_viridifaciens",0.000435345005864168,0.00152634072032553,0.000778998258747866,0.000716938018949571,0.000685932210213336,0.000511374677407808,0.00227355915242705,"v_4313",32,2.13133272235129e-05,13729.1291969081
"Orrella_dioscoreae",0.00018654121868305,0.000262286282427429,0.000223921527743152,0.000308965112345621,0.000264673969396957,0.000212748099918391,0.000247669584007975,"v_1299",173,2.92406210707915e-05,13725.3624927617
"Kosakonia_pseudosacchari",8.87352520162498e-06,8.27217010522952e-06,8.67712108663458e-06,8.46777187735713e-06,1.17144064537888e-05,9.57812887843195e-06,7.62060258486077e-06,"v_2048",18,3.07068721979979e-05,13724.8974621814
"Nocardioides_piscis",0.000500713308182805,0.000296210535586249,0.000378167068253328,0.000317432884222978,0.000455071440231027,0.00035244267449281,0.000296489069317239,"v_4244",50,2.56062274345121e-05,13721.1035068594
"Desulfitobacterium_dehalogenans",2.71135492271874e-06,4.17786368950986e-06,4.53282444824194e-06,2.82259062578571e-06,4.85968826685561e-06,5.27608794150913e-06,4.52473278476108e-06,"v_5370",15,2.82422051513782e-05,13713.8880250117
"Trichoderma_citrinoviride",2.47965732023187e-05,1.78812565911022e-05,1.69657143634198e-05,2.67060497670494e-05,2.43495959476134e-05,2.87343866352959e-05,1.66700681543829e-05,"v_6671",22,3.27815112276676e-05,13707.3311565186
"Aeromonas_sp._ASNIH5",2.51909521001687e-05,1.49567520084453e-05,0,0,2.34799675209129e-05,1.50165579873721e-05,0,"v_2498",7,2.86327845382964e-05,13700.2315255358
"Blautia_liquoris",1.23243405578125e-06,1.75470274959414e-06,1.94263904924655e-06,0,2.09733914674821e-06,2.35394692775023e-06,0,"v_5301",87,2.36456929370315e-05,13689.5458417338
"Rhodanobacter_sp._FDAARGOS_1247",0.000257381528209356,0.000188338095123105,0.00019102617317591,0.000266192008247176,0.000217714034355131,0.000183526689780802,0.000340307534180189,"v_1587",19,2.71510412424316e-05,13667.0741148054
"Advenella_mimigardefordensis",2.37120312332312e-05,3.48433831705122e-05,2.4736270560406e-05,2.69231721228791e-05,2.32753490675716e-05,2.03738165125968e-05,2.19092324314747e-05,"v_1313",78,3.51518560179978e-05,13658.7734045904
"Dermatophilus_congolensis",1.695829260755e-05,1.63772256628787e-05,1.81312977929678e-05,2.34492144296044e-05,2.09733914674821e-05,1.75328460825534e-05,1.90515064621519e-05,"v_3571",54,3.44127464812967e-05,13645.5959124217
"Thioflavicoccus_mobilis",0.000165195460836918,0.000235965741183517,0.000237260982547978,0.000266409130603005,0.000263139330996898,0.000194728230333545,0.000183370749698212,"v_2303",150,2.98027060857126e-05,13639.6972274356
"Cohnella_sp._MFER-1",1.56272638273062e-05,2.61534266963317e-05,2.7585474499301e-05,2.93115180370055e-05,2.62423166410203e-05,4.72412797224356e-05,3.42927116318735e-05,"v_4903",32,3.22715977668054e-05,13632.9831433194
"Cohnella_cholangitidis",1.77963477654812e-05,2.56520830535905e-05,2.91395857386982e-05,2.95286403928351e-05,2.70096358410501e-05,5.08127854059187e-05,3.14349856625507e-05,"v_4904",32,3.22715977668054e-05,13632.9831433194
"Moraxella_bovis",2.16908393817499e-06,4.09430641571966e-06,2.33116685909586e-06,0,2.45542144009547e-06,2.11043517660365e-06,0,"v_2764",91,2.57619084421774e-05,13631.731748046
"Acidithiobacillus_ferriphilus",8.47914630377498e-06,1.29513774374806e-05,1.07492694058309e-05,1.56328096197362e-05,1.17655610671241e-05,1.10391993853114e-05,8.81132173874526e-06,"v_3185",100,3.39881721161036e-05,13630.7429020847
"Candidatus_Vallotia_cooleyia",3.69730216734374e-06,4.59565005846085e-06,4.2738059083424e-06,6.73079303071977e-06,5.0643067201969e-06,3.8961880183452e-06,3.33401363087659e-06,"v_1241",99,2.95263965985591e-05,13622.8759850388
"Vibrio_aquimaris",1.62681295363125e-06,2.00537457096473e-06,2.84920393889494e-06,0,2.3019576000895e-06,1.37989992316393e-06,0,"v_2834",96,2.45043985395378e-05,13602.023057405
"Burkholderia_sp._MSMB1588",2.12964604839e-05,2.9245045826569e-05,1.98149183023148e-05,4.38587158775934e-05,4.35325759483592e-05,1.75328460825534e-05,1.57174928312753e-05,"v_1095",141,3.60880548538434e-05,13592.5949407912
"Acidithiobacillus_sp._'AMD_consortium'",9.71158035955623e-06,1.8215485686263e-05,1.85198256028171e-05,0,1.40675186672136e-05,1.21755875573288e-05,0,"v_3187",64,3.31862078120333e-05,13588.823055697
"Pseudomonas_lundensis",3.02192830477562e-05,4.45360269301751e-05,5.21922357897572e-05,3.69108004910439e-05,3.21762517879177e-05,2.7679169046994e-05,2.26236639238054e-05,"v_1835",153,3.55366027007818e-05,13571.3779657663
"Ancylobacter_polymorphus",0.000362631396573074,0.000358878490928897,0.000361589881699757,0.000463121984984686,0.000446733238257369,0.000398547566043228,0.000415560984705689,"v_297",95,2.63497668045638e-05,13566.4681175828
"Pseudomonas_allokribbensis",1.73526715054e-05,2.13906620902905e-05,2.87510579288489e-05,2.0409501447989e-05,2.47076782409606e-05,1.91562577568639e-05,2.14329447699209e-05,"v_1904",61,3.51827745135981e-05,13564.3642160205
"Phytohabitans_suffuscus",0.000884936949413167,0.00109744123396045,0.00119744270995557,0.00179017382381563,0.00139953906624108,0.000975345733925749,0.0016462883021607,"v_4336",15,2.07425845260319e-05,13562.2350924338
"Corynebacterium_provencense",3.99308634073124e-05,5.13041661071811e-05,4.98610689306614e-05,4.66813065033791e-05,5.66281569622017e-05,4.33450917040904e-05,4.90576291400412e-05,"v_4099",64,3.4961367688704e-05,13560.860370322
"Caldanaerobacter_subterraneus",4.33816787634999e-06,8.35572737901972e-06,1.16558342954793e-05,9.98762836816483e-06,9.15667578702268e-06,8.1170583715525e-06,0,"v_5409",110,3.27193011157282e-05,13547.0304881657
"Lysobacter_sp._H23M47",0.000251564439466068,0.000296043421038669,0.000205660720680234,0.000198015588516659,0.000167326740219839,0.000105602929413898,0.000181941886713551,"v_1492",97,2.76121051468964e-05,13542.7543261812
"Lysobacter_sp._H21R4",0.000213506875823543,0.000253429211405668,0.000173542421732692,0.000181948534185264,0.000161699732752954,9.90281121329405e-05,0.000141695579312255,"v_1490",93,2.86861732644865e-05,13533.7067546526
"Comamonas_sp._Y33R10-2",3.45574509241062e-05,4.64578442273496e-05,3.04346784381959e-05,3.08313745278132e-05,2.39403590409308e-05,2.14290341008986e-05,1.90515064621519e-05,"v_1012",29,3.33366670000333e-05,13533.5396150933
"Sutcliffiella_horikoshii",1.1634177486575e-05,1.88839438765846e-05,2.04624646520636e-05,1.45471978405879e-05,1.72391046940036e-05,5.76311144380228e-05,1.69082119851598e-05,"v_4764",56,3.28299409061064e-05,13528.558068223
"Streptomyces_sp._A144",0.000147448410433668,0.000260865808772996,0.000370267002786392,0.000438152914064274,0.000430568380443407,0.000262992691238301,0.000261005638531481,"v_3674",84,2.7994736989446e-05,13523.4515308969
"Pseudomonas_sp._IAC-BECa141",6.26076500336874e-06,2.40644948515768e-05,1.0101723056082e-05,1.49814425522472e-05,9.36129424036397e-06,6.00662319494885e-06,1.23834792003987e-05,"v_1740",31,3.18755578222619e-05,13522.2690737098
"Luteibacter_rhizovicinus",0.000127581573454475,0.000131686263493351,0.000130156816299519,0.000153288383215747,0.000144614091898956,0.000126869622347366,0.000169558407513152,"v_1594",82,3.08870768470472e-05,13508.3160385799
"Pseudomonas_kribbensis",2.16415420195187e-05,3.79350023007495e-05,5.64660416980996e-05,3.27854757302802e-05,3.75986408014618e-05,2.30524457752091e-05,2.50051022315744e-05,"v_1906",166,3.56480821331812e-05,13506.4224594696
"Mycobacterium_canettii",6.29527315693061e-05,7.14414690906186e-05,6.17759217660402e-05,7.70784363195329e-05,8.44051120032817e-05,8.64466716570342e-05,7.85874641563767e-05,"v_3957",98,3.27225130890052e-05,13503.5704638719
"Roseobacter_denitrificans",3.25362590726249e-05,2.8827259457618e-05,3.18592804076434e-05,3.86477793376813e-05,3.78032592548031e-05,2.79226807981406e-05,3.54834307857579e-05,"v_713",31,3.43182676138509e-05,13501.4867890165
"Aquimarina_sp._TRL1",4.53535732527499e-06,1.33691638064316e-06,2.33116685909586e-06,0,9.71937653371122e-07,2.51628809518128e-06,0,"v_6198",104,2.40153698366955e-05,13496.1476734629
"Blastochloris_viridis",0.000342320883333799,0.000350940549918828,0.000345789750765885,0.000455956947242307,0.000438548500123717,0.000409911447763401,0.000443661956737363,"v_385",142,2.64571262269492e-05,13493.4113110132
"Anaeromyxobacter_sp._Red630",0.000554200946203711,0.000899159823256312,0.000994890211754132,0.000972491031761092,0.000914030631075538,0.000978430216106939,0.000765156128286177,"v_3006",21,2.20278873053285e-05,13490.7235500935
"Streptomyces_sp._CB04723",7.27136092910936e-05,7.53686609587579e-05,7.80940897797112e-05,0.00010530434257739,9.28456232036098e-05,9.06675420102414e-05,0.000134789408219725,"v_3673",126,3.27493040772884e-05,13489.4086369915
"Kordia_antarctica",7.00022543683748e-06,6.35035280805499e-06,6.47546349748849e-06,4.77669182825274e-06,5.47354362687948e-06,2.84097043004338e-06,2.85772596932279e-06,"v_6210",34,2.82342311818849e-05,13489.0005633687
"Burkholderia_sp._MSMB0856",5.57060193213124e-05,7.17756981857794e-05,7.51153765708665e-05,8.64146976202087e-05,7.51972816029237e-05,5.57641910125657e-05,9.02565118644447e-05,"v_1101",80,3.40553058166462e-05,13486.5485917679
"Ciceribacter_thiooxidans",0.000212027954956606,0.000187168293290042,0.000195558997624152,0.000224938760639538,0.00022702417398216,0.000179143478260164,0.000190038776959965,"v_173",57,2.93496125851139e-05,13484.7966777228
"Sporosarcina_ureilytica",2.21838130040624e-06,2.67383276128631e-06,4.79184298814148e-06,0,3.01812218678401e-06,1.25002698921909e-05,7.14431492330697e-06,"v_4930",23,2.65618359541011e-05,13480.2303223044
"Streptomyces_albireticuli",6.35935972783124e-05,8.00478682910089e-05,9.46712763332817e-05,0.000102264629595775,0.000140265949765454,0.000124515675419615,0.000111451312803589,"v_3855",218,3.2605151613955e-05,13476.0482771569
"Paenibacillus_macerans",3.42123693884874e-05,4.62071724059791e-05,5.87972085571955e-05,5.29778548224395e-05,6.49663589358592e-05,0.000252034662436705,6.92998547560776e-05,"v_4837",56,3.11740133424777e-05,13470.8513157956
"Saccharothrix_sp._6-C",0.000606505447531067,0.000573871356391074,0.000580460547914868,0.000854159347833922,0.000779903234910323,0.000661215574946667,0.000705143882930398,"v_4389",63,2.38418806475455e-05,13469.2181888676
"Cellulophaga_lytica",5.81708874328749e-06,1.92181729717454e-06,2.20165758914609e-06,0,1.12540149337709e-06,2.2727763440347e-06,0,"v_6174",103,2.43421533068815e-05,13452.4298235234
"Rhodopseudomonas_palustris",0.00171155511930676,0.0015905127065964,0.00167649749949977,0.00218946183618639,0.00197282881789004,0.00208608400148899,0.00250408238061909,"v_68",10,1.82925713867598e-05,13443.7335583516
"Streptomyces_sp._SS52",0.000142124295312693,0.000246076171312131,0.00037156209548589,0.000434896078726829,0.000394760151108682,0.00027443774354219,0.000197421235714049,"v_3678",97,2.83470816679423e-05,13443.1884557139
"Rhodococcus_koreensis",0.000120384158568712,0.000116896626032486,0.000125235464041427,0.00013157614763278,0.000157760827526134,0.00012678845176365,0.000135741983542832,"v_4047",195,3.2032801588827e-05,13440.5433037698
"Rahnella_victoriana",1.11905012264937e-05,1.52074238298159e-05,1.20443621053286e-05,1.58499319755659e-05,1.24817256538186e-05,1.1445052303889e-05,1.69082119851598e-05,"v_2153",34,3.13725490196078e-05,13429.4594026201
