"","Ia7iM2MAIPOOB100245","P0ZQM2MAIPOOA100240","qU3SM2MAIPOOM070605","B7zTM2MAIPOOA070610","c5isM2MAIPOOA070615","TgLUM2MAIPOOM070620","pse1M2MAIPOOA100685","AJwcM2MAIPOOA100700","nodos","degrees","closeness","betweenness"
"Sphingomonas_rhizophila",0.00103514076756899,0.000671841274951221,0.00131171402411826,0.00121142966021509,0.00113298465683303,0.00129034272127036,0.000919612879989807,0.00100912503117424,"v_436",39,2.16642474923634e-05,11491.9019875631
"Staphylococcus_sp._17KM0847",1.28615543702919e-06,1.93758966285868e-06,1.64335965317286e-06,0,0,0,0,9.71454196231481e-07,"v_4807",25,2.16609626131785e-05,14603.5623416793
"Sphingomonas_ginsengisoli_An_et_al._2013",0.00109337502763448,0.000612134808303131,0.00148731874134302,0.00118652985486661,0.00135388690048978,0.00124864110588025,0.000968369445221465,0.000997845368562436,"v_435",29,2.16553337086924e-05,9603.05206115228
"Usitatibacter_palustris",0.000938178938232957,0.00103452935480632,0.000702184103234288,0.00121900786184289,0.00146440974382584,0.00134485768217141,0.000992213896831108,0.00111943905212408,"v_2736",39,2.16548647653695e-05,980.697605547073
"Burkholderia_multivorans",0.00121956116662301,0.000568431397018652,0.000478765445624359,0.000780554767663164,0.00335298048407571,0.000689668615045865,0.000431691340335773,0.000594637907448803,"v_2432",32,2.16539269396505e-05,203.049688572063
"Roseimicrobium_sp._ORNL1",0.00292343130836734,0.000824767333156845,0.000288683512407365,0.000919127597428608,0.000326978353516602,0.000784409715187286,0.000538813428910437,0.000276108870440014,"v_5521",11,2.16394010213797e-05,6826.59380893123
"Acinetobacter_dispersus",0,2.24616875731395e-05,0,0,1.00410110753069e-06,9.31879673522169e-07,0,1.34924193921039e-06,"v_6479",1,2.16370599562931e-05,0
"Brachyspira_pilosicoli",0,2.00935224296456e-06,0,0,0,4.11580189138958e-06,0,9.17484518663065e-07,"v_6652",5,2.16267652847164e-05,185.536671530063
"Modestobacter_sp._L9-4",0.00129644468052542,0.000840268050459715,0.000874189080266381,0.000531556714178382,0.000455072966234447,0.000451728671739871,0.00192962114369378,0.00173042977187611,"v_4315",45,2.15940745859336e-05,497.35249048774
"Lysobacter_sp._KIS68-7",0.00135324987899421,0.001617887368487,0.000506702559728298,0.000834684779290291,0.0004112511250415,0.000799785729800401,0.000763022451508571,0.00116185921869285,"v_898",7,2.15596231377875e-05,443.539259611536
"Kluyveromyces_lactis",1.21470235719423e-06,1.29172644190579e-06,0,0,0,1.47547614974343e-06,0,1.51115097191564e-06,"v_6401",44,2.15503307975777e-05,9841.00710074316
"Nocardioides_sp._JS614",0.000979193006058221,0.000839119849178021,0.00105503689733697,0.000950523004172341,0.000628065242760449,0.000666371623207811,0.0018676967469762,0.00120120311364023,"v_4140",48,2.15452234239669e-05,942.859544556869
"Pseudonocardia_dioxanivorans",0.000775194463129425,0.000999006877653915,0.00135835413617974,0.00090288859394047,0.000801272683809494,0.000823082721638456,0.00157800445428592,0.00161525847994511,"v_4280",42,2.15401184706516e-05,804.753972080875
"Coprococcus_sp._ART55/1",0,0,0,0,1.5778731689768e-06,2.17438590488506e-06,0,2.86039291112603e-06,"v_6810",37,2.15354797028104e-05,1286.37496051013
"Clostridium_sp._MD294",7.85983878184503e-07,9.32913541376402e-07,1.1738283236949e-06,0,9.3237959984993e-07,1.08719295244253e-06,0,6.47636130820987e-07,"v_4995",33,2.15350159359118e-05,406.668347146673
"Bradyrhizobium_sp._191",0.00110194939721467,0.000465236806826401,0.00104885473483218,0.00122333826277306,0.00210395042781521,0.00179293649185665,0.00051817196333791,0.000376654379749972,"v_10",26,2.15280618285936e-05,2728.19118107393
"Mycobacterium_sp._DL440",0.00295329869573835,9.0492613513511e-05,0.000114800410057361,0.000113673024416966,9.13014792776124e-05,9.13242080051726e-05,0.000151252118419376,0.000157051761724089,"v_3424",4,2.15132414000818e-05,431.547104558109
"Phytohabitans_flavus",0.00066351329934739,0.0007192045778211,0.00280286727131868,0.00204827963997047,0.000818127238114473,0.000952070399781816,0.000853417835222739,0.000870854717243954,"v_4128",31,2.15095394807597e-05,3706.07426089798
"Loigolactobacillus_backii",0,2.22463998328219e-06,0,0,1.86475919969986e-06,0,0,1.34924193921039e-06,"v_6582",43,2.15016771308162e-05,23916.8892265068
"Iamia_sp._SCSIO_61187",0.00104471548026687,0.000991974144803539,0.00106247114338704,0.00097542280952082,0.000740596288311567,0.000944149422556877,0.00135735430506236,0.00130045335068854,"v_4432",44,2.14993657687098e-05,5470.09924888186
"Proteus_hauseri",0,1.14820128169403e-06,1.09557310211524e-06,0,1.07582261521146e-06,1.39781951028325e-06,0,6.47636130820987e-07,"v_6466",47,2.14933585522074e-05,871.405141488267
"Acinetobacter_equi",7.14530798349548e-07,7.89388381164648e-07,0,0,1.5778731689768e-06,9.31879673522169e-07,0,1.18733290650514e-06,"v_2182",76,2.14928965976745e-05,2915.07209652348
"Wolbachia_endosymbiont_of_Cimex_lectularius",0,0,0,0,4.66189799924965e-06,2.87329566002669e-06,0,0,"v_6754",4,2.14924346629986e-05,0.718666728469948
"Coprococcus_eutactus",0,0,2.7389327552881e-06,0,1.50615166129604e-06,0,0,1.7270296821893e-06,"v_6733",9,2.14892016761577e-05,5107.18460632303
"Singulisphaera_acidiphila",0.00120084045970625,0.000941166238088578,0.000953148598840258,0.00128937687695815,0.00131723721006491,0.00130199121718939,0.0010256673065521,0.00107577758297123,"v_5487",31,2.14850464077002e-05,4989.94611259279
"Bacillus_subtilis",0.000140691114195026,0.000173163105795481,0.00171527620180457,0.00123849466602865,0.000913014792776124,0.000570310360195567,0.00109898009806831,0.000257111543935932,"v_4502",20,2.14845848103985e-05,588.182588767968
"Nocardioides_sp._LMS-CY",0.00117318811781012,0.00100661371114514,0.00103617738893628,0.000772976566035366,0.000622112357622946,0.00062296156174957,0.00191680919954532,0.00135652784568213,"v_4138",47,2.14725902385605e-05,23773.6648504093
"Clavibacter_michiganensis",0.000931962520287316,0.000975325226218975,0.00126585646427258,0.00133917648765511,0.00126086410502783,0.00128482909986869,0.00104595288478717,0.00149760458284596,"v_3835",15,2.14555441125987e-05,403.381614034001
"Paraphotobacterium_marinum",8.57436958019458e-07,9.32913541376402e-07,0,0,1.00410110753069e-06,1.32016287082307e-06,0,9.71454196231481e-07,"v_2140",68,2.1438984649687e-05,1573.86923480558
"Pediococcus_damnosus",0,0,1.25208354527456e-06,0,1.7930376920191e-06,1.32016287082307e-06,0,1.0254238737999e-06,"v_6723",48,2.1438984649687e-05,7616.98623274688
"Helcococcus_kunzii",1.00034311768937e-06,1.8658270827528e-06,0,0,1.00410110753069e-06,0,0,1.40321161677881e-06,"v_5208",59,2.14330111237328e-05,26521.428967637
"Amycolatopsis_mediterranei",0.00123106511247644,0.00075400942917245,0.00113157050404188,0.000271732658368175,0.00157722767540768,0.000800406982916083,0.000791137551167702,0.00092719906062538,"v_4261",5,2.14192387602545e-05,31.348962648397
"Micromonospora_aurantiaca",0.00102192194779952,0.000987381339676763,0.00142588839240298,0.00112806944230932,0.00104799467023132,0.00101963167611217,0.0010907946893068,0.00110297830046571,"v_4112",19,2.13908318894522e-05,1971.62834108943
"Aggregatibacter_sp._2125159857",1.35760851686414e-06,0,0,0,1.5778731689768e-06,1.32016287082307e-06,0,9.17484518663065e-07,"v_2292",40,2.13894592744695e-05,2892.6182827236
"Anaeromyxobacter_dehalogenans",0.000619641108328728,0.000806037299749211,0.0011099720628859,0.00146584071486259,0.00277648300533773,0.00148316415704999,0.000796475861229562,0.000932865876770064,"v_2915",39,2.13821416353062e-05,2746.10911316884
"Streptococcus_chenjunshii",1.21470235719423e-06,1.00467612148228e-06,0,0,1.07582261521146e-06,8.54223034061988e-07,0,1.0254238737999e-06,"v_4907",47,2.13757428070625e-05,8853.16928987796
"Streptomyces_rimosus",0.000270021188696294,0.000494228889189175,0.000379303058996612,0.00026523705697292,0.000618311117715865,0.000951759773223975,0.000298589476126722,0.00112785832182475,"v_3268",2,2.13702611445912e-05,0.34697765840758
"Debaryomyces_hansenii",0,1.36348902201166e-06,8.60807437376259e-07,0,1.14754412289222e-06,7.76566394601807e-07,0,9.17484518663065e-07,"v_6672",46,2.13656952397231e-05,14871.2625411101
"Gemmata_sp._SH-PL17",0.000961329736099482,0.00111892214901084,0.00104431593198056,0.0014203715050958,0.00145415356822749,0.00165890113214838,0.00100573761565449,0.00118344708972022,"v_5454",34,2.13574815257785e-05,709.155762494123
"[Ochrobactrum]_quorumnocens",0.000986338314041716,3.57377648927268e-05,2.91891976492131e-05,3.4643207441361e-05,3.34939440869167e-05,3.55667408727628e-05,5.08918892564019e-05,4.70615588396584e-05,"v_274",3,2.13542890089474e-05,20052
"Staphylococcus_nepalensis",0,1.29172644190579e-06,1.40859398843388e-06,0,0,1.00953631298235e-06,0,1.61909032705247e-06,"v_6562",40,2.13542890089474e-05,11754.6112885331
"Aggregatibacter_sp._Marseille-P9115",1.57196775636901e-06,0,0,0,0,1.94141598650452e-06,0,1.88893871489455e-06,"v_2293",20,2.13442615952701e-05,4914.06274256841
"Variovorax_sp._WDL1",0.000990768404991483,0.00135100233307324,0.000718617699766017,0.00129587247835341,0.00124257512056923,0.00120639589401391,0.000971572431258581,0.00103708132415467,"v_2333",10,2.13424394408281e-05,366.940803818374
"Pseudomonas_stutzeri",0.00111616856010183,0.00108569607442181,0.00149678762315415,0.00170076496532431,0.00115823062753666,0.00138353068862258,0.000960895811134861,0.0011231629598763,"v_1226",32,2.13296930657168e-05,1546.06949591426
"Staphylococcus_auricularis",1.21470235719423e-06,1.50701418222342e-06,1.09557310211524e-06,0,0,0,0,1.56512064948405e-06,"v_4814",30,2.13196887325445e-05,9202.08267862582
"Acinetobacter_sp._SCLZS86",0,1.72230192254105e-06,0,0,1.5778731689768e-06,0,0,1.94290839246296e-06,"v_6476",43,2.13069695097266e-05,6093.25744784249
"Candidatus_Carsonella_ruddii",0,1.50701418222342e-06,0,0,2.00820221506139e-06,0,0,1.67306000462088e-06,"v_6468",44,2.1269807508242e-05,13702.3838337897
"Butyrivibrio_hungatei",1.21470235719423e-06,8.61150961270525e-07,1.1738283236949e-06,0,1.14754412289222e-06,0,0,8.6351484109465e-07,"v_5078",14,2.12648322204738e-05,60.2060110492715
"Cupriavidus_pauculus",0.000766262828150055,0.0010733529106436,0.000863076838802069,0.00164988275439482,0.0016509573853035,0.00214169245967232,0.000786866903118214,0.000971400226553913,"v_2482",33,2.12544368636953e-05,624.860262255004
"Pseudoxanthomonas_mexicana",0.00181233591693379,0.000711382456589559,0.000708992307511719,0.00127422047370256,0.00062254268666903,0.00157371179866056,0.000774410846307206,0.000474987132279626,"v_924",9,2.12314225053079e-05,251.848936177402
"Escherichia_coli",0.000837644454905175,0.00121085001412646,0.00118032350708601,0.00105661782696151,0.00165949224471751,0.00129181819742011,0.000593620078878869,0.00118641542198648,"v_1468",13,2.12125068940647e-05,426.125944827199
"Nocardioides_sp._S5",0.00128336876691562,0.00103524698060738,0.000894848458763411,0.00073183775719875,0.000491364049120913,0.000523172780043238,0.00262182201504834,0.00137476959670025,"v_4139",39,2.12111570686181e-05,6812.92080561249
"Taylorella_equigenitalis",4.57299710943711e-06,1.14820128169403e-06,0,0,1.21926563057299e-06,0,0,8.6351484109465e-07,"v_2656",5,2.1182850364345e-05,11.0144511303749
"Campylobacter_hominis",0,1.43525160211754e-06,0,0,1.36270864593451e-06,1.24250623136289e-06,0,9.71454196231481e-07,"v_6499",49,2.11577522004062e-05,11912.3462307316
"Tepiditoga_spiralis",0,1.07643870158816e-06,0,0,1.07582261521146e-06,1.32016287082307e-06,0,1.40321161677881e-06,"v_6659",58,2.11501448784924e-05,13152.942152834
"Gemmata_massiliana",0.000946610401653481,0.00112107502641401,0.00109064302315572,0.00137598489556156,0.00152185867147813,0.00171527985239647,0.001093285900669,0.0012261910743544,"v_5453",28,2.11313737506075e-05,297.909238755071
"Capnocytophaga_sp._oral_taxon_323",3.07248243290306e-06,2.43992772359982e-06,0,0,0,0,0,0,"v_5763",11,2.11300342306555e-05,3868.73965679481
"Leptotrichia_trevisanii",2.85812319339819e-06,2.58345288381157e-06,0,0,0,0,0,0,"v_6283",12,2.11228929914241e-05,2450.26885835805
"Sarcina_sp._JB2",1.92923315554378e-06,2.08111482307044e-06,0,0,1.29098713825375e-06,0,0,0,"v_5038",20,2.11046155794272e-05,3539.17569079741
"Mycolicibacterium_rhodesiae",0.000480307602650566,0.000356444735385891,0.000328202399305094,0.00027822825976343,0.000458085269557039,0.000246870456843915,0.000530983907486375,0.000368720837147415,"v_3381",2,2.10992720751134e-05,0
"Massilia_sp._MB5",0.000186706897608737,0.00345414826823618,0.000102044808939877,0.000186207239997315,0.000163166429973738,0.000159273767532831,0.00012918710349702,0.000118949169360788,"v_2667",7,2.10850359499863e-05,103.728952553117
"Candidatus_Schneideria_nysicola",7.85983878184503e-07,1.00467612148228e-06,8.60807437376259e-07,0,7.88936584488402e-07,8.54223034061988e-07,0,6.47636130820987e-07,"v_1503",18,2.1059725381181e-05,133.559058021285
"Bradyrhizobium_japonicum",0.00135825159458266,0.00118279084530507,0.000935854194871153,0.00124499026742391,0.00164952295514989,0.00122938225929412,0.00101783778512804,0.00108533021590084,"v_49",22,2.10521883749816e-05,3187.35788476928
"Pseudonocardia_broussonetiae",0.000847362073762729,0.00106244499846751,0.00150093514989788,0.000947275203474714,0.000733926188097256,0.000783555492153224,0.00166982338734991,0.0017312932867172,"v_4279",43,2.10490864696472e-05,1499.46986721209
"Acinetobacter_ursingii",1.21470235719423e-06,1.72230192254105e-06,0,0,0,0,0,2.05084774759979e-06,"v_2183",25,2.10362454509119e-05,4384.58978678349
"Mogibacterium_diversum",0,0,0,0,1.21926563057299e-06,2.48501246272578e-06,0,1.56512064948405e-06,"v_6808",37,2.10207685192971e-05,6980.64116223772
"Haliangium_ochraceum",0.000963544781574366,0.00126919299175254,0.00105401957945644,0.00155894433486124,0.00172059896926152,0.00176109726967798,0.000944524993611822,0.0010789078242702,"v_2917",31,2.09956119171093e-05,1764.86076421348
"Labilithrix_luteola",0.00130401870698793,0.00110069445366394,0.000896335307973424,0.00121251226044763,0.0016923406952353,0.00153472816565155,0.000961251698472318,0.000906150886373698,"v_2897",26,2.09912046852369e-05,3206.16729824844
"Streptomyces_coelicolor",0.00195131215721278,0.000199571735274444,0.000278666844045169,0.000135325029067816,0.000167684884957626,0.000186841874541195,0.000280795109253854,0.00024048888324486,"v_3264",2,2.09801946962068e-05,7.39622679288934
"Wolbachia_pipientis",0,0,0,0,0,3.49454877570813e-06,0,3.18421097653652e-06,"v_6821",5,2.09529396974396e-05,41.6062402840406
"Citrobacter_youngae",0,0,0,0,0,3.88283197300904e-06,0,2.80642323355761e-06,"v_6825",5,2.09529396974396e-05,41.6062402840406
"Psychrobacter_sp._P11G5",0,0,0,0,0,4.58174172815066e-06,0,1.83496903732613e-06,"v_6829",6,2.09520616828696e-05,71.5593134352942
"Agarivorans_albus",1.50051467653405e-06,0,0,0,0,3.18392221786741e-06,0,1.40321161677881e-06,"v_2001",16,2.09314495028781e-05,612.465426348755
"Fervidobacterium_nodosum",0,0,1.87812531791184e-06,0,0,1.39781951028325e-06,0,1.7270296821893e-06,"v_6747",23,2.09183139838929e-05,12935.889542842
"Pseudomonas_fluorescens",0.000709100364282092,0.0037047431979659,0.000603817289708656,0.00101764421858998,0.000906918464623259,0.000899030915030513,0.000698962730766247,0.000795567017036014,"v_1205",12,2.09117524048515e-05,340.27129113486
"Nocardioides_mesophilus",0.000810349378408223,0.000819600427389222,0.00151149960481113,0.000964596807195394,0.000693762143796029,0.000753347059403213,0.00301650107228855,0.0015306879951954,"v_4160",40,2.08925288316898e-05,4162.3260797035
"Variovorax_sp._38R",0.000422001889505243,0.00523608489484521,0.000267945878688756,0.00045360949743532,0.000513023944440504,0.000452971177971234,0.000284709869965885,0.000302338133738264,"v_2338",9,2.08899101733863e-05,28.800162056955
"Azospirillum_brasilense",0.000951612117241928,0.00111253527938141,0.00153794986970506,0.00173540817276568,0.00141800592835638,0.00164368043081419,0.00138084286933454,0.00132247297913646,"v_590",24,2.08707267187043e-05,14669.0620491755
"Lysobacter_enzymogenes",0.00137389981906651,0.00115114354747837,0.00103437751883994,0.00103063542138049,0.000845955183094609,0.00108191230095924,0.000737042675874184,0.000849806542992272,"v_909",6,2.08177200433009e-05,179.211713222223
"Romboutsia_ilealis",0.00016569969213726,0.00012027408425745,2.11289098265082e-06,0,0,0,0,2.15339013497978e-05,"v_5041",1,2.08177200433009e-05,0
"Capnocytophaga_sp._H2931",2.42940471438846e-06,2.87050320423508e-06,0,0,0,0,0,0,"v_5764",9,2.07813798836243e-05,18.520312718226
"Alteromonas_sp._MB-3u-76",0,5.23866834772903e-06,0,0,2.94058181491132e-06,0,0,0,"v_6484",2,2.07667068156332e-05,6.83009692772129
"Fusobacterium_gonidiaformans",0,1.07643870158816e-06,1.25208354527456e-06,0,0,1.6307894286638e-06,0,7.55575485957819e-07,"v_6664",32,2.07606709848862e-05,23345.7021679362
"Candidatus_Steffania_adelgidicola",9.28890037854413e-07,7.17625801058771e-07,1.09557310211524e-06,0,1.21926563057299e-06,0,0,8.6351484109465e-07,"v_2218",19,2.07421542801435e-05,17419.8069151063
"Ignavigranum_ruoffiae",7.85983878184503e-07,0,1.01731788053558e-06,0,1.07582261521146e-06,1.16484959190271e-06,0,7.01605808389403e-07,"v_4942",22,2.07378528027208e-05,261.627688108241
"Fusarium_acuminatum",0.000414642222282243,0.000755731731094991,0.000167544429402052,0.000356175476506492,0.000441947930328867,0.000409172833315692,0.00112816285973982,0.000982625919488143,"v_6304",2,2.07296849087894e-05,0
"Hydrogenophaga_sp._PBC",0.000907454113903926,0.000858782796127031,0.000586444630517971,0.00341127333274151,0.000944715699171021,0.00213501398867875,0.000880821160206956,0.000649525069535882,"v_2345",15,2.0703505103414e-05,67.0863760187077
"Actinomadura_madurae",0.00133760165451035,0.00054202276753969,0.00300993058761846,0.000964596807195394,0.000801487848332536,0.00138050207968363,0.000775834395657036,0.0010460942603086,"v_4228",12,2.06859459683091e-05,244.528349033273
"Paludisphaera_borealis",0.0014041244718367,0.00109416405887431,0.00128792443675804,0.00150481432323412,0.00182423654786023,0.00164360277417473,0.00124169092038871,0.00130968216555274,"v_5486",29,2.06598764539388e-05,7541.80539343225
"Nocardioides_sp._zg-1228",0.00140090908324412,0.00128498075937584,0.000900717600381885,0.000748076760686888,0.00050793171739517,0.00057163052306639,0.00300368912814008,0.00144924775174466,"v_4136",34,2.05973223480947e-05,810.723091013024
"Pseudomonas_sp._LS.1a",0.000171773203923231,0.000537286437252702,1.75291696338438e-05,4.97996106969564e-05,3.90165001783355e-05,2.99754628316298e-05,3.34534097209914e-05,4.80330130358899e-05,"v_1022",2,2.05947771645111e-05,0
"Usitatibacter_rugosus",0.00119826814883219,0.00132459370359428,0.000887727233599662,0.00144527131044428,0.00187723874203631,0.00165571720993051,0.00124275858240109,0.00140261795032555,"v_2735",26,2.05947771645111e-05,21092.8035633514
"Sphingomonas_sinipercae",0.00126564840311655,0.000632084805572565,0.00157105182843325,0.00119952105765712,0.00146297531367222,0.0012444476473494,0.00105698539224835,0.00112251532374548,"v_434",21,2.05841790000206e-05,4741.39923488676
"Devosia_sp._A16",0.00190122354824848,0.00128426313357478,0.000613755702849273,0.000806537173244185,0.00057649747873798,0.000937005011726541,0.00208585568483756,0.000746724458836598,"v_306",7,2.05744383178339e-05,7353.99171884958
"Pasteurella_canis",1.07179619752432e-06,1.00467612148228e-06,0,0,1.29098713825375e-06,0,0,1.18733290650514e-06,"v_2288",39,2.05604786479429e-05,1499.71772586868
"Streptococcus_respiraculi",9.28890037854413e-07,9.32913541376402e-07,0,0,1.00410110753069e-06,9.31879673522169e-07,0,6.47636130820987e-07,"v_4912",26,2.0550760378134e-05,541.296772816425
"Helicobacter_mustelae",0,9.32913541376402e-07,1.09557310211524e-06,0,1.36270864593451e-06,0,0,1.07939355136831e-06,"v_6505",28,2.05355676030885e-05,11872.9590886661
"Acinetobacter_shaoyimingii",1.21470235719423e-06,0,1.25208354527456e-06,0,8.60658092169166e-07,0,0,1.34924193921039e-06,"v_2176",12,2.05338809034908e-05,6108.18076974399
"Petrotoga_mobilis",0,0,1.72161487475252e-06,0,0,1.6307894286638e-06,0,1.51115097191564e-06,"v_6748",26,2.05279796362442e-05,4492.0907033917
"Candidatus_Pantoea_carbekii",7.14530798349548e-07,1.21996386179991e-06,0,0,8.60658092169166e-07,9.31879673522169e-07,0,6.47636130820987e-07,"v_1573",22,2.05081930231127e-05,34.019639429536
"Sphingomonas_sabuli",0.00139004821510921,0.000704277961159078,0.00168209598785479,0.00134242428835274,0.00151138733135674,0.00137157156614571,0.00117869886165876,0.00127006842221752,"v_433",20,2.04918032786885e-05,3920.416776841
"Carnobacterium_inhibens",0,1.50701418222342e-06,0,0,1.50615166129604e-06,0,0,1.34924193921039e-06,"v_6606",47,2.04897039237783e-05,18424.3488634168
"Phenylobacterium_zucineum",0.00155160362861604,0.00109265704469208,0.00178484509378888,0.00132510268463206,0.00198776158537237,0.00176404822197747,0.0010306497292765,0.000879759714042743,"v_848",13,2.04683150483052e-05,390.363353927699
"Nonomuraea_gerenzanensis",0.00183255713852709,0.000877871642435194,0.00229139114307402,0.00120601665905238,0.00099714412128566,0.00130121465079479,0.000846300088473592,0.000996280247912952,"v_4234",14,2.04620326983283e-05,6467.212174509
"Nonomuraea_nitratireducens",0.00166357060471742,0.000899902754527699,0.00233857904168656,0.00120601665905238,0.00100345561396157,0.00120779371352419,0.000851638398535452,0.00097658131560048,"v_4236",14,2.04620326983283e-05,6467.212174509
"Metabacillus_sp._KUDC1714",1.14324927735928e-05,7.05426162440772e-05,0.000211054332600343,0.000241419851856984,2.35246545192905e-05,0.00011617433263243,0.00214422120818057,0.00106412013261645,"v_4574",2,2.04524072483331e-05,6686
"Jeotgalibaca_dankookensis",0,0,0,0,1.50615166129604e-06,1.32016287082307e-06,0,1.51115097191564e-06,"v_6806",39,2.04465527112129e-05,17393.5969232117
"Anaeromyxobacter_sp._Fw109-5",0.000519463890400122,0.000695522926386161,0.00106591437313655,0.00201580163299419,0.00378782798514418,0.00155072543338035,0.000684015462593038,0.000830701277133053,"v_2912",27,2.04194147795724e-05,304.050999154494
"Bradyrhizobium_sp._CCBAU_51765",0.00107958458322633,0.00041686882783504,0.00107968729213457,0.0012677248723073,0.00480361969842684,0.00159832895336944,0.000404288015351556,0.000349669540965765,"v_8",17,2.03998368013056e-05,200.343608222115
"Lysobacter_capsici",0.00145435598696067,0.00128763597483975,0.00099165016785745,0.000958101205800139,0.000814612884238116,0.00101745729020729,0.00075910769079654,0.00085838772172565,"v_910",5,2.03898540086453e-05,105.080725527477
"Planctomyces_sp._SH-PL62",0.00147957892414241,0.00118257555756475,0.00144224373371313,0.00173757337323076,0.00182868328133644,0.00183890922241708,0.00129970055639426,0.0013905827122278,"v_5489",26,2.03786350390251e-05,5714.10372197107
"Staphylococcus_chromogenes",0,0,1.40859398843388e-06,0,0,1.86375934704434e-06,0,1.18733290650514e-06,"v_6712",29,2.03753132704415e-05,12166.6860243962
"Cupriavidus_taiwanensis",0.00116411357667108,0.00162743179164108,0.00125177052438824,0.00184583339648501,0.00178041470666728,0.00201573339046791,0.0012459615684382,0.00145696541563695,"v_2481",20,2.03740678863942e-05,12457.1257720741
"Otariodibacter_oris",8.57436958019458e-07,8.61150961270525e-07,0,0,1.21926563057299e-06,0,0,1.34924193921039e-06,"v_2316",45,2.03719925845947e-05,11221.4323535594
"Ligilactobacillus_murinus",1.35760851686414e-06,0,0,0,0,1.86375934704434e-06,0,1.13336322893673e-06,"v_4884",23,2.03653544589944e-05,17917.0465504163
"Sinorhizobium_fredii",0.000932105426446986,0.00134124262217884,0.00159085039949291,0.00175489497695144,0.00101909090263597,0.00153721317811428,0.00135237188233795,0.00189082765360944,"v_154",10,2.03641102920213e-05,812.298127004806
"Secundilactobacillus_malefermentans",0,1.36348902201166e-06,1.25208354527456e-06,0,0,0,0,1.88893871489455e-06,"v_6583",26,2.03636956034781e-05,1790.55869265248
"Burkholderia_cenocepacia",0.00141327046605557,0.00135523632529949,0.000986954854562671,0.00213380505834133,0.0017091235280326,0.00161269543166957,0.00143422596995314,0.00146290208016947,"v_2434",15,2.0361622414074e-05,453.688256243508
"Candidatus_Liberibacter_solanacearum",0,0,1.1738283236949e-06,0,0,1.39781951028325e-06,0,1.99687807003138e-06,"v_6673",20,2.03388451603718e-05,10093.2138462308
"Sulfurimonas_sp._B2",9.28890037854413e-07,0,0,0,1.14754412289222e-06,1.16484959190271e-06,0,9.71454196231481e-07,"v_3026",39,2.03326420235045e-05,2997.79431620836
"Actinoplanes_derwentensis",0.000862152861288565,0.00117726512663691,0.00114894316323257,0.000987331412078787,0.000840791234541595,0.000886916479274724,0.00101926133447787,0.000979387738834038,"v_4121",5,2.0330575151971e-05,38.1216456407129
"Streptococcus_ratti",0,1.00467612148228e-06,0,0,1.21926563057299e-06,8.54223034061988e-07,0,1.0254238737999e-06,"v_6590",45,2.0329335230738e-05,5932.62458358297
"Streptococcus_anginosus",2.07213931521369e-06,0,0,0,3.15574633795361e-06,0,0,0,"v_4904",3,2.03285087006017e-05,0.0277777777777778
"Bradyrhizobium_sp._CCGE-LA001",0.00378001082942878,0.00101249824271382,0.00035660904473851,0.000614916932084157,0.00092585294265098,0.000946556778380143,0.000669779969094744,0.000636842195307304,"v_1",6,2.03185955786736e-05,36.9904905058698
"Acinetobacter_sp._YH12138",0,2.43992772359982e-06,0,0,2.07992372274215e-06,0,0,0,"v_6477",7,2.03020951762222e-05,40.9923101796772
"Agrobacterium_tumefaciens",0.000927675335497218,0.00159693269509608,0.000690445819997339,0.000941862202312001,0.000824008401744296,0.000861678071450165,0.000894344879030335,0.000762969331784691,"v_134",4,2.02946787352356e-05,502.870675248735
"Micromonospora_echinofusca",0.00224841406316652,0.00159571273123428,0.000852277618224076,0.000521813312085499,0.000535042447298498,0.000558195924439779,0.00106588257568478,0.000824548733890254,"v_4084",3,2.02909725463141e-05,778.510905421521
"Mogibacterium_pumilum",0,1.5787767623293e-06,0,0,1.21926563057299e-06,0,0,1.45718129434722e-06,"v_6610",41,2.02852100533501e-05,2359.28361458135
"Bacillus_thuringiensis",0.000159911992670629,0.00132394784037333,0.000690132799111021,0.000199198442787826,0.000992338780271048,0.000988879646885942,0.000590061205504296,0.000365428686815742,"v_4493",3,2.02745169596334e-05,57.4388528522939
"Xanthomonas_citri",0.00120126917818526,0.000926670196907191,0.000942584143927004,0.000703690151152644,0.000721446645760803,0.00144309333108854,0.00068365957525558,0.000721952376832696,"v_967",3,2.0271639975674e-05,0.2
"Campylobacter_fetus",0,9.32913541376402e-07,0,0,1.64959467665757e-06,0,0,1.7270296821893e-06,"v_6503",40,2.02687638080953e-05,17486.2341822865
"Chryseobacterium_sp._G0162",5.28752790778666e-06,0.000778265181248237,3.05195364160674e-06,0,1.7930376920191e-06,4.50408508869048e-06,0,1.99687807003138e-06,"v_5931",3,2.02667099023145e-05,5839.40711788631
"Actinoplanes_teichomyceticus",0.00111388206154711,0.00127801978910556,0.00145452980350114,0.00110858263812355,0.00133875366236914,0.00107049677495859,0.00131927435995442,0.00131901891977208,"v_4120",5,2.02515239271755e-05,6333.75383637837
"Clostridium_sp._001",0,1.79406450264693e-06,1.64335965317286e-06,0,0,0,0,9.71454196231481e-07,"v_6611",22,2.02453739320565e-05,7832.41775952129
"Frischella_perrara",9.28890037854413e-07,1.00467612148228e-06,0,0,8.60658092169166e-07,0,0,1.51115097191564e-06,"v_2328",38,2.02400469569089e-05,2195.87280508526
