"","SRR17408286"
"364197",377
"2028345",376
"2585118",376
"2938695",376
"2949307",376
"44675",376
"702114",376
"3032283",374
"84096",374
"2319843",373
"2666185",373
"3009083",373
"446660",373
"2906497",372
"163202",371
"2842357",371
"1852390",370
"1094342",369
"1487865",369
"2493677",369
"487184",369
"106633",368
"1457",368
"164608",368
"2789857",368
"538949",368
"1632865",367
"1960083",367
"2886821",367
"310783",367
"56459",367
"2703789",366
"2994971",366
"1550579",365
"2867238",365
"2906514",365
"84566",365
"2675219",364
"2725563",364
"2932251",364
"81479",364
"1176587",363
"169292",363
"1795043",363
"483547",363
"266951",362
"3016342",362
"2596915",361
"2962673",361
"2991051",361
"3015166",361
"401472",361
"582",361
"1916956",360
"2774562",360
"2796143",360
"2962672",360
"214856",359
"2749906",359
"2886932",359
"43770",359
"2008795",358
"2508880",358
"2678688",358
"2997337",358
"38286",358
"816",358
"2830996",357
"33052",357
"1335746",356
"1821621",356
"2748080",356
"92947",356
"156453",355
"239934",355
"2902624",355
"104087",354
"1262452",354
"2305508",354
"2582913",354
"2983233",354
"2592655",353
"2909671",353
"2060066",352
"2953748",352
"2961597",352
"3017784",352
"3019968",352
"392610",352
"49283",352
"216142",351
"2961574",351
"2792015",350
"1903858",347
"2583374",347
"28454",347
"2982524",347
"413497",347
"73918",347
"869888",347
"897",347
"2231055",346
"421628",346
"62320",346
"152794",345
"1605838",345
"1496080",344
"2949995",344
"419475",344
"92644",344
"1183413",343
"2920382",343
"158836",342
"2883100",342
"32046",342
"2592049",341
"2946605",341
"1863",340
"2237",340
"2884876",340
"3029060",340
"441",340
"1470347",339
"1881017",339
"265606",339
"28097",339
"2866808",339
"2918528",339
"71655",339
"2070369",338
"2527867",338
"2815309",338
"2952571",338
"480418",337
"28141",336
"2817656",336
"104663",335
"167964",335
"1928",335
"2877939",335
"2918527",335
"44742",335
"472181",335
"1565605",334
"2874628",334
"1871022",333
"2859228",333
"2883205",333
"660522",333
"79263",333
"1499686",332
"1510150",332
"2016196",332
"2171755",332
"2811788",332
"413810",332
"651822",332
"745377",332
"2126281",331
"2585119",331
"2836432",331
"3059027",331
"454171",331
"88724",331
"1033",330
"154",330
"1775880",330
"218936",330
"1076596",329
"131081",329
"1457250",329
"2678258",329
"29284",329
"3028314",329
"3035471",329
"1891671",328
"2603215",328
"2876194",328
"2995155",328
"3042026",328
"2043170",327
"81412",327
"1531429",326
"1543721",326
"1715691",326
"2964610",326
"3033392",326
"564064",326
"2745490",325
"2778902",325
"171549",324
"2898794",324
"2999067",324
"3033387",324
"1197717",323
"1499392",323
"200451",323
"29442",323
"312285",323
"2731680",322
"2785627",322
"2898441",322
"2932254",322
"2986927",322
"349221",322
"548",322
"1280948",321
"1906",321
"2584944",321
"2798804",321
"2937524",321
"2951988",321
"640205",321
"146923",320
"1701090",320
"2495645",320
"53374",320
"1277350",319
"2020486",319
"2161747",319
"2861284",319
"418223",319
"426114",319
"2602067",318
"277",318
"2980100",318
"872",318
"1017351",317
"1178482",317
"1618207",316
"285091",316
"61645",316
"636",316
"679663",316
"70775",316
"1678128",315
"2711328",315
"2885078",315
"2697043",314
"2722825",314
"2434",313
"2609254",313
"3017781",313
"3038924",313
"1353147",312
"1912215",312
"255984",312
"2600177",312
"2675099",312
"3002903",312
"706438",312
"1231000",311
"1679096",311
"1940",311
"2978474",311
"42906",311
"712411",311
"1288121",310
"1446467",310
"1603886",310
"256701",310
"3034025",310
"470934",310
"652787",310
"86185",310
"1442136",309
"145458",309
"2027860",309
"2929803",309
"35798",309
"1176257",308
"1985873",308
"2003188",308
"223182",308
"262324",308
"398049",308
"2759525",307
"2813727",307
"2975049",307
"3004129",307
"3022676",307
"3057114",307
"648999",307
"69218",307
"3033390",306
"43768",306
"472569",306
"497967",306
"208223",305
"2247",305
"2706126",305
"2796366",305
"2939414",305
"198618",304
"200450",304
"253239",304
"2996034",304
"3053904",304
"2583823",303
"34008",303
"79329",303
"218208",302
"2500533",302
"56957",302
"748197",302
"84110",302
"1198456",301
"2963939",301
"1389004",300
"2954084",300
"416273",300
"441209",300
"529",300
"875171",300
"1115757",299
"1505757",299
"2754725",299
"29571",299
"2994972",299
"3041098",299
"375489",299
"95300",299
"1297617",298
"204461",298
"225992",298
"2886046",298
"3021710",298
"463192",298
"136857",297
"171163",297
"1903409",297
"2718",297
"3028878",297
"1930274",296
"2259622",296
"2781021",296
"323450",296
"47878",296
"1710539",295
"2093857",295
"2785056",295
"2822760",295
"2979861",295
"333367",295
"959",295
"1434010",294
"169760",294
"2931974",294
"665914",294
"2175660",293
"2572921",293
"2835648",293
"292414",293
"129338",292
"1912216",292
"2282849",292
"2527971",292
"2862866",292
"304378",292
"1826864",291
"2590869",291
"2763540",291
"2782686",291
"2785785",291
"3017361",291
"575378",291
"1336740",290
"1704307",290
"2364647",290
"2781022",290
"33871",290
"61652",290
"244366",289
"2498848",289
"44251",289
"555573",289
"1148509",288
"1990687",288
"29570",288
"3019098",288
"3029053",288
"1301032",287
"1436290",287
"2772253",287
"2883126",287
"359110",287
"375286",287
"13769",286
"225422",286
"2709410",286
"2721245",286
"2731681",285
"2880651",285
"2986803",285
"1986146",284
"239935",284
"2782643",284
"2984842",284
"3032584",284
"1680",283
"2175621",283
"2714933",283
"1120045",282
"1214604",282
"2796470",282
"2986947",282
"37931",282
"44012",282
"524",282
"683042",282
"89053",282
"355249",281
"571",281
"204038",280
"274539",280
"862126",280
"2684212",279
"2714936",279
"29581",279
"403",279
"203263",278
"2795293",278
"1125966",277
"1134435",277
"1685",277
"1844971",277
"1930622",277
"2681547",277
"2742129",277
"1980001",276
"2044521",276
"2931977",276
"336203",276
"1648404",275
"2584940",275
"2747268",275
"2949629",275
"465541",275
"1765219",274
"2615203",274
"2944234",274
"348826",274
"1234841",273
"1334193",273
"1479019",273
"1537400",273
"2609258",273
"2931930",273
"431306",273
"186188",272
"227319",272
"2842355",272
"29542",272
"3051171",272
"553",272
"1188319",271
"1478019",271
"1803177",271
"232348",271
"189381",270
"2876190",270
"511062",270
"929813",270
"1379040",269
"1853130",269
"2775159",269
"368607",269
"794846",269
"2496867",268
"3033388",268
"3047875",268
"2035811",267
"2527976",267
"2735906",267
"2867236",267
"485898",267
"155925",266
"2979870",266
"38288",266
"2913412",265
"1931241",264
"2610902",264
"3031916",264
"33905",264
"85072",264
"2175149",263
"2364787",263
"2594459",263
"2976335",263
"3022791",263
"38284",263
"2138101",262
"2953881",262
"2057025",261
"244566",261
"271420",261
"2927876",261
"712528",261
"2175667",260
"2728023",260
"3058963",260
"454601",260
"2490858",259
"2884875",259
"392733",259
"45404",259
"470931",259
"556",259
"2015348",258
"2020311",258
"2855836",258
"3025671",258
"46677",258
"2350",257
"2587850",257
"2590785",257
"2703787",257
"321327",257
"53460",257
"551",257
"913107",257
"1190508",256
"1839801",256
"2527973",256
"2746321",256
"2762577",256
"53413",256
"638619",256
"930805",256
"1097",255
"1176721",255
"1580596",255
"1850526",255
"281093",255
"2855502",255
"47879",255
"2495582",254
"2608981",254
"2731552",254
"2745947",254
"2747817",254
"2871694",254
"53246",254
"1795874",253
"2599399",253
"2735870",253
"2795687",253
"2933779",253
"3051119",253
"1356852",252
"145357",252
"1679444",252
"187145",252
"1925550",252
"2761579",252
"2815360",252
"2878680",252
"2992441",252
"35799",252
"370324",252
"986106",252
"1007105",251
"1891279",251
"28151",251
"650",251
"2055893",250
"2108523",250
"224402",250
"2779361",250
"2823518",250
"2867264",250
"393662",250
"698828",250
"72276",250
"875328",250
"1420917",249
"1550024",249
"188786",249
"2598458",249
"2725558",249
"3034024",249
"1566351",248
"158327",248
"1902",248
"2528007",248
"2528019",248
"2895486",248
"3045157",248
"387341",248
"699041",248
"1870820",247
"2704465",247
"2866588",247
"2866592",247
"423351",247
"161879",246
"1689",246
"179637",246
"2745197",246
"2745199",246
"2831149",246
"2953747",246
"310575",246
"435905",246
"1134687",245
"1703338",245
"1853232",245
"216572",245
"2304594",245
"2675877",245
"2724121",245
"278153",245
"48074",245
"702115",245
"1649486",244
"1834519",244
"2054919",244
"2303528",244
"2726956",244
"328814",244
"539813",244
"1471761",243
"1525",243
"156976",243
"2518644",243
"271",243
"2730847",243
"2743",243
"2768834",243
"2842356",243
"388950",243
"181487",242
"2175664",242
"2529408",242
"3020907",242
"98671",242
"1155739",241
"1283291",241
"1385715",241
"1821625",241
"2527691",241
"2600320",241
"2750620",241
"2806252",241
"2867516",240
"1812935",239
"198620",239
"2094021",239
"2259620",239
"2806553",239
"2866573",239
"2994951",239
"3025666",239
"59505",239
"1080068",238
"1904944",238
"2493633",238
"712710",238
"132132",237
"1705310",237
"1936003",237
"2691417",237
"2874213",237
"42443",237
"42838",237
"657387",237
"1177",236
"1332080",236
"1485",236
"2320270",236
"256319",236
"2884220",236
"450367",236
"1532555",235
"252514",235
"2744520",235
"2822844",235
"556325",235
"1046043",234
"1203471",234
"2203219",234
"2745504",234
"437900",234
"169435",233
"2872311",233
"2876193",233
"3059080",233
"44930",233
"497726",233
"2341117",232
"2358",232
"2579977",232
"266809",232
"665913",232
"1619313",231
"2153485",231
"2793010",231
"2994661",231
"353800",231
"574987",231
"2662363",230
"2724122",230
"2741953",230
"447020",230
"68209",230
"1030",229
"2055160",229
"2560058",229
"2810562",229
"2979863",229
"911045",229
"1100",228
"19",228
"1985254",228
"2763056",228
"577",228
"84111",227
"1178516",226
"1769779",226
"2587846",226
"2726989",226
"437505",226
"45989",226
"614",226
"1385664",225
"146827",225
"1696072",225
"251699",225
"2527964",225
"60893",225
"85874",225
"106",224
"160808",224
"1758466",224
"1785161",224
"1903411",224
"2565368",224
"257438",224
"2590774",224
"648794",224
"69223",224
"84567",224
"1263550",223
"2185142",223
"2710596",223
"285107",223
"2956823",223
"714067",223
"747",223
"131110",222
"2520506",222
"2527994",222
"2722756",222
"2961570",222
"3027225",222
"425",222
"797277",222
"1160973",221
"2710758",221
"470932",221
"626119",221
"907",221
"1916",220
"214851",220
"2175674",220
"2371",220
"2558361",220
"306",220
"405",220
"1510841",219
"1736226",219
"2488819",219
"29489",219
"2954094",219
"2979868",219
"2986928",219
"482564",219
"492670",219
"936456",219
"1984801",218
"365617",218
"1379870",217
"199592",217
"2769486",217
"2867010",217
"2961571",217
"302406",217
"32062",217
"414771",217
"83986",217
"86265",217
"1573719",216
"169134",216
"2483033",216
"2601894",216
"2738883",216
"2749999",216
"2866381",216
"135619",215
"2682091",215
"28028",215
"2813778",215
"2866810",215
"463024",215
"1111069",214
"1653831",214
"183795",214
"1916917",214
"2173831",214
"2954092",214
"2976983",214
"1459637",212
"2175644",212
"2719588",212
"3068341",212
"3075620",212
"321846",212
"370405",212
"45462",212
"558537",212
"146939",211
"2175641",211
"2565554",211
"2742134",211
"2987533",211
"3067902",211
"53946",211
"154046",210
"1809410",210
"2895495",210
"45663",210
"1050174",209
"1076588",209
"1385663",209
"2866382",209
"2894755",209
"3070658",209
"3075619",209
"46679",209
"1182568",208
"1538553",208
"1628392",208
"1724",208
"204042",208
"2785909",208
"43674",208
"107",207
"1637837",207
"1776742",207
"2505979",207
"2507162",207
"2692233",207
"2983230",207
"43769",207
"1209493",206
"161899",206
"1898738",206
"2867025",206
"157779",205
"1765049",205
"1909299",205
"2666139",205
"644652",205
"876364",205
"1421430",204
"2758572",204
"2907159",204
"664426",204
"86173",204
"1052",203
"1873425",203
"1968839",203
"2505977",203
"2953753",203
"2996051",203
"3068314",203
"476157",203
"899",203
"927",203
"1516059",202
"1683",202
"1826872",202
"202907",202
"2579935",202
"2895522",202
"590",202
"2257",201
"2709394",201
"2816357",201
"3004095",201
"99807",201
"2072405",200
"2267833",200
"55779",200
"715179",200
"1457365",199
"2029983",199
"2562282",199
"2785908",199
"43765",199
"618",199
"83263",199
"114707",198
"120",198
"1265399",198
"2853257",198
"2953746",198
"324057",198
"418701",198
"61858",198
"651740",198
"69525",198
"1898733",197
"1920883",197
"2751170",197
"28025",197
"2980556",197
"321662",197
"371036",197
"48073",197
"539",197
"629",197
"1743",196
"1930593",196
"2072412",196
"2282475",196
"3015983",196
"321332",196
"658644",196
"981384",196
"1590041",195
"195250",195
"2292447",195
"2565559",195
"2778064",195
"28100",195
"2878678",195
"2899122",195
"37929",195
"47884",195
"161896",194
"2201",194
"2488665",194
"2654218",194
"2666025",194
"2871487",194
"29494",194
"1379910",193
"1664033",193
"2608982",193
"28231",193
"3074146",193
"69527",193
"1389005",192
"2587853",192
"2675216",192
"3020832",192
"162209",191
"35757",191
"1397108",190
"152053",190
"2678259",190
"2730848",190
"3034020",190
"3049799",190
"418719",190
"447471",190
"626932",190
"172042",189
"2724468",189
"2866626",189
"29510",189
"65551",189
"1891675",188
"2049589",188
"2079234",188
"2559073",188
"2724123",188
"2952228",188
"3056445",188
"502558",188
"204039",187
"218673",187
"2686360",187
"2738410",187
"2741301",187
"2910158",187
"2956832",187
"3029061",187
"1217908",186
"1573718",186
"1691904",186
"2163011",186
"2492438",186
"2500532",186
"2509456",186
"2650975",186
"2966453",186
"2995658",186
"421",186
"519081",186
"566",186
"63612",186
"712435",186
"121872",185
"1811807",185
"1842535",185
"1987723",185
"2698900",185
"2707299",185
"2946555",185
"3076685",185
"78258",185
"1265601",184
"12960",184
"135079",184
"1536772",184
"2201356",184
"2495430",184
"2781024",184
"2857077",184
"2883127",184
"2973088",184
"546",184
"1034015",183
"1434072",183
"154116",183
"1710541",183
"2718620",183
"2898151",183
"970",183
"1537274",182
"1740721",182
"2041036",182
"2073078",182
"2213015",182
"241368",182
"2714355",182
"2807626",182
"38308",182
"43663",182
"85336",182
"118126",181
"1788301",181
"1842536",181
"2048897",181
"2263",181
"2606626",181
"2804761",181
"2822410",181
"52227",181
"570267",181
"60847",181
"672",181
"1798806",180
"1842532",180
"1935",180
"2692235",180
"2867023",180
"2871095",180
"42353",180
"1678028",179
"1704499",179
"2749040",179
"2875539",179
"2894156",179
"517398",179
"588898",179
"1873524",178
"2482728",178
"2562582",178
"56956",178
"1699371",177
"1827469",177
"1932004",177
"2153354",177
"3031408",177
"406552",177
"44013",177
"565",177
"742013",177
"1082930",176
"1898042",176
"2610895",176
"2661630",176
"267212",176
"2758440",176
"2954096",176
"307580",176
"703",176
"1076926",175
"158627",175
"1646",175
"2078786",175
"2083206",175
"79604",175
"1211326",174
"1513468",174
"1549855",174
"1870819",174
"1884263",174
"252130",174
"252307",174
"2754044",174
"2870346",174
"2907205",174
"2909669",174
"1903276",173
"2782629",173
"2815936",173
"2946593",173
"496056",173
"515393",173
"54911",173
"1428684",172
"2842349",172
"3039160",172
"1162",171
"1249552",171
"158877",171
"1646377",171
"1778675",171
"1852381",171
"200452",171
"2144175",171
"2961896",171
"551996",171
"55211",171
"1173032",170
"1350",170
"1450",170
"1751046",170
"2303332",170
"2842354",170
"2931921",170
"2954086",170
"562959",170
"607712",170
"657",170
"1550728",169
"2563602",169
"2576756",169
"2794344",169
"38301",169
"45655",169
"81462",169
"1051",168
"1129704",168
"258",168
"2718875",168
"2906456",168
"2917832",168
"302484",168
"46355",168
"576131",168
"1748242",167
"2735795",167
"721785",167
"1049583",166
"1206777",166
"1422",166
"161895",166
"2895480",166
"2909339",166
"2950108",166
"33986",166
"407217",166
"984",166
"1536648",165
"2683591",165
"2728022",165
"2823875",165
"332411",165
"401471",165
"518898",165
"739141",165
"1499308",164
"1643824",164
"2487892",164
"2841064",164
"3051120",164
"41202",164
"73029",164
"1132836",163
"157",163
"1717",163
"222819",163
"2725288",163
"2735316",163
"2933562",163
"416213",163
"428712",163
"46680",163
"55209",163
"579",163
"592316",163
"66269",163
"67260",163
"173559",162
"2036",162
"2293862",162
"2680004",162
"2922394",162
"2954091",162
"300019",162
"57495",162
"61592",162
"920",162
"116718",161
"137584",161
"1604004",161
"2070348",161
"2784880",161
"2878545",161
"3046382",161
"3062685",161
"316277",161
"394733",161
"865757",161
"121871",160
"1336806",160
"2305221",160
"2923366",160
"2950604",160
"2956824",160
"2956836",160
"2964670",160
"129817",159
"1874317",159
"1914861",159
"194197",159
"2528020",159
"2908839",159
"2956834",159
"453162",159
"1124597",158
"1398",158
"1506334",158
"1536773",158
"1689834",158
"1881022",158
"2047",158
"2716226",158
"2830993",158
"2903900",158
"299308",158
"354349",158
"430914",158
"1548602",157
"1844006",157
"2259595",157
"36746",157
"576610",157
"585455",157
"122355",156
"219572",156
"2782609",156
"2860286",156
"2895493",156
"2970818",156
"2986280",156
"38290",156
"38313",156
"90627",156
"93378",156
"1003114",155
"1109412",155
"1301",155
"1306526",155
"1406",155
"1809",155
"2072407",155
"221352",155
"2735563",155
"2745482",155
"2850559",155
"2919578",155
"3023076",155
"496057",155
"50741",155
"55212",155
"655307",155
"85",155
"1008152",154
"1172565",154
"1219",154
"1239307",154
"1380432",154
"1561005",154
"2020313",154
"2901380",154
"3034675",154
"3058903",154
"486398",154
"1528099",153
"2026255",153
"203557",153
"2545455",153
"395598",153
"1178515",152
"2377",152
"2956833",152
"2961994",152
"37637",152
"58180",152
"1056",151
"180957",151
"1851514",151
"2175639",151
"233100",151
"2571030",151
"2609415",151
"265175",151
"269261",151
"2743772",151
"2756133",151
"2810563",151
"3046383",151
"661191",151
"1126",150
"1751150",150
"1921087",150
"2047767",150
"3047873",150
"595468",150
"155894",149
"1649480",149
"1805933",149
"220684",149
"2781023",149
"2842346",149
"489632",149
"76890",149
"1344094",148
"1444770",148
"1664069",148
"1880678",148
"2026",148
"2785907",148
"2058624",147
"2219225",147
"245876",147
"2502979",147
"2678261",147
"2714940",147
"2861281",147
"2879621",147
"301375",147
"3041497",147
"33907",147
"367298",147
"512763",147
"60137",147
"93681",147
"1175445",146
"1287736",146
"1796620",146
"2072642",146
"2664893",146
"2739061",146
"2861765",146
"3050898",146
"44577",146
"446",146
"670",146
"1137095",145
"221341",145
"2426",145
"2895494",145
"2906443",145
"395922",145
"676",145
"1986204",144
"2005046",144
"2714353",144
"2906798",144
"2971798",144
"542",144
"712116",144
"898",144
"1193713",143
"1448929",143
"1510225",143
"2603598",143
"2895473",143
"40545",143
"102134",142
"1612551",142
"1981174",142
"2058625",142
"2217867",142
"3062598",142
"33074",142
"456327",142
"47917",142
"54006",142
"84565",142
"995",142
"1280380",141
"2175673",141
"2897177",141
"304207",141
"3059030",141
"33943",141
"42239",141
"1073996",140
"120961",140
"1579316",140
"1609967",140
"1653176",140
"171404",140
"1921421",140
"225971",140
"2494702",140
"2592814",140
"2745510",140
"2920387",140
"3048535",140
"33007",140
"9",140
"985",140
"2072406",139
"2252",139
"2703885",139
"2714358",139
"2762320",139
"2917990",139
"2929493",139
"3035454",139
"3047030",139
"33958",139
"563",139
"61646",139
"67825",139
"915099",139
"131111",138
"137545",138
"2580515",138
"271865",138
"2795031",138
"2855441",138
"2978683",138
"3039400",138
"1536774",137
"155077",137
"1639133",137
"2011015",137
"2750929",137
"2871826",137
"487",137
"631220",137
"1082704",136
"1389192",136
"2045451",136
"2249",136
"2692134",136
"2714932",136
"2774460",136
"2801033",136
"2817025",136
"2993563",136
"57320",136
"1280",135
"1458307",135
"1911573",135
"2201271",135
"28026",135
"2906062",135
"2936507",135
"44260",135
"58169",135
"84996",135
"1678129",134
"1853278",134
"2094151",134
"2594455",134
"2709403",134
"2714951",134
"2745519",134
"2785911",134
"2956798",134
"37448",134
"1076550",133
"1510570",133
"1879049",133
"1942",133
"1965282",133
"2025658",133
"2594457",133
"2975482",133
"3036945",133
"626937",133
"1411316",132
"2059875",132
"2714594",132
"2883106",132
"2971912",132
"47877",132
"68043",132
"833",132
"1705",131
"1908198",131
"253",131
"254758",131
"2841662",131
"2944933",131
"29573",131
"42817",131
"51288",131
"561",131
"59932",131
"1648923",130
"1686",130
"2420135",130
"2698458",130
"271065",130
"2732163",130
"3036302",130
"394935",130
"67376",130
"1397264",129
"146826",129
"1471400",129
"1610576",129
"2751171",129
"2809020",129
"2954093",129
"2979862",129
"2993314",129
"3039851",129
"847",129
"1538644",128
"2881377",128
"2966552",128
"3020900",128
"367825",128
"400092",128
"520",128
"712157",128
"1379909",127
"1526571",127
"1628086",127
"2545798",127
"2852117",127
"285473",127
"2983222",127
"66228",127
"1163710",126
"135622",126
"1462996",126
"179",126
"1945512",126
"213115",126
"2782176",126
"391613",126
"48076",126
"938406",126
"100716",125
"1033922",125
"1681",125
"1866325",125
"1917421",125
"220697",125
"2678257",125
"2903536",125
"43658",125
"535744",125
"129985",124
"1642646",124
"208962",124
"210",124
"2219057",124
"2490452",124
"2614538",124
"2789740",124
"495",124
"1089444",123
"1174501",123
"1649877",123
"174633",123
"1814290",123
"1862358",123
"258224",123
"2599305",123
"2789424",123
"2954079",123
"3074898",123
"438",123
"67780",123
"1096868",122
"1420916",122
"160799",122
"2051",122
"2565926",122
"258255",122
"260552",122
"2730360",122
"2812647",122
"2872648",122
"2952525",122
"2992143",122
"3070682",122
"571256",122
"1179675",121
"168384",121
"254250",121
"2879116",121
"3074378",121
"363852",121
"485880",121
"971",121
"1397703",120
"1589",120
"1761012",120
"2798577",120
"2867014",120
"2995161",120
"3020899",120
"3062782",120
"349971",120
"53407",120
"76761",120
"1415568",119
"1475485",119
"1619311",119
"1870862",119
"1906272",119
"267363",119
"3045816",119
"3065396",119
"33987",119
"99598",119
"1372",118
"1445505",118
"1477518",118
"163011",118
"2774459",118
"2812000",118
"2919913",118
"2968968",118
"2986281",118
"32207",118
"338565",118
"767892",118
"1092",117
"1349409",117
"1852377",117
"188932",117
"2740515",117
"2895491",117
"518753",117
"98228",117
"1069494",116
"126734",116
"2490851",116
"2594913",116
"2694930",116
"2774461",116
"2983220",116
"55213",116
"81028",116
"84999",116
"1033997",115
"1473112",115
"1532905",115
"1750598",115
"2005464",115
"2175091",115
"2713573",115
"2779445",115
"76853",115
"79880",115
"171",114
"2175632",114
"254247",114
"2705547",114
"2886352",114
"475088",114
"622681",114
"1584",113
"1615494",113
"1778540",113
"2109593",113
"2596890",113
"2883512",113
"29347",113
"2983214",113
"3031919",113
"3039392",113
"430522",113
"525917",113
"838",113
"933080",113
"1591409",112
"2499157",112
"2745518",112
"2750995",112
"2929798",112
"355243",112
"37482",112
"575",112
"651666",112
"658630",112
"95641",112
"1272",111
"158841",111
"1718",111
"1874277",111
"2183582",111
"2508306",111
"2810514",111
"2834768",111
"2870860",111
"3057115",111
"340146",111
"101564",110
"107637",110
"1706369",110
"1752064",110
"2052056",110
"2175635",110
"2213202",110
"2735317",110
"881260",110
"930",110
"1930071",109
"2103230",109
"215743",109
"2830990",109
"2867024",109
"47886",109
"1470434",108
"1481672",108
"1613",108
"186826",108
"1921086",108
"196013",108
"2578106",108
"2815358",108
"2837969",108
"2851642",108
"2864102",108
"586",108
"95619",108
"1333845",107
"1408191",107
"1423",107
"1777867",107
"1851148",107
"2306165",107
"254246",107
"2681984",107
"336820",107
"61648",107
"656",107
"1125",106
"1259973",106
"1279",106
"1563479",106
"182337",106
"2081702",106
"2560057",106
"2780922",106
"2973072",106
"3070677",106
"379893",106
"905",106
"993689",106
"1504981",105
"2008793",105
"2810347",105
"2916755",105
"34090",105
"470",105
"485870",105
"1050638",104
"155978",104
"1611770",104
"1646340",104
"1987356",104
"2026240",104
"2296",104
"2483360",104
"2559597",104
"2684113",104
"2764720",104
"2813780",104
"2878542",104
"2912855",104
"3073561",104
"445",104
"550984",104
"678932",104
"78543",104
"1265445",103
"1408",103
"1481665",103
"1525371",103
"1573712",103
"2866807",103
"2867013",103
"2934340",103
"2983606",103
"3025669",103
"307249",103
"375288",103
"459526",103
"69541",103
"81682",103
"84642",103
"164759",102
"1871047",102
"206662",102
"2587861",102
"2870750",102
"2904129",102
"2997335",102
"931531",102
"986",102
"1236179",101
"1389223",101
"1612552",101
"2483402",101
"2569540",101
"2729423",101
"2879622",101
"2895476",101
"2980108",101
"3070680",101
"332999",101
"397865",101
"92942",101
"1118963",100
"1159327",100
"1184",100
"1282863",100
"146825",100
"158823",100
"158892",100
"1697",100
"1737446",100
"1909699",100
"232346",100
"2547598",100
"2590776",100
"2592345",100
"28108",100
"2980557",100
"35703",100
"452",100
"554344",100
"588067",100
"1158459",99
"133539",99
"1338368",99
"1564",99
"160386",99
"1616788",99
"1785145",99
"192421",99
"2175622",99
"3024245",99
"396015",99
"520734",99
"53419",99
"1038856",98
"1229",98
"1249553",98
"138074",98
"2268026",98
"2795973",98
"2895490",98
"2911172",98
"2983229",98
"446679",98
"505",98
"818",98
"88190",98
"999183",98
"131318",97
"1436085",97
"186803",97
"2766984",97
"2983212",97
"301301",97
"89153",97
"1536771",96
"1763998",96
"178899",96
"1954172",96
"2080757",96
"269673",96
"28112",96
"2911367",96
"45065",96
"552",96
"67824",96
"69221",96
"1295327",95
"1405",95
"161154",95
"1930",95
"1974213",95
"2801844",95
"2814292",95
"2934937",95
"3020906",95
"323449",95
"473531",95
"54298",95
"641",95
"682956",95
"75612",95
"1173101",94
"1349410",94
"1467",94
"1491",94
"1569",94
"1778678",94
"2508307",94
"2739434",94
"2866279",94
"2895471",94
"2962597",94
"59753",94
"76335",94
"1232428",93
"1442551",93
"160825",93
"2086584",93
"2291597",93
"2605730",93
"2725560",93
"2895286",93
"2911176",93
"3022697",93
"3028622",93
"3041264",93
"502",93
"92490",93
"96472",93
"1232427",92
"189425",92
"2338073",92
"252966",92
"2587856",92
"2733484",92
"2774873",92
"2829502",92
"412384",92
"702967",92
"773",92
"1442555",91
"1903410",91
"2512235",91
"259",91
"2744519",91
"28264",91
"2855434",91
"2891570",91
"296745",91
"3003261",91
"323284",91
"447237",91
"49338",91
"61434",91
"82995",91
"1636423",90
"169480",90
"2789425",90
"2854186",90
"2900738",90
"3028807",90
"3069118",90
"75787",90
"88058",90
"1075398",89
"146786",89
"1671721",89
"1882918",89
"1963025",89
"2172098",89
"2211212",89
"2675298",89
"283686",89
"2879620",89
"2907534",89
"291990",89
"2961531",89
"301",89
"38303",89
"511745",89
"551989",89
"81408",89
"85683",89
"104102",88
"1399",88
"1451",88
"1535304",88
"1639108",88
"2335",88
"2676309",88
"2697033",88
"2778058",88
"2854257",88
"2893469",88
"2974039",88
"2986924",88
"487173",88
"666",88
"1173586",87
"1571",87
"1712516",87
"2047966",87
"2052956",87
"2161677",87
"260364",87
"2662448",87
"2742796",87
"2878915",87
"2895352",87
"2961941",87
"817",87
"133549",86
"1400866",86
"166309",86
"1936021",86
"2938232",86
"3029399",86
"35787",86
"554",86
"82977",86
"916",86
"1442554",85
"1689272",85
"1855380",85
"1871034",85
"2056231",85
"2479392",85
"2496028",85
"2576904",85
"2609808",85
"2653858",85
"2782013",85
"2986424",85
"3019932",85
"3044166",85
"3070676",85
"36739",85
"376490",85
"485447",85
"664683",85
"76759",85
"118323",84
"1188228",84
"139438",84
"146474",84
"1478",84
"1815583",84
"2026193",84
"2082587",84
"2126553",84
"2494701",84
"2684405",84
"2875962",84
"34062",84
"44250",84
"55079",84
"641148",84
"108007",83
"1218177",83
"1428",83
"1979344",83
"2220073",83
"2291",83
"2420306",83
"2594462",83
"2684406",83
"2758724",83
"2871174",83
"2979332",83
"569",83
"713030",83
"1725232",82
"1761794",82
"1818004",82
"1855377",82
"266009",82
"2707005",82
"2759736",82
"2762318",82
"2792013",82
"2810516",82
"2982533",82
"37734",82
"85020",82
"890",82
"1102",81
"1134405",81
"120652",81
"1702043",81
"1702221",81
"1898684",81
"2033032",81
"2294119",81
"2614693",81
"2662033",81
"2830999",81
"2839024",81
"2914041",81
"475",81
"61435",81
"777",81
"82976",81
"930972",81
"1055101",80
"1234143",80
"141451",80
"150829",80
"1719",80
"1765964",80
"191412",80
"2259638",80
"2487074",80
"2494548",80
"2745511",80
"279826",80
"2834406",80
"40214",80
"438033",80
"483937",80
"536441",80
"75588",80
"933262",80
"111769",79
