"","SRR14320323","SRR14320322","SRR14320321"
"1471399",4,13,8
"150247",6,13,7
"152267",13,9,2
"1579506",9,13,4
"1594731",9,13,9
"1609559",4,13,7
"1623281",13,10,7
"1623295",13,10,4
"1623306",13,10,12
"1629",6,8,13
"1633",13,13,8
"1720083",10,13,13
"1749074",11,9,13
"1758189",11,13,13
"188711",7,13,2
"191411",13,11,6
"1940621",13,7,7
"194195",10,13,10
"195248",6,13,5
"1964448",5,13,8
"2003316",11,13,12
"2005262",12,8,13
"2021971",11,13,7
"2113",7,13,11
"214",8,13,7
"2203724",12,13,13
"2215",8,5,13
"2277",13,5,13
"227942",11,10,13
"2283483",3,11,13
"229545",1,2,13
"235888",13,13,6
"2419773",5,13,5
"2419841",12,13,13
"251535",10,11,13
"2561898",13,9,13
"2675784",10,13,5
"2675796",10,13,11
"2686014",8,13,7
"2695882",9,13,8
"2715232",9,13,13
"2732594",13,5,5
"2734194",11,13,7
"2745558",13,8,12
"2770636",13,11,11
"2796146",13,10,8
"285530",6,13,1
"2866211",10,13,10
"2878390",8,13,9
"2885981",4,13,2
"2903099",2,13,8
"2929490",13,13,10
"293371",11,13,10
"293388",13,6,3
"29461",7,13,7
"2983232",12,13,11
"2985324",13,7,6
"2992805",6,5,13
"3003229",11,13,4
"3048188",8,13,10
"3050137",10,13,2
"3052090",13,7,6
"3059082",11,13,7
"310037",10,13,3
"31899",4,7,13
"33037",8,13,8
"33045",12,13,11
"387092",13,13,7
"39778",13,10,5
"413888",10,13,12
"41675",9,13,8
"43990",3,7,13
"447199",10,9,13
"46354",10,7,13
"498741",1,13,1
"53433",12,13,0
"54248",13,13,1
"558016",4,9,13
"58050",13,11,11
"582419",4,13,7
"58290",10,13,12
"59195",8,13,7
"596095",5,12,13
"634113",10,13,13
"67575",12,13,8
"70255",11,8,13
"716",7,13,3
"71997",13,13,10
"74706",8,11,13
"754",8,13,11
"759620",13,8,9
"762",13,11,5
"783",9,5,13
"81459",10,13,8
"860",7,8,13
"929509",4,13,2
"93929",9,13,7
"944547",13,9,13
"946435",11,13,6
"1008460",8,12,4
"104955",9,11,12
"108080",10,11,12
"1116375",12,5,2
"114528",12,12,8
"1179669",8,12,1
"1186051",12,8,7
"119394",12,11,11
"1195073",12,6,4
"1244",12,12,11
"1294262",11,12,9
"1500960",8,8,12
"1524882",11,7,12
"1564681",5,12,3
"1623284",12,8,3
"164393",8,12,9
"1647",12,12,11
"1674923",11,12,12
"1712654",11,9,12
"172049",10,12,12
"1812115",12,11,8
"1814128",12,10,7
"1884916",6,12,9
"191301",12,3,2
"1980674",12,10,4
"1982562",6,12,1
"1982898",12,11,7
"1993630",12,3,9
"2025351",12,10,12
"2039639",12,7,3
"2044912",5,10,12
"2107999",12,6,5
"222136",12,6,8
"2249302",6,12,8
"2320140",8,9,12
"236",8,8,12
"2490939",12,6,7
"2560359",6,12,6
"2560489",7,12,2
"2560628",4,4,12
"2598861",12,7,10
"267",8,12,5
"2675773",2,12,7
"2675778",8,12,11
"2709304",10,6,12
"2734268",9,12,4
"2738852",12,9,7
"2747372",1,0,12
"2759660",10,12,5
"2767885",7,12,8
"2778055",12,6,8
"2795691",7,12,6
"2810348",9,5,12
"2823904",9,12,3
"28321",4,12,4
"2842201",11,10,12
"2846436",2,12,7
"2913495",9,7,12
"2929488",5,12,5
"2929515",12,5,4
"2931039",5,12,2
"2940300",11,12,6
"2946815",12,4,8
"2948610",12,5,3
"2948963",12,7,3
"2955990",9,12,12
"2980498",1,12,1
"2984146",12,4,9
"299568",12,8,8
"3048172",2,4,12
"3050138",9,10,12
"3059081",12,10,3
"31741",10,9,12
"35773",9,12,10
"35817",11,10,12
"370623",5,12,3
"391290",12,11,9
"400060",7,12,4
"404582",12,9,11
"408956",2,12,2
"419257",10,12,6
"447032",12,2,5
"45498",5,7,12
"455364",9,12,8
"46239",8,12,12
"484",12,8,7
"487686",9,12,8
"556259",11,10,12
"56193",12,12,12
"583357",11,6,12
"59748",6,4,12
"657323",12,4,4
"683846",10,12,8
"768",12,8,8
"83554",7,12,5
"83555",5,12,4
"84156",8,7,12
"86331",6,12,4
"86660",12,9,7
"951",11,12,8
"10702",11,11,10
"1111760",9,11,11
"114883",10,11,5
"1234606",6,11,3
"12914",5,11,9
"1292359",11,11,5
"135569",8,10,11
"1377",11,7,4
"138853",3,9,11
"142649",11,6,9
"143",7,9,11
"145262",11,8,10
"1476",11,4,8
"1516159",5,11,3
"1550241",11,7,4
"1577791",8,11,8
"1623278",3,11,0
"1623292",11,6,3
"1647476",11,10,6
"1720344",11,7,4
"1750535",11,10,2
"1779134",11,4,1
"1805459",2,6,11
"1812111",11,8,11
"1857843",3,11,10
"1869285",11,8,3
"1886670",9,11,9
"188710",11,7,1
"1888195",11,11,9
"1930764",10,11,4
"1945657",4,4,11
"1963360",2,11,1
"1982153",7,11,1
"1982368",11,0,1
"1982879",3,11,1
"2037915",8,11,0
"2134",3,11,9
"2149",10,11,8
"2172",11,11,10
"225148",8,11,5
"2276",8,8,11
"233181",7,10,11
"246273",6,11,7
"2482769",11,9,5
"2517899",11,10,5
"2560484",11,4,3
"2560847",1,4,11
"2579791",10,11,6
"2588449",6,11,10
"2613334",9,11,5
"2614801",11,9,4
"261963",9,11,3
"2664091",11,8,4
"2675777",11,7,2
"2681309",11,10,5
"2714036",7,11,10
"2734280",3,11,4
"2749961",3,7,11
"2749962",5,7,11
"2770776",5,6,11
"2778065",11,5,6
"2787706",4,6,11
"2815361",7,11,0
"2818469",6,11,11
"2831894",9,11,4
"2834276",10,5,11
"2843732",11,5,6
"288",4,11,0
"2911526",9,11,5
"2929509",11,9,4
"29389",11,11,2
"2940489",11,6,4
"2948788",7,11,2
"2948789",10,11,6
"2954081",11,5,5
"2955597",7,11,4
"2956123",8,11,3
"2956353",11,11,9
"2956394",0,11,4
"2983842",6,8,11
"2991940",11,9,8
"3024576",7,11,7
"3027470",11,11,5
"3033391",9,11,3
"3048239",0,9,11
"3049086",11,11,8
"3050252",10,11,8
"3050336",11,8,1
"3056835",11,2,1
"33932",5,7,11
"33964",4,8,11
"392332",11,10,4
"413889",4,11,11
"428411",3,7,11
"45361",5,10,11
"470150",11,9,10
"47251",8,11,4
"488546",8,11,10
"52764",11,11,10
"54254",8,11,10
"550542",6,11,4
"595671",11,10,4
"59754",9,11,7
"62088",7,11,10
"664662",6,8,11
"68892",10,11,2
"766224",11,11,11
"770",11,11,4
"893",5,11,5
"949",9,9,11
"97393",3,4,11
"10683",4,7,10
"116759",6,6,10
"1300",6,10,7
"1302411",10,9,9
"1316444",6,10,2
"135742",10,7,2
"1375",10,8,2
"137779",8,8,10
"157268",10,9,10
"157339",4,10,5
"159191",10,10,4
"1614",10,8,8
"1623288",8,7,10
"1636720",8,6,10
"1806891",2,10,6
"1839785",6,10,7
"1843490",10,9,7
"1848399",4,8,10
"1858563",8,10,6
"1884634",5,10,3
"1921565",7,6,10
"1921582",9,10,1
"1971488",3,10,6
"1982152",10,7,1
"1982357",3,10,2
"1982358",10,9,6
"1982747",10,1,9
"1982751",10,5,6
"2015864",10,2,1
"2015871",10,2,0
"2024974",10,7,2
"203492",10,6,1
"2036037",10,8,6
"204456",7,10,2
"2066024",9,10,4
"2104",10,9,2
"212663",10,10,4
"212790",5,10,6
"2202",6,10,5
"225999",8,8,10
"2289",10,6,4
"2319",10,7,10
"2330",10,2,4
"234831",5,10,4
"2487928",7,10,5
"254245",7,10,6
"2560332",10,3,2
"2560485",10,10,10
"2560848",4,10,5
"2563668",3,2,10
"2583989",10,8,8
"2588937",3,10,4
"2652803",10,4,6
"265570",9,10,6
"2661583",6,4,10
"2663241",10,10,4
"2675707",10,8,4
"2675779",10,7,9
"2675786",4,9,10
"2686378",3,3,10
"2726117",7,5,10
"2733195",1,10,3
"2734196",4,10,8
"2735723",8,10,9
"2748316",7,10,10
"2749809",8,10,2
"2778057",6,10,10
"2801918",6,9,10
"2803850",10,6,5
"2805750",10,6,9
"2819619",5,1,10
"2831892",4,3,10
"2832315",2,10,4
"2841264",8,10,8
"2844671",9,10,2
"2846395",7,10,6
"2866199",4,8,10
"2866200",6,10,8
"2885951",2,10,3
"2927284",10,9,5
"2928154",7,9,10
"292833",10,5,5
"2951085",10,10,4
"2955339",3,10,0
"2955340",10,4,2
"2955755",6,10,2
"2955942",2,10,3
"2956122",4,10,10
"2956210",7,10,0
"2993618",0,6,10
"3003392",9,10,8
"3019889",2,10,8
"3026968",10,5,2
"3031999",10,7,4
"3050282",10,5,2
"3050295",6,7,10
"3050383",10,0,4
"3058374",10,8,7
"33989",5,6,10
"342409",1,10,6
"347202",10,4,3
"515256",10,8,7
"563177",8,10,10
"56811",10,3,7
"60519",10,8,5
"632",7,7,10
"65123",3,10,5
"671211",6,10,8
"683292",9,10,6
"691963",6,10,3
"69655",5,10,7
"710648",3,1,10
"712150",9,10,9
"739",10,9,4
"74700",8,10,8
"74969",8,8,10
"781",9,10,8
"868",6,10,2
"981330",7,10,8
"985052",10,7,9
"100177",8,5,9
"104204",9,2,3
"104628",9,6,9
"111770",9,5,4
"1138822",8,9,8
"1145276",6,9,4
"114627",2,9,0
"1156431",3,9,6
"1188795",7,9,9
"1279082",5,9,7
"1329899",9,7,6
"1364",6,7,9
"141391",8,8,9
"150055",3,7,9
"1532350",9,8,9
"1545835",2,3,9
"1573458",9,2,4
"1598147",8,6,9
"1643512",2,9,3
"164452",5,9,4
"1761895",5,9,3
"1825069",9,5,9
"1849031",9,4,2
"1869339",9,6,6
"1871109",9,9,4
"1982076",3,4,9
"1982102",5,9,4
"1982369",9,8,1
"1982900",9,6,5
"2014347",9,2,1
"2060617",9,8,6
"2129",6,9,4
"2206",9,8,1
"224467",5,9,2
"227979",1,9,2
"2283",7,9,8
"2485784",9,6,5
"2518322",9,5,3
"2560506",4,9,8
"2560588",7,9,4
"2594494",4,3,9
"2599847",7,9,4
"2601122",2,5,9
"2601668",5,9,4
"2656761",6,9,5
"2666127",7,9,6
"2675726",6,9,7
"2682455",9,7,6
"2682456",9,9,3
"2686210",6,9,6
"2708348",6,7,9
"2732590",9,0,5
"2733169",5,9,4
"2733334",2,1,9
"2734236",6,9,8
"2734266",4,9,3
"2738399",9,9,6
"2761623",6,9,6
"2767879",6,8,9
"2792859",1,9,2
"2796140",2,6,9
"2822847",9,5,4
"2837506",5,9,2
"2843721",9,1,3
"2851540",6,9,5
"2898580",6,2,9
"2905879",7,9,9
"2929512",8,9,6
"2929514",9,6,5
"2942997",6,3,9
"2955329",9,8,4
"2955349",5,9,8
"2955700",9,0,1
"2955912",9,4,2
"2956386",7,9,5
"2956470",8,9,4
"2956577",1,9,0
"3015165",9,7,3
"3026425",9,3,8
"3050243",5,9,6
"3050258",9,1,3
"3050348",3,9,3
"3052209",3,4,9
"3074101",8,9,3
"323273",9,5,4
"333965",6,9,3
"33994",9,9,6
"401619",9,6,8
"40222",9,6,5
"415001",1,9,1
"47835",9,4,8
"51668",1,9,3
"595605",5,2,9
"621376",6,9,6
"630749",9,5,3
"691437",9,4,4
"712310",3,8,9
"720",3,9,7
"76887",8,9,9
"786",9,6,3
"81852",7,9,4
"83191",3,4,9
"85991",6,9,9
"88916",9,9,6
"994695",8,7,9
"10279",5,8,4
"10454",7,4,8
"10508",5,4,8
"1085647",7,8,6
"1096856",8,8,4
"1100891",8,8,7
"1101",8,3,3
"1131315",7,4,8
"114185",2,8,2
"114880",0,8,4
"120577",7,8,3
"120682",2,8,2
"1274351",5,8,2
"1343",3,2,8
"1414742",8,1,3
"142",4,7,8
"1473",4,8,8
"1498228",7,7,8
"150340",7,8,3
"1505596",4,8,5
"1633874",7,8,5
"1636603",7,8,6
"1697349",1,1,8
"171632",6,3,8
"1737405",7,8,1
"1750719",7,4,8
"1755682",5,8,3
"1920107",8,8,2
"1920749",6,7,8
"1925021",7,3,8
"1932881",8,8,4
"1967783",2,8,3
"1972867",4,6,8
"1980944",2,8,0
"1982899",8,8,7
"1983734",5,5,8
"1983736",7,8,3
"2005473",8,8,7
"201500",1,8,3
"212",2,6,8
"2161821",8,2,1
"2169812",8,3,1
"2170745",0,8,5
"223919",5,8,5
"225842",8,6,5
"2265",8,5,4
"2267655",0,8,2
"2282148",6,8,5
"230666",5,8,4
"238800",3,8,4
"246861",2,3,8
"2483794",8,6,1
"251542",5,8,8
"2528203",4,8,1
"2560509",7,8,4
"2563664",5,8,4
"2565531",7,8,3
"2590021",1,7,8
"2591216",7,8,3
"2591217",5,8,1
"2609418",8,6,4
"2663020",2,5,8
"2675783",3,8,5
"2675791",7,7,8
"2675794",4,3,8
"267888",2,8,5
"267890",7,8,1
"269258",4,8,8
"2692624",8,2,3
"2697371",2,4,8
"2725619",3,8,2
"2725684",2,1,8
"2733154",4,8,4
"2734215",6,8,2
"2734221",2,2,8
"2734245",8,4,6
"2743404",1,8,3
"2747",8,5,6
"2751176",1,8,4
"2767353",3,8,3
"2778051",7,7,8
"2778916",8,5,3
"2785630",8,5,4
"2799680",8,6,7
"2802577",8,5,5
"2831896",4,3,8
"2839759",8,4,2
"2843366",8,8,6
"2843793",8,5,4
"2845253",7,8,4
"2845589",6,8,4
"2845590",8,2,2
"2845591",8,6,4
"2846047",1,8,1
"2846392",3,7,8
"2848886",4,8,1
"2849641",8,6,5
"2856180",4,8,6
"288021",4,8,3
"2886375",5,4,8
"28874",2,8,3
"2926099",8,4,1
"2933293",7,8,8
"2937909",8,6,8
"2942452",3,8,2
"2943016",2,3,8
"29433",5,8,5
"2946170",8,0,2
"2946813",8,4,2
"2948781",7,8,6
"2948855",8,6,4
"2948912",1,8,1
"2948917",5,8,3
"2953980",5,8,2
"2955338",6,4,8
"2955347",7,8,2
"2955364",8,5,4
"2955888",8,4,5
"2956025",2,8,6
"2956084",6,8,1
"2956689",2,8,0
"298656",5,8,5
"2992843",8,8,6
"3004096",7,8,4
"3047352",8,1,1
"3047866",7,8,2
"3049084",6,8,8
"3050256",8,7,4
"3050261",4,8,4
"3050277",8,7,5
"3050292",8,2,2
"305899",8,8,6
"319426",8,4,4
"332157",3,8,1
"345198",0,1,8
"400947",8,6,1
"401469",8,5,5
"401562",5,2,8
"458197",8,5,4
"478807",2,4,8
"498846",5,8,3
"50339",8,1,3
"52258",3,8,1
"548913",8,6,1
"548914",8,4,6
"558314",8,3,0
"56146",4,7,8
"57037",7,6,8
"64898",4,6,8
"653940",3,8,8
"657445",8,5,7
"69657",8,7,3
"72273",7,8,2
"76860",8,5,7
"787",1,7,8
"83556",4,8,6
"83558",7,8,3
"10258",7,4,2
"10288",7,2,4
"10375",1,5,7
"10497",7,7,3
"1085644",5,7,7
"1089120",7,1,3
"109232",5,2,7
"1128151",2,6,7
"1162633",7,7,7
"1179664",1,6,7
"1184396",7,5,1
"118969",7,3,3
"1193515",4,2,7
"1204525",5,7,2
"122866",7,1,2
"126738",2,7,1
"1406512",7,6,6
"1457153",1,6,7
"1462",7,7,0
"1471398",2,7,0
"1495331",6,5,7
"160",7,3,1
"1638161",7,6,6
"1647470",7,1,1
"1690818",6,7,1
"1703972",7,7,3
"1706375",5,7,3
"1720323",3,7,0
"1778264",2,6,7
"1826170",3,7,7
"182709",5,7,4
"1835724",6,4,7
"1845000",4,7,7
"1853230",1,7,3
"1868794",7,4,6
"1898474",1,2,7
"1903416",7,7,2
"191291",6,7,6
"1921713",7,2,2
"1930546",7,7,0
"197614",5,5,7
"1977566",1,3,7
"1980936",6,7,3
"1982901",7,0,0
"2003370",6,7,5
"2049890",3,7,2
"2058133",7,5,2
"2079134",5,7,1
"2083214",0,7,5
"2177",5,6,7
"2216012",7,4,3
"2419",2,7,1
"2479547",3,7,4
"2560487",7,0,1
"2560495",7,1,0
"2565781",3,7,6
"257816",7,0,1
"2591118",5,3,7
"2601646",4,7,6
"2608867",3,7,4
"2656546",3,7,2
"2675780",5,7,6
"2675781",5,6,7
"2675782",5,6,7
"2675797",7,6,3
"2681469",7,6,5
"2704413",4,7,4
"2731207",1,7,0
"2733162",3,7,7
"2733171",1,3,7
"2733196",7,3,3
"2734152",7,5,7
"2734190",6,7,6
"2734218",2,4,7
"2734229",7,7,3
"2734240",5,7,5
"2734243",1,1,7
"2734274",7,4,6
"2734276",7,5,0
"2740427",4,4,7
"2768133",3,7,4
"2778067",7,4,2
"2778068",4,7,7
"2785531",0,0,7
"2792979",7,5,3
"2800128",5,4,7
"2806008",4,7,6
"2813777",7,3,4
"2816912",1,1,7
"2821409",7,4,6
"2831895",7,5,6
"2836007",3,7,6
"2842888",7,6,3
"2843318",7,4,7
"2843352",2,2,7
"2846404",0,7,0
"2847299",7,7,3
"2867247",7,3,4
"2887345",3,7,6
"2895470",5,4,7
"2916633",7,2,7
"2929157",5,4,7
"293389",7,1,0
"2942480",2,7,4
"2942894",2,7,2
"2948791",1,7,5
"2948936",4,7,5
"2955318",7,5,0
"2955344",1,7,5
"2955351",7,4,2
"2955567",7,5,4
"2955709",7,6,4
"2955966",1,3,7
"2955998",3,1,7
"2956033",4,7,7
"2956109",2,7,0
"2956223",2,4,7
"2956325",7,3,3
"2956385",7,6,4
"2956396",7,4,7
"2956557",2,7,3
"2956579",7,6,4
"2956682",5,7,6
"2956702",3,7,2
"2956707",3,7,2
"2956713",6,7,2
"2963127",3,4,7
"2983208",7,6,5
"3018276",4,3,7
"3019934",7,0,4
"3033384",7,7,4
"3034648",7,6,7
"3047825",2,4,7
"3047865",1,7,3
"3050321",7,3,0
"3052000",7,7,3
"3058433",3,1,7
"328615",2,3,7
"338644",7,7,2
"33991",3,7,1
"342949",7,7,4
"351745",1,7,4
"353851",1,6,7
"362534",7,1,0
"367806",0,7,5
"373540",1,6,7
"373543",5,7,7
"399320",7,4,1
"44001",5,3,7
"44449",0,5,7
"444612",4,4,7
"488142",7,1,7
"51367",7,3,5
"558017",3,7,3
"648998",1,4,7
"650377",7,7,4
"712623",4,7,4
"73780",1,7,0
"769",2,7,3
"795748",4,7,3
"83557",7,6,4
"85108",2,7,2
"929833",2,0,7
"10257",6,3,5
"10286",2,6,5
"106578",4,6,4
"108150",4,6,5
"1089121",4,6,6
"1091",4,6,1
"1109716",6,5,0
"112040",1,6,1
"1146875",6,1,3
"1183411",6,2,5
"1195070",4,6,3
"1204537",5,6,3
"125593",1,6,1
"1299429",6,2,3
"1324864",6,6,2
"1329402",2,3,6
"1330546",3,3,6
"134676",3,6,0
"1346829",5,6,6
"1415630",3,6,6
"1432056",3,1,6
"1434046",3,6,6
"1449783",6,0,1
"1457141",6,6,5
"1508644",3,4,6
"1545702",3,4,6
"1582879",0,2,6
"160796",3,4,6
"1643513",4,0,6
"1643950",4,6,2
"1656823",6,2,1
"1660076",3,6,2
"1778601",2,6,1
"181082",1,2,6
"1840283",6,5,0
"1840297",3,6,1
"184912",6,6,3
"1890450",6,6,1
"1903686",3,4,6
"1936988",3,6,2
"1937005",2,6,2
"1940789",6,1,4
"196117",2,2,6
"1970189",2,6,2
"1980923",6,4,5
"1982091",1,3,6
"1982560",6,4,0
"1982570",5,6,1
"1983117",6,4,1
"1983119",1,6,2
"1984784",1,6,4
"2006671",6,2,1
"203491",5,6,3
"2035399",6,1,2
"205872",4,6,0
"207244",6,4,4
"2108123",2,6,2
"2128",4,6,2
"213119",4,6,0
"2163016",2,4,6
"2171500",6,0,1
"2175",6,4,0
"2250368",6,1,0
"2375",6,3,5
"2545797",6,1,4
"255474",6,2,4
"2560492",6,5,3
"2560595",6,4,3
"2560688",5,3,6
"2560700",6,2,6
"2560784",4,2,6
"2576376",2,6,3
"2594496",4,6,3
"2598453",6,2,3
"261524",6,0,4
"2708110",4,6,6
"2723402",2,6,6
"2732530",2,4,6
"2733194",4,3,6
"2733297",2,6,4
"2734127",6,3,4
"2734214",4,4,6
"2734251",1,6,3
"2734277",3,6,2
"2734278",5,6,4
"2734279",2,4,6
"2742626",6,6,3
"2742673",1,4,6
"2746232",6,3,2
"2752475",2,6,2
"2765402",6,5,0
"2767878",0,6,2
"2772432",6,2,0
"2781608",3,6,1
"2785123",3,6,3
"2796141",6,2,4
"2810070",3,6,3
"2819098",6,6,6
"2823905",6,6,3
"28250",5,4,6
"2829393",2,6,1
"2831969",6,1,4
"2843421",6,1,3
"2843625",0,6,1
"2843794",6,0,0
"2844309",4,3,6
"2845655",5,6,3
"2846396",6,3,1
"2846399",6,2,0
"2846779",3,6,2
"2853158",6,4,4
"2856338",6,5,3
"2865672",6,1,1
"2885973",6,6,1
"288793",6,1,4
"2892396",4,5,6
"2894293",3,2,6
"2896845",6,3,6
"2909581",4,6,0
"2920384",1,6,2
"2933796",4,6,0
"2944251",6,0,5
"2948705",6,5,1
"2948710",3,6,3
"29501",5,5,6
"2953978",6,6,3
"2953987",6,1,2
"2954102",4,6,2
"2955229",5,6,4
"2955327",3,6,1
"2955328",6,4,2
"2955341",5,6,2
"2955346",3,6,1
"2955353",6,2,0
"2955392",3,6,1
"2955413",6,6,1
"2955504",6,2,3
"2955514",2,6,1
"2955564",4,6,1
"2955754",6,4,3
"2955762",4,5,6
"2956015",5,6,2
"2956029",6,3,2
"2956055",2,6,1
"2956110",4,6,5
"2956191",6,1,0
"2956310",1,6,2
"2956342",2,6,1
"2956390",1,0,6
"2956395",1,6,1
"2956476",6,6,1
"2956635",6,1,1
"2973795",0,0,6
"2976237",6,4,2
"2982871",0,1,6
"2985648",6,0,3
"3040677",6,3,1
"3047354",1,6,0
"3047953",0,2,6
"3048238",6,6,5
"3048338",1,6,3
"3050300",6,0,1
"3050304",3,6,4
"3051419",6,1,2
"3068305",3,6,5
"3078438",6,3,3
"31984",6,3,2
"32069",6,2,4
"33040",4,6,3
"357441",3,6,1
"364102",5,6,5
"417127",3,3,6
"447467",4,6,4
"465797",5,6,4
"526525",2,6,3
"529881",6,6,1
"573569",4,5,6
"61",6,6,4
"62099",2,4,6
"624",4,6,2
"669357",6,3,2
"680287",4,6,2
"701045",1,6,5
"72293",4,6,2
"766894",3,6,1
"84107",6,5,4
"909929",5,4,6
"933",2,6,4
"939",4,6,3
"96942",6,3,2
"10264",3,5,1
"102684",3,5,1
"10276",1,5,4
"10358",2,2,5
"1075399",5,4,3
"1076255",1,5,5
"1089135",5,3,3
"1109713",1,5,3
"1129771",5,5,2
"1131316",3,5,0
"1131462",3,5,2
"1183410",5,5,2
"1193503",4,5,5
"123",1,5,1
"1233873",3,5,0
"1234680",5,4,3
"129953",5,3,1
"1325083",5,5,4
"1348394",0,5,0
"1378",3,5,4
"1434102",2,5,2
"1458492",5,4,5
"1463811",3,1,5
"1474867",3,4,5
"1476901",5,5,3
"1503929",3,5,3
"1508657",2,5,5
"1517681",0,2,5
"1560342",0,0,5
"1565532",0,3,5
"1586712",3,0,5
"1589748",1,5,1
"160795",4,5,1
"1623283",2,5,2
"1636606",1,3,5
"1636618",1,5,2
"164450",5,1,1
"1647472",5,3,4
"1647473",3,5,1
"1653839",0,2,5
"1658781",1,5,1
"1659192",5,5,0
"1703970",3,1,5
"1720493",5,0,0
"1740",5,1,1
"1797140",2,5,4
"1798221",5,2,2
"186328",5,5,4
"1864623",1,5,0
"1892404",4,5,3
"1911587",3,5,1
"1917441",3,2,5
"1920865",0,5,0
"1930557",3,5,2
"1963026",1,5,1
"1980926",5,1,1
"1980928",5,1,2
"1982355",1,5,1
"1982367",5,5,0
"1982557",4,5,2
"1982746",2,3,5
"1982902",4,5,1
"1982903",2,5,5
"1985731",2,0,5
"1993631",5,3,2
"1993859",3,5,1
"2005520",2,5,4
"2009331",2,5,3
"2015372",1,5,1
"2039240",5,5,0
"2054641",5,5,4
"2072025",5,2,2
"2100760",1,3,5
"213465",5,2,3
"2169798",1,0,5
"2169990",5,2,2
"2225",1,5,0
"2233998",3,3,5
"2250409",3,5,0
"2259883",5,3,1
"2382163",5,4,2
"2419957",4,5,2
"2420",5,5,2
"2420313",1,5,3
"2485839",5,5,2
"2509666",5,2,1
"2529843",5,3,1
"2560127",2,5,0
"2560283",1,5,2
"2560305",1,5,4
"2560406",1,5,1
"2560490",0,0,5
"2560545",4,0,5
"2560608",1,5,0
"2560791",1,5,3
"2563662",3,5,0
"257758",5,1,3
"2582419",3,5,2
"2588512",5,2,3
"2591189",2,5,2
"2594456",1,5,3
"2599927",2,5,2
"2601695",2,5,0
"2603260",3,5,3
"2610896",4,2,5
"262968",5,0,2
"2656551",5,2,5
"2675775",1,1,5
"2683822",5,0,2
"2686229",5,2,2
"2704034",0,5,3
"2709390",1,1,5
"2733115",4,5,4
"2733178",5,3,0
"2733202",5,1,3
"2733220",2,2,5
"2733608",5,1,0
"2734089",5,5,3
"2734104",5,0,3
"2734219",2,5,2
"2734246",5,2,0
"2734576",1,5,3
"2734581",5,3,0
"2735321",5,4,4
"2742654",5,2,0
"2746233",3,5,3
"2755405",5,4,2
"2758906",5,3,4
"2759705",5,3,4
"2767886",5,4,2
"2767888",5,2,0
"2772433",3,4,5
"2782229",2,4,5
"2785295",2,3,5
"2785910",2,5,2
"2785913",0,2,5
"2789208",4,1,5
"279280",5,2,2
"2832317",0,5,4
"2843362",4,5,3
"2843725",2,5,1
"2843726",1,2,5
"2843745",0,5,0
"2844665",5,3,3
"2844866",3,5,2
"2845399",0,0,5
"2845587",2,5,0
"2845656",5,4,1
"2845657",5,2,1
"2845949",3,2,5
"2846064",1,2,5
"2846398",3,5,1
"2846402",5,3,5
"2850078",3,0,5
"2850492",4,1,5
"2883107",2,3,5
"2885974",5,1,1
"2885983",5,2,1
"289201",5,4,4
"2894335",5,5,1
"2923352",5,4,3
"2925837",2,1,5
"2932252",5,2,3
"2936912",5,2,3
"2940491",5,3,1
"2943841",3,1,5
"2946160",1,3,5
"2946794",4,5,3
"2946834",5,5,4
"2948679",5,5,4
"2948731",5,2,4
"2948946",2,3,5
"2954014",2,4,5
"2955309",2,5,2
"2955348",3,3,5
"2955352",4,5,0
"2955378",2,5,1
"2955390",5,1,4
"2955565",1,5,2
"2955572",5,0,2
"2955582",5,5,4
"2955592",1,3,5
"2955604",5,5,4
"2955982",0,2,5
"2956026",4,5,2
"2956044",2,0,5
"2956082",1,5,3
"2956090",0,5,3
"2956095",5,3,0
"2956112",5,5,1
"2956200",3,5,2
"2956236",5,0,1
"2956311",1,1,5
"2956314",1,5,0
"2956318",5,5,3
"2956319",2,0,5
"2956326",2,5,2
"2956389",4,4,5
"2956431",1,5,1
"2956475",4,5,2
"2956533",4,5,2
"2963128",0,5,2
"2983211",3,5,3
"2989770",5,2,2
"2989772",1,5,0
"3020829",5,1,0
"3020908",0,0,5
"3031799",3,5,3
"3033930",2,5,0
"3035288",5,3,4
"3039168",5,1,3
"3047366",3,5,2
"3047737",5,1,1
"3047787",1,0,5
"3047831",0,5,1
"3047868",3,4,5
"3048195",0,4,5
"3048336",0,5,2
"3050299",5,5,0
"310769",5,2,1
"312278",3,5,1
"33042",3,5,5
"33926",5,5,3
"33992",5,4,0
"35829",3,5,4
"364103",5,5,0
"36853",5,5,3
"373213",1,5,2
"385025",3,5,3
"390436",1,5,3
"39647",4,2,5
"405041",5,5,3
"417280",2,5,4
"44011",1,5,1
"447897",0,5,4
"512792",2,5,5
"54262",3,4,5
"543886",2,5,2
"545908",1,5,0
"56635",5,5,0
"67572",5,2,1
"693997",5,3,0
"83560",5,5,5
"846",5,4,5
"85018",5,5,4
"861045",2,3,5
"86840",0,0,5
"88773",2,5,2
"89374",5,4,0
"96495",4,2,5
"99000",4,5,2
"10242",2,2,4
"10261",4,4,0
"10265",1,4,0
"10484",4,0,0
"10491",0,3,4
"10509",1,4,0
"10719",3,4,1
"1081",2,4,2
"1100043",4,2,1
"1157947",0,4,2
"116598",3,4,3
"1183377",4,4,1
"1190451",4,2,4
"1193712",0,0,4
"1194088",4,4,2
"1198980",1,1,4
