"","SRR14320323","SRR14320322","SRR14320321"
"2160",30,28,21
"2162846",26,30,8
"218144",23,30,18
"227866",18,30,8
"2422",23,30,13
"249188",20,30,12
"2590551",19,30,21
"2590884",30,22,17
"2592817",30,19,10
"261825",27,30,22
"2652177",23,30,18
"2719119",30,25,19
"2725994",15,30,30
"2740837",30,26,13
"2756107",12,14,30
"28125",28,30,19
"28263",30,16,5
"285729",18,23,30
"2861775",26,23,30
"2880989",30,20,19
"2890317",30,27,26
"2904122",29,28,30
"29378",29,26,30
"2942275",24,30,18
"296199",30,20,17
"3034674",20,27,30
"3047343",28,18,30
"3047864",30,30,20
"375929",30,29,20
"392416",21,30,22
"44674",30,29,14
"449520",15,30,28
"468911",19,22,30
"470565",24,30,23
"498374",18,30,15
"53410",23,30,17
"549298",12,30,22
"64471",30,26,23
"652716",14,30,17
"659243",30,19,9
"715",18,30,23
"81468",30,11,28
"110164",20,29,12
"1235990",22,29,19
"1273541",27,29,24
"1346287",19,29,7
"1424653",22,29,11
"1448857",23,21,29
"145260",29,28,17
"1497681",29,24,22
"153151",28,28,29
"1582259",29,21,25
"1582439",28,29,19
"1623285",5,14,29
"1759089",29,27,20
"1778653",29,21,9
"1911586",21,29,19
"2005703",29,28,23
"2023057",22,28,29
"206379",29,28,12
"2077090",25,27,29
"2077137",6,3,29
"2081052",29,17,13
"2138",29,26,23
"2148",14,29,17
"216935",22,29,22
"2173853",29,19,16
"2267275",24,29,25
"2317",17,29,19
"2505970",9,15,29
"2576928",18,29,22
"2584467",16,29,10
"2685905",29,25,5
"2703794",9,29,11
"2781774",16,25,29
"2782163",23,29,16
"2785746",17,29,19
"28124",29,23,14
"2895482",28,29,18
"2898483",24,29,23
"2937985",29,24,15
"29384",24,29,17
"29520",29,20,21
"2954080",23,29,25
"29546",29,26,15
"29554",13,18,29
"2976236",29,24,25
"298596",26,29,19
"2993455",29,15,14
"3004105",17,22,29
"301953",24,23,29
"3031803",9,23,29
"3035289",23,29,24
"449",29,26,29
"47493",29,15,14
"512749",17,23,29
"53945",29,19,7
"56112",26,29,14
"5761",21,29,16
"594679",15,29,28
"623",29,16,9
"658632",29,15,21
"744515",29,28,17
"75984",27,21,29
"795750",23,29,13
"82983",29,26,23
"92245",27,29,26
"940",20,29,9
"1007",21,28,14
"1170711",23,28,11
"1177211",28,27,24
"1199245",28,27,14
"1240404",23,28,16
"1318",16,21,28
"1382237",27,28,22
"1408281",24,28,19
"147212",28,21,12
"152297",8,28,11
"1542390",27,27,28
"1650",18,28,23
"171552",23,28,19
"1779135",21,28,21
"1794699",19,21,28
"1847728",9,28,18
"1868135",14,10,28
"187452",10,28,17
"1890438",14,28,9
"2024265",4,12,28
"2050",11,28,6
"2065312",27,28,26
"2081049",28,26,17
"2126984",13,20,28
"213",19,28,19
"2213226",28,21,27
"225084",9,15,28
"2321114",18,28,13
"2421",18,28,21
"243899",18,24,28
"2518645",20,28,17
"2586643",20,26,28
"2590022",25,28,22
"2606450",28,24,12
"2691913",28,22,16
"2709685",16,28,27
"2717374",28,27,16
"2731220",28,12,23
"2763022",12,28,13
"2778059",18,28,8
"2795386",17,28,15
"2829498",19,28,14
"2841528",27,28,22
"2886505",28,22,8
"2954099",28,27,20
"326319",28,24,20
"33968",13,17,28
"420336",26,28,14
"44009",19,28,26
"46541",22,11,28
"472834",19,28,20
"489",28,17,12
"49899",28,23,19
"573600",19,28,9
"659",14,28,28
"689",28,25,26
"75658",13,25,28
"766",28,24,23
"780",20,28,20
"82801",28,24,23
"82989",21,13,28
"83683",19,28,18
"931100",19,22,28
"1168287",22,20,27
"119206",27,27,14
"1295609",23,27,23
"1329",26,27,27
"1340",27,27,20
"148814",19,23,27
"1510466",27,22,24
"151781",19,27,19
"155085",13,27,16
"1635327",21,27,17
"1636607",27,18,18
"169402",15,27,18
"1705353",27,27,22
"1741",17,27,19
"1805431",27,23,26
"1807790",14,27,20
"1891186",25,27,17
"190895",19,27,13
"1914871",21,27,11
"2027290",27,16,13
"2033438",27,16,20
"2130",17,21,27
"216942",12,23,27
"216963",8,8,27
"2186",10,21,27
"2210",26,27,24
"2315",15,27,12
"247481",14,27,25
"2597770",27,20,20
"2741499",24,27,15
"2770234",21,27,21
"2785912",27,18,21
"300876",27,27,19
"3046369",27,26,9
"3059076",24,27,24
"33056",9,16,27
"338190",27,26,22
"342948",27,22,11
"367190",18,27,19
"374106",11,27,25
"42879",15,27,21
"480520",14,27,24
"50052",18,27,24
"513050",10,27,15
"60520",27,24,15
"72275",27,16,13
"730",17,27,24
"803",27,22,20
"92944",27,21,13
"93466",21,27,16
"101534",18,23,26
"1166",19,26,17
"1327989",26,24,18
"1442553",22,26,21
"1495066",16,26,18
"154288",19,26,17
"1547445",22,25,26
"1573704",26,12,6
"1596",21,22,26
"1628248",16,26,22
"1640",25,26,22
"1660074",9,26,10
"170573",21,21,26
"170861",26,24,22
"171286",12,26,19
"1727214",26,21,10
"1758395",15,26,15
"1778263",26,13,16
"1945658",14,26,7
"1980937",20,26,19
"2054173",16,23,26
"206403",26,20,13
"2066049",26,19,16
"2081042",23,26,17
"2109",17,17,26
"2110",18,26,26
"215689",21,26,17
"216946",18,13,26
"221027",22,26,18
"2269374",26,8,26
"2283194",25,26,19
"2479367",15,26,16
"2496265",25,21,26
"2517362",15,26,23
"2560220",6,26,8
"2586965",11,26,14
"2704651",14,16,26
"2767842",24,22,26
"2792084",12,15,26
"2894202",11,26,11
"2923364",18,26,20
"2953752",22,26,13
"2969672",16,26,14
"3002962",20,26,21
"3032287",26,24,13
"3036300",17,19,26
"3048891",26,15,7
"3049085",26,24,16
"3050131",18,26,11
"309868",12,22,26
"33865",7,26,6
"381751",26,25,13
"46632",19,22,26
"476552",23,26,15
"51665",26,22,18
"529731",25,23,26
"53558",22,26,12
"577469",26,25,18
"626940",24,26,15
"693153",22,26,14
"755175",17,26,14
"83984",15,26,17
"89059",24,24,26
"942880",11,26,22
"985002",22,22,26
"1082702",21,25,21
"1109712",12,25,3
"1149952",22,25,17
"1190813",18,25,16
"120652",21,25,16
"1224749",25,9,7
"1273132",20,25,24
"1309",25,24,24
"1320552",21,25,18
"1322",25,20,23
"147802",25,14,19
"1505597",17,25,24
"151081",13,25,10
"162289",25,18,7
"1660063",25,23,16
"1679449",25,22,14
"1702238",10,23,25
"1706372",25,17,7
"1810868",18,25,7
"186814",25,19,7
"186818",25,19,5
"1884904",18,25,14
"1912871",18,18,25
"1933929",9,25,6
"2115",12,9,25
"2115968",25,20,22
"2123",10,25,11
"213483",13,25,14
"2267891",11,21,25
"2286",17,16,25
"234828",25,20,16
"251538",11,14,25
"254839",19,25,11
"2662362",19,25,25
"2675787",14,25,19
"2689110",19,25,15
"2699396",5,25,4
"2708340",25,19,18
"2742195",14,19,25
"2767881",22,25,15
"2819100",25,24,17
"2849865",12,15,25
"2854796",21,25,11
"2894203",25,1,11
"2899121",22,25,19
"2920269",25,24,16
"2933778",11,17,25
"2945587",15,23,25
"2948573",22,25,24
"2956343",16,25,8
"2969821",22,25,22
"2975055",20,25,16
"2991499",10,25,6
"303541",17,16,25
"3035453",19,25,15
"3050305",25,23,13
"3070656",25,24,25
"3072977",25,16,20
"3072978",25,16,17
"33034",10,25,22
"35818",15,25,14
"377315",25,19,10
"39950",25,22,16
"43305",22,25,17
"46125",10,25,10
"46127",21,25,23
"522485",18,25,11
"543349",25,25,5
"55583",25,21,20
"591154",21,25,10
"69968",23,25,23
"748770",25,24,12
"76832",17,25,16
"82348",13,25,15
"84163",21,25,12
"868131",24,9,25
"906",25,17,10
"938288",25,16,13
"945",21,19,25
"1006005",21,18,24
"1007676",10,24,16
"1031542",24,19,18
"1043206",24,18,21
"115782",24,22,10
"1311",17,24,24
"1349",17,24,15
"1402",21,24,15
"1534743",24,16,16
"1576550",16,10,24
"160233",24,18,15
"1656159",24,19,24
"1758398",24,23,18
"1789762",16,13,24
"1868793",19,24,15
"1884907",16,24,11
"191303",16,24,22
"191393",24,22,8
"1967666",19,24,18
"1987580",22,24,20
"2016361",24,23,11
"2016373",18,24,11
"2026187",18,24,17
"2030797",20,24,20
"2120",11,11,24
"2136182",21,24,19
"2145",12,24,21
"2223",18,24,15
"2234",21,19,24
"2575699",9,24,18
"2591003",18,20,24
"2592816",22,24,10
"2594495",11,24,12
"2652721",18,24,21
"2681308",24,15,21
"2714947",24,20,23
"2724901",24,17,21
"2740405",13,24,21
"2742675",2,5,24
"2751179",23,24,11
"2763062",18,23,24
"2806609",24,24,13
"2821559",24,22,21
"2829816",24,12,11
"2841063",9,24,16
"2844380",15,24,6
"2898725",24,18,20
"2939494",20,24,10
"2986279",14,24,16
"2991054",24,11,8
"3028070",21,24,20
"3031993",13,24,18
"3041619",18,24,16
"3047872",24,23,8
"3057057",21,23,24
"3070814",18,24,24
"3074148",20,24,7
"319318",17,24,20
"326320",24,22,14
"417368",11,11,24
"43659",8,24,9
"45634",24,20,18
"51229",7,24,10
"649161",9,24,4
"684066",8,24,7
"712361",18,14,24
"754514",20,16,24
"83561",24,20,17
"954",18,22,24
"97481",14,24,16
"1006155",21,23,22
"1177213",22,23,13
"1186",16,23,12
"1200300",17,23,12
"1244531",16,14,23
"13076",17,23,19
"1318743",10,23,15
"1408194",23,19,5
"157673",23,10,18
"157688",10,23,21
"1643685",14,23,15
"165779",23,22,19
"170673",23,16,16
"171279",23,20,19
"172045",21,20,23
"1748967",22,23,16
"1775403",12,23,20
"1813182",12,23,6
"187878",21,20,23
"188709",23,15,7
"2004644",11,23,10
"200615",23,22,10
"206042",15,23,7
"2099584",21,15,23
"2133",14,21,23
"215578",15,23,14
"216945",11,15,23
"2194",20,23,4
"219745",8,11,23
"224719",15,23,19
"2287",13,23,11
"241244",15,23,11
"2487276",12,23,9
"2512240",22,23,23
"254955",23,21,14
"2560029",14,23,16
"2570191",23,22,19
"2575361",23,21,17
"2598455",23,22,8
"2706014",23,23,16
"2745512",8,23,12
"2773709",18,23,19
"2787628",23,11,16
"2825845",15,19,23
"2843733",23,4,8
"2910589",23,13,6
"292691",21,23,8
"29291",23,20,8
"2929481",16,18,23
"2955497",17,17,23
"29559",22,20,23
"295596",23,20,22
"2956211",17,23,15
"302167",17,23,21
"3047468",21,23,22
"3061989",23,14,23
"307643",23,15,7
"33951",19,23,7
"33990",16,19,23
"37372",17,23,23
"40542",18,16,23
"448181",13,23,12
"513223",23,20,12
"51664",11,23,9
"536044",23,15,10
"55603",15,19,23
"56812",21,23,20
"57665",8,23,7
"589873",23,14,10
"648802",17,23,13
"658643",23,23,17
"70258",23,16,10
"708126",15,23,11
"715451",15,23,21
"85026",17,23,19
"955",20,23,23
"100886",7,11,22
"114885",17,22,16
"1173284",19,22,22
"1177216",18,22,20
"1184387",20,22,14
"1330330",22,19,18
"137583",14,22,14
"1386941",22,13,7
"1538",10,22,20
"157691",18,22,16
"1623280",11,22,10
"165096",11,22,22
"171288",21,22,19
"176292",8,22,6
"1840265",18,22,13
"1906744",16,22,9
"1935204",17,12,22
"1944646",19,22,8
"2036206",18,22,6
"2039",22,21,11
"2137",19,11,22
"2163644",13,18,22
"2191",15,22,12
"2226",13,22,9
"2282309",22,18,15
"229980",22,16,10
"2301",13,22,20
"2497860",14,22,13
"2576922",22,21,13
"2579250",19,22,17
"2599641",21,22,5
"2675792",15,22,16
"2681986",4,14,22
"2714948",22,19,15
"2719987",17,22,20
"2726434",15,22,15
"2779518",21,21,22
"2781599",12,22,16
"2782231",17,22,10
"2799184",22,21,14
"2806205",7,22,20
"2834819",22,22,19
"2842796",22,12,6
"2856608",15,17,22
"2864210",16,13,22
"2874846",20,22,16
"2904123",16,17,22
"2923362",11,22,8
"2929489",22,8,10
"2949614",11,22,12
"29553",10,18,22
"3047810",13,10,22
"3050355",22,17,5
"311400",19,22,14
"313590",22,20,16
"315405",18,15,22
"317658",20,13,22
"347208",22,22,4
"39777",22,11,15
"51161",16,22,20
"54261",8,15,22
"553981",17,22,8
"64160",22,21,21
"682410",17,22,10
"693750",20,19,22
"75906",18,22,4
"768528",19,22,14
"76936",16,22,7
"83526",20,21,22
"948",14,22,10
"994692",21,22,16
"1032623",17,16,21
"1148157",14,6,21
"1284",12,21,18
"1295",16,21,14
"1301915",9,17,21
"1338689",21,18,16
"1410383",17,21,16
"1427149",21,14,8
"143222",21,17,21
"1503041",17,21,14
"1579",20,10,21
"1632019",21,15,13
"1678078",16,21,12
"1699622",15,20,21
"1703250",5,9,21
"171285",5,19,21
"184064",19,21,18
"1859475",21,17,13
"1882662",16,10,21
"1884914",21,17,19
"1932669",13,13,21
"195498",10,21,9
"1979527",12,21,13
"1980947",21,2,7
"2014541",13,21,16
"2092",21,14,14
"2096",14,10,21
"2100821",21,10,18
"2112",17,17,21
"2126985",13,20,21
"213121",21,13,7
"213419",12,21,6
"2280",3,9,21
"229155",10,19,21
"235",21,8,11
"2358187",13,21,16
"2360",21,12,20
"2500548",14,21,11
"2558174",14,14,21
"2560251",21,19,13
"2589990",12,16,21
"2592653",21,17,20
"264636",13,21,20
"2675793",6,9,21
"2714928",12,8,21
"2714949",16,21,14
"2733155",18,21,19
"2745562",21,14,16
"274591",21,18,19
"2806443",18,21,16
"2810537",19,21,11
"2822137",15,16,21
"2827233",19,21,16
"285458",12,21,8
"2864211",16,21,12
"2883998",11,21,9
"2886040",17,14,21
"28898",13,21,12
"2908637",15,12,21
"2927224",16,21,11
"2929495",21,16,13
"2943497",20,13,21
"29519",18,21,16
"2984142",9,21,13
"2991418",20,21,18
"2991500",17,21,12
"3037654",16,13,21
"35795",12,19,21
"386487",13,21,17
"46124",18,20,21
"522262",13,20,21
"56636",14,21,13
"589437",15,21,14
"59512",15,21,21
"645292",21,18,14
"651457",21,18,9
"676208",20,21,16
"67826",21,21,15
"712633",16,17,21
"735",21,19,10
"782",9,17,21
"79206",6,21,3
"85034",21,18,19
"90426",21,14,12
"92402",10,21,18
"942",21,16,7
"944",13,21,16
"995019",21,20,2
"1032242",6,20,17
"106649",12,20,19
"1084719",17,20,20
"1113728",20,12,11
"1193095",5,20,10
"1249",16,20,11
"1253",20,16,9
"1267021",17,20,15
"1292",15,16,20
"1353",15,18,20
"135727",18,17,20
"1434010",20,20,18
"1452732",20,15,11
"1522127",13,20,5
"1566379",9,20,10
"1604335",15,20,10
"1607",19,20,16
"1609531",11,11,20
"1643951",18,20,11
"1660080",8,20,11
"1827481",1,2,20
"1855646",20,13,16
"186823",20,14,2
"1920110",5,20,7
"196118",18,15,20
"1987921",13,20,18
"2004647",18,20,12
"2029986",20,10,17
"208596",20,18,16
"2107",10,11,20
"2136",11,20,18
"216933",10,20,13
"216936",7,11,20
"2176",19,13,20
"2189",20,13,19
"2259672",20,18,14
"2282419",12,20,18
"2322",13,20,11
"2325",20,20,16
"2382161",19,20,17
"2560334",20,4,0
"2562451",12,18,20
"2582914",20,19,7
"2587858",18,20,13
"2589986",16,20,15
"2607911",20,19,3
"2675788",6,20,15
"2675790",7,20,11
"2699836",8,20,16
"2719313",20,20,13
"2734292",14,20,7
"2762286",11,20,3
"2762563",15,20,15
"2777577",13,20,9
"2812025",20,13,7
"2843308",20,16,17
"2871175",20,7,2
"2886360",16,20,18
"2886822",20,18,1
"2894082",13,20,11
"2920380",7,20,10
"2930198",7,17,20
"29324",19,20,15
"29329",18,19,20
"2937790",20,15,13
"2940299",15,20,10
"2956054",0,20,0
"2956393",6,20,6
"2970966",14,20,13
"299583",12,20,11
"3032580",14,20,19
"3050322",20,14,7
"3050334",20,9,7
"336988",18,20,20
"426117",20,19,15
"497724",8,6,20
"526944",16,20,15
"53952",20,18,9
"59843",18,20,13
"637",16,20,14
"650378",7,20,13
"747548",17,20,12
"80850",9,20,19
"83559",20,19,18
"836",10,20,2
"927786",19,20,9
"101192",19,15,12
"102886",12,19,14
"103808",19,15,7
"1048758",19,15,6
"109262",19,17,4
"1194427",11,19,14
"1294",15,19,8
"1296540",19,15,13
"13",19,18,13
"1303590",13,19,17
"133925",10,19,13
"134821",8,13,19
"1382",19,14,10
"139",9,19,19
"1442159",19,18,10
"1470540",19,16,19
"147709",13,19,9
"1501268",9,19,18
"1605",19,11,9
"1608473",18,19,17
"1625",14,19,13
"1631871",8,19,12
"164451",7,19,10
"1687",18,19,13
"1817405",12,16,19
"1846278",13,19,10
"185588",18,19,11
"1891280",13,19,11
"2002831",19,17,14
"2004650",19,14,14
"201828",11,8,19
"202",19,16,13
"2094",16,19,13
"2105",10,19,17
"216938",17,16,19
"2187",19,14,14
"2285",10,19,16
"244582",9,19,15
"246875",12,19,6
"2483368",16,19,6
"2488567",7,3,19
"267889",17,19,16
"2704653",19,16,18
"2704655",15,19,18
"2734193",14,19,16
"2751177",19,3,7
"2787629",18,19,10
"2795384",19,18,17
"2807620",15,19,5
"2817385",18,15,19
"2841925",14,19,19
"2864101",19,18,10
"2870563",17,10,19
"2878098",7,19,15
"292461",18,13,19
"2948800",9,19,8
"3047716",14,19,13
"3047867",19,18,11
"3050260",17,19,7
"3050362",19,14,18
"3074145",17,17,19
"324079",19,15,19
"353852",9,9,19
"360911",19,10,8
"388640",19,13,8
"46255",19,14,9
"511746",19,12,16
"51365",17,12,19
"556287",18,19,13
"58231",17,19,14
"588",17,19,15
"60480",16,19,12
"67760",13,7,19
"68288",14,19,8
"754515",13,16,19
"785",12,9,19
"81461",12,19,5
"84590",19,17,16
"883811",11,19,11
"89093",19,17,6
"984991",19,19,19
"1007869",18,17,14
"1050714",10,18,13
"111504",18,10,12
"1151742",9,18,14
"115778",18,15,18
"1178540",17,18,11
"120212",18,13,4
"1266052",13,12,18
"128944",11,18,10
"1348",18,16,14
"1353246",15,18,5
"14",10,18,15
"1415657",6,18,8
"1474",18,18,12
"1505652",18,17,13
"1602",17,18,8
"164514",12,18,7
"1648",16,14,18
"1660073",10,6,18
"1702250",18,13,13
"1705394",15,16,18
"1840303",7,18,10
"1844999",11,7,18
"1848766",11,18,14
"186807",18,18,6
"1868734",18,10,7
"1929477",15,18,0
"198832",12,9,18
"2007306",8,17,18
"2024608",18,16,16
"202747",18,12,18
"2121",11,12,18
"213421",18,15,7
"2139",17,17,18
"216944",12,15,18
"2203895",18,9,12
"2217832",5,18,8
"227945",15,18,15
"2304606",11,16,18
"2487929",18,10,10
"249402",13,18,16
"254785",13,18,17
"2590895",13,18,11
"2601575",13,16,18
"2608247",18,13,8
"2675774",11,13,18
"2701",12,18,9
"2714946",13,18,9
"2715209",13,18,10
"272774",18,13,14
"2742598",17,18,2
"2746231",11,16,18
"2768165",16,18,14
"2774055",17,18,14
"2812551",18,11,5
"2840180",13,18,12
"2873296",10,6,18
"2890406",15,18,6
"29379",18,16,13
"29487",17,18,18
"2956212",17,11,18
"2979330",3,18,3
"300825",16,16,18
"3057550",18,15,17
"3058373",8,18,13
"33936",17,18,12
"33940",18,17,6
"35755",13,18,9
"361101",8,15,18
"379547",14,18,11
"399726",7,17,18
"496",18,14,11
"53444",10,11,18
"54077",18,12,14
"55802",11,18,11
"621",18,17,3
"680114",18,17,17
"69656",12,18,18
"74968",6,18,18
"762833",14,18,8
"76885",13,18,15
"77022",11,18,5
"86332",13,18,8
"1074467",16,15,17
"1129",17,10,8
"114090",9,17,6
"1160784",16,15,17
"1163",8,17,4
"1220717",12,17,7
"1232575",17,16,4
"1281486",15,9,17
"1287640",17,16,17
"1328",15,17,12
"1345",14,17,12
"137732",8,13,17
"1443036",16,17,12
"152331",17,15,3
"155194",10,11,17
"155615",17,16,15
"1591088",15,17,7
"1603",17,15,5
"1654388",13,17,15
"168169",12,17,9
"171282",4,17,14
"1758179",9,17,11
"1811193",15,16,17
"1812112",5,17,17
"1813595",3,13,17
"1821960",17,7,5
"182262",17,12,8
"1843491",17,13,0
"186824",17,17,5
"1884915",10,17,10
"1903056",11,17,17
"1982880",15,17,6
"2004646",9,17,15
"2008440",17,12,7
"2014742",13,17,3
"2025808",8,17,11
"2169658",17,13,4
"2180",17,11,15
"2190",17,14,12
"2303",17,8,7
"234827",16,17,11
"2483366",14,17,8
"2499213",12,17,5
"2545800",17,7,4
"2560783",17,3,12
"2587843",6,17,7
"2590020",6,9,17
"2607662",11,17,16
"2675785",11,17,12
"267818",11,16,17
"2682810",16,13,17
"2689102",10,17,5
"2708352",14,17,7
"2714929",15,17,13
"2724469",10,17,6
"2737",14,10,17
"2749996",17,17,9
"2778052",15,17,9
"2811482",17,9,3
"2824673",11,17,16
"2846393",17,4,1
"2866570",7,17,9
"2895488",16,17,16
"2904119",17,13,13
"2910950",15,7,17
"291183",11,17,10
"2925830",10,17,6
"2925838",9,11,17
"29292",9,17,5
"2954097",17,7,17
"2961895",12,17,10
"2983836",14,17,8
"2992244",17,8,7
"301585",7,17,7
"3040675",11,17,13
"3050323",17,12,6
"3050333",14,17,1
"33046",10,17,15
"334715",14,17,13
"33941",9,17,4
"38323",16,17,16
"411486",16,13,17
"45363",11,17,17
"47834",8,17,17
"519472",15,17,10
"547987",14,10,17
"56877",17,9,10
"64897",9,16,17
"65553",12,15,17
"658641",17,15,10
"658666",17,8,8
"712368",5,17,14
"73913",16,16,17
"751585",16,17,12
"79601",13,17,11
"807",7,17,15
"81466",17,12,2
"85701",11,17,9
"87541",15,17,9
"931101",10,16,17
"94138",4,17,3
"1032243",16,14,6
"109790",16,9,11
"111955",16,8,15
"114881",6,16,8
"1182",9,16,10
"1218493",13,16,11
"1218495",5,16,10
"1252",9,16,15
"1346",15,16,9
"1400862",15,16,12
"142650",10,6,16
"143361",12,16,13
"1501269",16,12,14
"1508420",16,16,13
"1612",8,16,14
"165694",10,9,16
"174587",6,7,16
"1802984",16,11,13
"1912064",15,16,13
"1927128",16,8,9
"2099789",16,10,11
"2118",12,9,16
"216931",16,16,13
"2259",14,16,11
"235559",7,7,16
"240426",16,16,10
"2560778",10,15,16
"2656760",13,16,16
"2675710",4,16,6
"2675713",15,16,13
"2675795",13,11,16
"269259",16,12,3
"2738979",10,16,8
"2742601",16,14,7
"2745561",16,8,5
"2770788",13,14,16
"2773264",16,12,8
"2778053",16,13,11
"2778066",16,13,11
"2779363",15,16,13
"2785124",16,11,10
"2846394",8,4,16
"2856522",12,10,16
"2856556",16,13,13
"2861280",7,13,16
"2871094",8,16,6
"2894593",16,2,2
"2895477",16,16,7
"2916816",14,16,9
"2919598",12,16,16
"2944252",16,8,0
"29518",9,10,16
"29561",5,16,13
"2956463",16,12,12
"2972775",6,16,10
"2979331",16,10,13
"2995171",16,12,11
"3050271",16,15,3
"305976",11,16,5
"324078",4,16,13
"33043",16,12,10
"33993",9,16,6
"39640",7,16,12
"42094",10,16,7
"444",8,16,8
"446372",12,16,9
"477967",1,2,16
"48003",10,16,10
"51049",10,11,16
"510690",11,16,9
"56426",8,16,8
"57863",1,16,8
"60919",8,16,8
"624186",6,16,11
"644410",8,16,8
"669502",8,16,10
"69328",12,16,14
"756828",16,11,8
"76629",13,16,15
"76634",15,16,7
"774",16,16,16
"841",12,16,9
"93682",14,14,16
"971279",16,14,10
"10294",15,12,10
"1050655",14,15,4
"1056807",15,11,11
"1073987",14,15,4
"110163",15,8,6
"1217416",15,3,6
"1269201",15,13,5
"1285600",15,12,9
"1329200",15,4,2
"136094",10,15,6
"1374",15,12,8
"141",12,11,15
"1612150",4,11,15
"1618",13,12,15
"1670455",11,15,10
"1705617",11,15,4
"1825023",15,11,6
"1835254",12,15,11
"1866938",10,15,8
"188143",13,12,15
"1982895",13,15,2
"2018044",15,9,6
"2018305",10,13,15
"2024979",10,15,3
"2081051",8,15,10
"2099788",15,10,7
"2124",8,11,15
"216427",15,11,14
"227388",7,15,7
"2303505",5,10,15
"2419842",4,8,15
"2478954",15,14,14
"2557993",15,14,15
"2571750",12,14,15
"2681987",9,13,15
"2704652",6,15,15
"2720720",12,12,15
"2732587",6,15,12
"2734192",11,15,12
"2748760",15,10,13
"2749994",9,15,8
"2775245",12,15,5
"2776706",15,10,11
"2778060",15,14,12
"2778063",15,14,7
"279303",15,13,5
"2806552",12,11,15
"2815775",13,15,7
"2820817",15,13,4
"2839744",10,15,0
"2849642",14,15,4
"2862870",14,15,11
"2866195",15,7,1
"2879149",13,6,15
"2890407",11,15,15
"2892440",14,15,8
"2893572",15,13,14
"2925318",15,12,11
"2940297",10,15,12
"2940301",13,6,15
"29419",15,11,7
"2948708",15,6,11
"2948772",9,15,6
"2954089",8,8,15
"2955509",5,4,15
"2956352",7,15,8
"2956376",15,11,4
"2967301",7,10,15
"3003393",10,15,4
"3015160",15,4,12
"3021405",3,15,4
"3025665",15,9,13
"3040201",13,14,15
"3048452",8,15,11
"3050267",15,8,2
"3064001",12,15,10
"32025",15,14,11
"32049",6,15,8
"32257",15,11,8
"34021",13,15,10
"34095",12,10,15
"365348",10,15,12
"374982",7,15,4
"391036",15,10,13
"393005",10,15,3
"44088",5,9,15
"507763",9,15,8
"538220",6,15,7
"54252",10,15,10
"574697",11,15,13
"57705",7,15,5
"633807",9,15,9
"649777",9,15,1
"813",7,15,14
"83171",5,11,15
"84023",9,10,15
"849",13,15,12
"912801",8,15,12
"92401",4,13,15
"94122",14,15,11
"94694",14,15,9
"103690",14,7,1
"111844",12,14,12
"1136535",5,14,3
"1156568",14,6,8
"118062",13,14,13
"1218494",11,11,14
"129727",8,10,14
"129728",14,8,3
"1316941",11,14,10
"1326",11,14,9
"133448",8,14,8
"1341",14,12,7
"134813",9,14,7
"1365176",14,5,9
"13773",14,13,9
"142651",14,12,6
"1449781",7,14,8
"1449788",6,14,6
"149016",8,13,14
"149715",4,6,14
"1501226",11,14,9
"1522056",14,14,7
"1542963",14,7,4
"155866",14,9,3
"1583100",7,12,14
"1636608",14,8,6
"1655500",14,10,10
"167375",9,14,6
"1674146",6,14,12
"1676142",14,9,5
"173566",14,14,7
"1778262",13,12,14
"1827285",8,10,14
"1843210",9,10,14
"1850254",14,9,10
"189834",11,14,13
"1902580",14,7,11
"1917158",11,12,14
"1933904",14,10,11
"1967782",14,5,8
"2053287",11,11,14
"2057791",14,2,5
"2069255",14,3,1
"2083051",11,14,9
"2083300",4,10,14
"2093",14,7,11
"2097",5,14,9
"213116",14,9,6
"2162",12,14,10
"217",11,14,9
"2275",6,14,6
"233316",7,14,8
"2419772",14,13,8
"2424",10,14,10
"2479393",5,7,14
"2479767",14,9,8
"251749",5,9,14
"2560214",5,8,14
"2563669",8,14,8
"2565304",7,14,7
"256818",9,14,4
"2613771",3,14,3
"2681265",4,14,10
"2714930",8,14,11
"2719911",13,14,12
"2719989",14,11,9
"2720029",10,14,14
"2732593",13,14,8
"2733170",14,4,5
"2734129",11,14,13
"2734195",14,14,13
"2745563",14,14,12
"2759692",14,7,7
"2766470",8,14,3
"2767358",6,14,13
"2767887",14,5,3
"2792977",7,14,4
"2805839",2,14,6
"2845816",14,14,6
"2871688",14,9,14
"2883238",4,13,14
"2886823",14,11,1
"2893471",14,14,14
"290335",14,10,10
"2916693",12,14,6
"29287",12,14,12
"2940302",11,14,8
"2956529",14,9,6
"2983210",14,13,6
"3015169",14,7,13
"3034029",14,12,6
"3035452",4,6,14
"3039426",1,14,8
"3050324",14,11,11
"3052385",5,14,11
"315393",14,12,13
"33962",13,12,14
"34019",8,13,14
"35789",8,10,14
"37692",5,14,5
"39664",8,14,8
"39768",8,7,14
"412965",10,14,10
"41980",5,14,8
"51364",9,6,14
"53953",11,14,10
"55205",12,14,8
"57372",6,4,14
"622488",13,14,12
"788",13,14,14
"84599",9,14,8
"861914",14,14,3
"884684",13,14,10
"938155",9,14,10
"93973",11,10,14
"1071078",13,11,7
"1071080",8,13,1
"113107",11,13,10
"1222016",8,13,8
"123841",13,4,7
"129726",13,11,6
"1316593",13,13,11
"1345117",13,13,4
"135735",13,10,7
"1469144",8,13,3
