"","SRR4140275","SRR4140276"
"2914159",8940,11771
"3020055",10078,11763
"1771",8006,11759
"2907545",10597,11756
"47875",9830,11737
"2732249",11718,9184
"1911175",9298,11714
"87883",11703,11100
"155892",11376,11683
"33914",9215,11674
"2742132",9235,11667
"319947",10816,11667
"33050",9716,11625
"433",10754,11618
"135614",11304,11538
"1702325",9310,11534
"1775910",9342,11525
"3074855",8698,11501
"2014920",8744,11494
"2728020",8074,11492
"192",11380,11490
"149698",8427,11457
"627624",8439,11440
"2768066",9631,11425
"36813",7554,11422
"2486272",8151,11406
"2896848",10558,11402
"29405",11379,9649
"1759059",10316,11368
"249586",11110,11351
"2033",10384,11323
"106590",11317,8300
"2803858",8397,11298
"1835",9053,11285
"467094",11261,10031
"2708539",10284,11253
"2528964",10522,11249
"675864",9182,11249
"299146",9567,11234
"2880933",11226,10675
"85698",10446,11226
"45398",9703,11220
"215580",11176,8658
"2928472",10119,11149
"1406",11143,380
"2662361",7975,11131
"517",10454,11082
"39956",9801,11070
"68278",5087,11059
"2992140",11038,9152
"85413",8514,10990
"158500",10952,10518
"2748629",10947,9484
"74313",6191,10942
"1896961",8229,10939
"2894310",6746,10934
"48736",10928,10055
"2789216",9681,10924
"1849967",9642,10920
"1560345",9537,10918
"2675225",10890,7989
"46913",7257,10885
"410",9108,10875
"424188",9332,10868
"443156",10868,10254
"2865112",10855,7781
"2976822",10038,10851
"2596913",8651,10845
"1549858",9648,10840
"613",10839,9963
"3018339",8798,10819
"67385",10816,10383
"2018025",10809,9987
"2219696",8556,10795
"2768069",9797,10782
"3064139",10776,10583
"1573",8290,10738
"2561924",4490,10722
"2607753",10695,5369
"13690",8738,10693
"2184053",8945,10663
"34029",10661,8222
"31958",8293,10651
"2801029",8743,10650
"2714952",10626,9256
"442121",9291,10597
"2045452",7909,10593
"110321",3966,10582
"879274",6143,10571
"1632864",10143,10550
"2949093",8094,10550
"1936029",10546,6970
"107709",9726,10545
"3057122",9119,10544
"1523415",9168,10531
"3061628",8766,10512
"40566",7259,10495
"2714938",7470,10494
"269660",10198,10485
"404589",10485,9796
"32",9202,10473
"2202827",8449,10472
"1210884",10447,9227
"2593653",9297,10446
"2490851",10433,464
"1286180",7985,10419
"2685869",7421,10408
"101571",10403,10396
"1885",8575,10403
"2795216",4446,10388
"1855519",4905,10371
"1789672",9776,10320
"2780091",3212,10308
"2060726",3796,10261
"709883",8284,10260
"39695",7707,10254
"2861782",7821,10224
"2710756",9690,10214
"318424",7334,10212
"1800",7230,10210
"2082387",7584,10192
"2020312",3933,10188
"2654191",7157,10173
"2991972",10159,10166
"2202826",8068,10112
"89966",10096,9950
"1850238",8979,10085
"152480",10080,7771
"84757",8330,10056
"3075199",9674,10052
"2900152",9178,10045
"2684469",9177,10022
"212765",8132,10010
"2775420",8977,10002
"83681",7725,9972
"161492",9969,9551
"2811111",9300,9960
"186817",9959,3981
"2937788",8090,9950
"2698679",8573,9940
"340268",8576,9940
"2233851",9271,9936
"1162966",7141,9931
"945844",4264,9869
"46351",7362,9836
"3004093",8867,9825
"589382",9815,8589
"2704468",9813,9795
"2566013",6673,9801
"3015999",4800,9785
"2567934",9781,8589
"627192",6845,9770
"2789327",4506,9756
"2761578",6569,9748
"37329",8569,9743
"2072505",7105,9712
"2972485",7867,9708
"1552759",7340,9687
"184914",8243,9683
"2774190",5636,9670
"2918171",9662,9418
"2136401",8342,9641
"2801030",7952,9640
"162426",9615,9293
"2892996",8555,9605
"1630693",9604,8271
"630515",8011,9593
"1549949",9591,9475
"904039",8901,9559
"2819238",8076,9530
"2742137",8641,9528
"1223565",4745,9504
"413882",9501,7544
"563996",7479,9480
"129921",7847,9463
"216778",9462,9277
"2086471",2341,9461
"287",8911,9460
"53360",7956,9455
"1404443",9454,8000
"31989",8675,9452
"68214",8669,9447
"2906072",7741,9446
"1670800",7804,9444
"2908837",6771,9429
"2884264",6970,9409
"1225128",8675,9400
"252970",8742,9396
"1436133",8919,9389
"85693",6437,9383
"2603276",8692,9353
"1642299",7884,9344
"2997354",7723,9330
"2867005",6389,9325
"3015997",4785,9325
"39692",6701,9324
"2203204",7766,9319
"2570229",8188,9314
"2768068",8136,9291
"1783515",4467,9290
"33903",8229,9290
"83453",7013,9287
"314722",8718,9284
"53399",9268,9070
"2932244",9265,9170
"412690",8002,9261
"3062779",8206,9255
"453304",9244,8709
"31",8607,9237
"538381",7822,9233
"2981135",8298,9232
"2006",9226,8765
"3075824",8165,9217
"2763317",9210,6947
"1882749",8259,9201
"3049070",9199,6660
"2714941",8946,9192
"1798223",7302,9190
"1764",8595,9187
"1791",6466,9181
"2787629",9170,312
"2589976",9169,9051
"3075627",9143,8934
"2896849",9136,8708
"316",8688,9126
"2045208",8411,9120
"1404411",9111,7917
"1888",8138,9072
"2020",9071,8470
"1890",8290,9059
"1542737",7542,9058
"400770",6385,9056
"139208",7450,9054
"2315862",6252,9049
"2041",6326,9044
"632569",6800,9017
"3062449",8234,9003
"2717324",7723,8997
"216929",6549,8992
"653931",7341,8990
"1766",6700,8986
"2725666",6893,8972
"2721173",7737,8968
"2695266",7513,8967
"2914710",8964,7283
"1736306",5921,8918
"1325115",8865,8912
"2806348",6506,8872
"2527983",8324,8859
"1841249",7112,8853
"2493676",8707,8847
"2589974",6984,8845
"2908642",7501,8838
"1938605",4572,8834
"161493",8772,8814
"1404741",8811,5246
"2528009",8376,8805
"3015996",7932,8788
"588932",5128,8784
"2751189",8037,8769
"2498704",8178,8740
"658062",8717,4661
"362257",8716,7695
"59814",8712,7587
"1597781",8702,7699
"1002689",8698,4245
"2890321",7313,8689
"2825844",7401,8686
"1488356",8411,8677
"2004797",8672,6487
"2911537",4155,8672
"455344",6578,8669
"3016086",7127,8654
"2294034",7244,8649
"2675754",7576,8647
"3045156",4877,8645
"1817965",7484,8641
"2282738",7790,8640
"2917991",6218,8638
"639200",8637,6895
"1988",7755,8625
"2714844",7343,8624
"710705",7292,8624
"292",8609,8289
"2949637",7647,8600
"3023370",6569,8589
"2987751",7405,8587
"2763006",7633,8583
"66871",7316,8577
"2771430",7266,8575
"1460244",8570,5221
"2599600",6894,8569
"2705012",8557,8342
"356851",7158,8557
"2681552",7873,8548
"2493673",8396,8543
"150026",8533,8151
"1079",7867,8517
"53358",8509,7776
"1038928",7666,8503
"3053466",7375,8503
"165696",8499,8218
"943830",8478,5224
"258505",6615,8469
"28077",7533,8468
"3028735",6611,8468
"593909",7271,8452
"2923272",7606,8446
"2758442",6963,8445
"2049881",8443,8429
"2720714",7869,8428
"220684",8425,633
"7",7446,8422
"39694",5885,8419
"285578",7570,8417
"2830667",5693,8415
"2899220",5198,8411
"2704467",7454,8405
"2721244",7858,8400
"2918527",2345,8399
"3043734",7913,8396
"1696",8028,8394
"2233999",7493,8393
"2493669",8389,8200
"907364",4587,8389
"47763",7728,8380
"2742136",7340,8370
"2854170",7955,8367
"1714373",7669,8363
"1882747",8362,7817
"65496",6570,8361
"1850374",8357,8247
"223390",7910,8356
"2708082",8144,8343
"173480",8342,6611
"1226757",7398,8301
"3075825",8290,7943
"2801335",6191,8285
"1535208",7691,8283
"1826872",5484,8278
"2819978",7296,8278
"273677",7147,8233
"185951",6835,8226
"283811",7593,8225
"3030210",7416,8222
"372663",6645,8220
"83461",7299,8209
"1447062",6849,8199
"3015161",6875,8182
"2917725",7416,8175
"1312183",7716,8172
"359",5693,8169
"2499144",4313,8167
"2975441",8161,5578
"2201350",8101,8153
"2493672",7972,8151
"2499145",6883,8151
"2903629",8138,7555
"68895",8132,7925
"182639",3693,8130
"1858653",7268,8125
"348043",6979,8125
"475937",7374,8116
"482462",6239,8114
"2795387",7617,8108
"42256",8107,6626
"2528022",8004,8101
"1349819",6402,8094
"31988",6513,8094
"1901",7579,8089
"2826993",6505,8058
"424800",6792,8058
"83618",6870,8045
"2865673",6640,8038
"374606",6220,8031
"1889",6346,8020
"3039386",7820,8010
"402297",6084,8010
"2305220",8004,7927
"659012",7288,8004
"334852",5588,7997
"648995",2439,7997
"67287",7336,7991
"1045776",7517,7986
"570",7979,5434
"1795631",7971,6734
"1907",6871,7954
"134601",5531,7928
"67367",7911,6842
"1063",7033,7906
"356302",7905,7669
"33877",7309,7901
"29303",7893,7848
"3016093",6164,7889
"1335043",6633,7887
"2952477",4245,7886
"2509458",7596,7883
"1838286",6734,7880
"43767",7178,7880
"1977088",6862,7878
"1582356",7876,5654
"323415",7580,7860
"321984",6138,7857
"191302",4806,7855
"51201",7222,7853
"2964669",7160,7846
"2565555",6366,7842
"67305",5103,7838
"2750011",6303,7836
"2904790",6347,7834
"2986949",6536,7833
"2590772",7607,7827
"2833628",7408,7823
"76862",6408,7822
"2925843",7202,7814
"179636",7813,7100
"1842727",7811,6562
"56458",7075,7807
"530584",5999,7792
"2282523",6568,7783
"2061",7107,7767
"66425",7258,7761
"665007",6853,7744
"2684468",7009,7734
"2843330",7390,7730
"2583243",6105,7721
"1325102",7491,7720
"2904253",6776,7716
"171437",6965,7699
"2744518",7386,7699
"42881",6289,7694
"871203",7690,4940
"2066",7539,7677
"262209",6915,7676
"1911",7054,7671
"80865",7667,7114
"2895476",7664,287
"1792",6036,7661
"39688",5809,7656
"1804",5558,7654
"114686",6569,7648
"2508722",7621,7643
"34070",5067,7643
"75682",7515,7636
"2762748",6413,7624
"3074430",5819,7624
"1914233",7622,6905
"1797",5672,7619
"2509457",7617,7450
"2079793",5700,7611
"3019553",7607,6565
"85025",6620,7605
"3051092",7011,7600
"488447",7593,7112
"1813880",7591,7076
"2571749",7588,7506
"1470176",6215,7581
"1950",6852,7580
"1357916",6777,7579
"2782659",7458,7578
"376175",7577,5609
"1030157",6784,7565
"96344",7551,6440
"506",7431,7539
"1176198",6868,7538
"34018",6585,7531
"3024246",6174,7519
"2589797",7277,7512
"710111",7511,7395
"1517554",6191,7502
"13689",5740,7494
"1690220",7488,7253
"2498135",7149,7488
"3004092",7476,7166
"242606",3481,7475
"1385",7474,4699
"2488560",7436,7469
"1904616",6674,7468
"480035",6570,7463
"1133546",6798,7434
"1608957",7424,7434
"2290922",7433,6078
"399736",5564,7424
"2898793",4046,7422
"2692234",6861,7416
"370764",7414,6128
"1670830",7412,6886
"2585716",6687,7410
"2493675",7108,7409
"173860",6454,7405
"2942449",7133,7405
"1535768",7380,7396
"528244",6512,7392
"67282",6218,7378
"2596828",7375,6888
"53457",6944,7361
"3009077",5483,7354
"1801",5553,7350
"1402861",603,7349
"84531",6864,7348
"285450",6538,7345
"67267",6417,7344
"2726118",5427,7341
"1427356",7340,7235
"2587808",6914,7336
"2736649",5441,7320
"335928",6722,7312
"3034022",5618,7308
"3015149",6039,7306
"283",7305,6593
"1482074",6494,7298
"280333",6127,7297
"2937787",7291,7133
"244734",7283,6575
"700274",4951,7282
"2654248",6344,7281
"1515612",5681,7276
"35",6406,7264
"1323731",6754,7263
"1478",7258,2509
"2759526",6205,7258
"1077946",7245,7136
"3061626",5849,7243
"463025",5251,7240
"36818",6844,7237
"2820278",6448,7224
"404405",7214,6849
"343",6784,7206
"1315974",4301,7201
"1517551",6111,7199
"2057",7193,6541
"2060312",6340,7190
"2126346",7060,7190
"38300",5607,7166
"2838850",6323,7162
"339",6397,7160
"1416806",5127,7158
"3016092",5511,7146
"1654",7145,7072
"3028709",6462,7141
"66892",7132,5718
"1981173",2823,7127
"1697043",4795,7102
"2715959",4804,7097
"68223",6846,7097
"332055",4791,7094
"2493671",7085,6228
"2927875",5631,7085
"1914",7037,7081
"3056937",5083,7076
"40137",6958,7062
"50338",4577,7058
"1072463",6762,7054
"219314",5036,7051
"2304600",6201,7047
"151783",6689,7040
"2585135",6092,7039
"2657486",4934,7035
"2594003",6697,7027
"1810",5431,7024
"2969247",5342,7024
"104336",5423,7021
"1960",7020,6735
"2711156",6442,7020
"228602",6463,7015
"2716812",7015,6637
"574727",6069,7009
"2970464",5069,7006
"2742135",7004,6941
"57704",6211,6974
"2283195",6797,6973
"40318",6426,6968
"2929802",5804,6963
"29580",6802,6963
"563835",6963,6152
"1505757",1380,6955
"3064278",6309,6952
"587753",6540,6951
"192812",6949,6620
"1675686",6935,6944
"412384",6429,6944
"42197",5163,6942
"128785",5327,6937
"2880934",6020,6930
"1711",5937,6919
"80860",5637,6915
"1404768",6904,6631
"2201999",5413,6902
"2662065",5129,6898
"202862",6221,6890
"2866715",6355,6890
"2879846",6373,6886
"2970906",6500,6881
"3031124",5857,6869
"40567",5345,6867
"2171623",6142,6866
"1619308",5543,6863
"3075198",6323,6860
"3031131",5558,6859
"3033811",6260,6854
"121719",5804,6853
"2020313",938,6837
"28047",5242,6826
"2483401",6308,6812
"551989",6804,2749
"2950605",5342,6803
"47880",3064,6788
"2865839",6000,6787
"2861750",4775,6784
"2968084",5680,6774
"2898442",6404,6773
"2901869",3923,6773
"2731096",3756,6771
"1379270",6755,5134
"2059884",5307,6755
"1663",6240,6751
"2483799",5837,6749
"1609758",6748,6610
"2686304",6124,6748
"95486",6490,6746
"2589080",3935,6745
"2716225",6743,5841
"2762322",6741,6135
"158836",6732,2891
"2662028",5111,6720
"68200",6047,6706
"186189",6514,6704
"2575440",5142,6702
"1297742",5778,6692
"2697032",6690,6369
"290",6541,6684
"535",6682,6346
"2944250",5355,6667
"305",6665,6649
"912",6665,6575
"1828",5942,6662
"2731112",2606,6658
"2968085",5510,6656
"88138",3184,6648
"323620",4575,6643
"319706",6333,6642
"2486273",5853,6640
"113",6639,6001
"1670831",6633,6515
"2985506",5211,6630
"1967",6304,6628
"2735133",5771,6616
"2860336",4430,6606
"1442032",6080,6602
"2596916",5095,6594
"1701758",5088,6587
"3015156",5283,6583
"1648182",6575,4647
"2592652",5422,6575
"40988",5155,6575
"2303331",6525,6570
"3038927",4741,6560
"1745854",6300,6559
"2857060",5081,6548
"1658671",6542,6521
"3039384",5806,6540
"1521117",6090,6539
"204434",6531,3875
"3027808",6445,6522
"2800818",3188,6519
"553510",5909,6519
"2919322",4994,6518
"72763",6492,6517
"1859",6515,6225
"2991545",6512,6311
"82541",6509,6167
"2810513",4255,6505
"2933290",4435,6504
"32002",5954,6504
"2816956",5463,6503
"2482763",5579,6496
"862751",5955,6487
"1736046",5838,6483
"426",6258,6468
"2662397",5857,6460
"2527989",6354,6455
"37928",4181,6448
"571913",6090,6443
"2070347",4911,6432
"2984338",5975,6423
"234612",6422,4977
"2056258",5432,6418
"2672569",6408,6239
"2865838",5597,6403
"2579971",5756,6401
"2072590",4693,6400
"344163",6398,6148
"2762323",6393,5148
"991904",6047,6393
"209247",5749,6391
"280236",6238,6391
"1906274",5809,6384
"42255",6374,4541
"67581",5696,6371
"43348",5027,6369
"1179673",5518,6368
"1047172",5504,6367
"2220096",5275,6367
"3064286",4973,6350
"11",5243,6345
"2905871",4268,6343
