"","Ia7iM2MAIPOOB100245","P0ZQM2MAIPOOA100240","qU3SM2MAIPOOM070605","B7zTM2MAIPOOA070610","c5isM2MAIPOOA070615","TgLUM2MAIPOOM070620","pse1M2MAIPOOA100685","AJwcM2MAIPOOA100700"
"Microbacterium_schleiferi","1520","1407","1251","98","1203","1258","276","2155"
"Microbacterium_hydrocarbonoxydans","1295","1284","1181","87","1175","1165","321","2081"
"Microbacterium_fandaimingii","676","698","697","51","739","752","168","1223"
"Microbacterium_binotii","1045","978","1207","87","1059","1119","215","1572"
"Microbacterium_amylolyticum","541","600","590","47","581","579","135","1036"
"Microbacterium_chengjingii","475","485","545","39","525","497","108","840"
"Microbacterium_endophyticum","427","432","353","29","339","370","89","684"
"Microbacterium_paludicola","940","827","855","94","1125","1166","223","1439"
"Microbacterium_paraoxydans","1261","1442","1621","156","1333","1334","295","2152"
"Agromyces_sp._H17E-10","5761","5445","4282","400","3814","4284","1299","10679"
"Agromyces_sp._LHK192","3380","4165","3484","266","3234","3578","959","7988"
"Agromyces_sp._CFWR-12","3438","3756","3352","212","3048","3454","860","7203"
"Agromyces_flavus","5387","14071","9619","732","5707","8652","3228","23633"
"Agromyces_aureus","3517","4692","3619","297","3022","3648","1127","8914"
"Agromyces_soli","3351","3732","3810","348","3455","3658","942","7288"
"Agromyces_marinus","3124","3841","3433","263","2753","3385","866","7014"
"Agromyces_badenianii","3033","4014","2598","197","2178","2697","898","7994"
"Agromyces_protaetiae","2831","3177","2905","234","2580","2839","698","6142"
"Agromyces_laixinhei","2630","3209","2088","149","1995","2232","712","6645"
"Agromyces_intestinalis","3374","3728","3081","249","2819","3224","796","6618"
"Agromyces_archimandritae","2440","2579","2450","160","2411","2487","655","4955"
"Curtobacterium_sp._L6-1","1642","1544","1768","123","1703","1755","372","2840"
"Curtobacterium_sp._BH-2-1-1","1599","1617","1891","113","2027","1846","383","2801"
"Curtobacterium_sp._MR_MD2014","1317","1313","1553","98","1589","1452","328","2471"
"Curtobacterium_sp._YC1","1271","1317","1615","106","1501","1503","288","2406"
"Curtobacterium_sp._24E2","1231","1231","1251","94","1325","1153","307","2157"
"Curtobacterium_sp._TC1","1186","1223","1433","77","1417","1350","287","2161"
"Curtobacterium_sp._SGAir0471","1108","1138","1268","87","1289","1337","276","1977"
"Curtobacterium_sp._TXMA1","1027","1111","1213","108","1235","1180","242","1900"
"Curtobacterium_sp._C1","913","1020","1007","104","1073","1057","319","1833"
"Curtobacterium_sp._Csp2","824","865","876","73","1205","1069","272","1625"
"Curtobacterium_sp._Csp1","987","726","782","0","1217","938","0","1482"
"Curtobacterium_flaccumfaciens","2824","2747","3340","164","3037","2964","610","4880"
"Curtobacterium_luteum","1569","1496","1889","131","1910","1687","429","2818"
"Rathayibacter_sp._VKM_Ac-2759","2287","2286","2481","123","2598","2388","534","3975"
"Rathayibacter_sp._VKM_Ac-2760","2088","2076","2453","177","2647","2392","485","3906"
"Rathayibacter_sp._VKM_Ac-2804","1813","1766","2274","124","2064","1978","494","3234"
"Rathayibacter_sp._VKM_Ac-2801","1231","1176","1334","96","1407","1312","290","2307"
"Rathayibacter_sp._VKM_Ac-2762","1023","869","1203","106","1244","1117","247","1872"
"Rathayibacter_sp._VKM_Ac-2805","767","1029","1116","64","1060","969","245","1665"
"Rathayibacter_festucae","3076","3226","3753","287","3833","3357","805","5952"
"Rathayibacter_tanaceti","1225","1210","1467","76","1290","1180","317","2223"
"Rathayibacter_tritici","861","820","889","85","937","935","221","1576"
"Rathayibacter_iranicus","692","810","805","55","820","785","161","1300"
"Rathayibacter_rathayi","707","729","788","54","818","725","185","1294"
"Rathayibacter_toxicus","219","230","282","16","280","321","66","505"
"Protaetiibacter_sp._SSC-01","6924","3610","2732","326","2726","3662","745","4800"
"Protaetiibacter_intestinalis","6032","3510","2640","201","2631","3028","727","4470"
"Protaetiibacter_larvae","3827","2667","2046","147","1867","2137","501","3275"
"Leifsonia_sp._21MFCrub1.1","4435","3509","4050","320","4759","3793","969","6425"
"Leifsonia_sp._PS1209","2294","2123","2313","163","2482","2109","499","3793"
"Leifsonia_sp._ZF2019","2262","2114","2560","170","2841","2273","490","3746"
"Leifsonia_shinshuensis","3313","2997","3196","211","3439","3012","765","5312"
"Leifsonia_xyli","1559","1485","1698","110","1799","1601","307","2677"
"Agrococcus_sp._Marseille-Q4369","3043","2427","2732","170","2820","2444","603","4594"
"Agrococcus_sp._SCSIO52902","2666","2685","3335","205","3142","2955","830","5676"
"Agrococcus_sp._SGAir0287","2225","2417","2829","183","3025","2598","606","4377"
"Agrococcus_jejuensis","2560","2717","2965","198","3097","2868","588","4550"
"Agrococcus_carbonis","2770","2586","3029","189","3159","2929","709","5475"
"Leucobacter_sp._NB_10","1380","1446","1745","124","1713","1515","377","2715"
"Leucobacter_sp._H25R-14","1245","1472","1598","104","1577","1509","349","2811"
"Leucobacter_sp._Psy1","1026","1076","1138","72","1239","1220","299","2159"
"Leucobacter_sp._CX169","928","1024","1129","92","1154","1081","230","1816"
"Leucobacter_sp._H21R-36","1233","1220","1496","94","1609","1442","276","2257"
"Leucobacter_sp._H21R-40","1031","1076","1316","81","1278","1253","306","2090"
"Leucobacter_triazinivorans","1725","1912","2184","168","2283","2198","485","3552"
"Leucobacter_muris","1555","1712","1926","190","1955","1953","357","3252"
"Leucobacter_luti","487","493","559","41","568","572","137","929"
"Leucobacter_insecticola","344","394","370","22","435","395","89","686"
"Leucobacter_viscericola","323","402","400","35","451","390","103","717"
"Leucobacter_denitrificans","321","292","315","22","324","342","64","515"
"Leucobacter_coleopterorum","278","282","277","25","316","270","62","503"
"Clavibacter_michiganensis","13043","13591","16176","1237","17580","16545","2939","27749"
"Clavibacter_zhangzhiyongii","1318","1343","1505","115","1698","1575","298","2457"
"Clavibacter_sp._A6099","801","789","970","52","930","868","183","1419"
"Salinibacterium_sp._ZJ70","2468","1801","1587","121","1677","1717","397","2658"
"Salinibacterium_sp._ZJ450","1803","1605","1667","117","1415","1570","389","3248"
"Salinibacterium_sp._dk2585","1351","1164","1112","95","1147","1233","300","2059"
"Salinibacterium_sp._UTAS2018","492","411","367","30","425","412","88","635"
"Salinibacterium_sp._M195","366","300","312","20","328","351","98","538"
"Salinibacterium_hongtaonis","634","548","532","39","572","526","134","975"
"Cryobacterium_sp._LW097","1272","1239","1277","83","1278","1287","343","2222"
"Cryobacterium_sp._PAMC25264","877","849","904","86","908","889","198","1590"
"Cryobacterium_soli","1282","1158","1307","67","1187","1242","288","2121"
"Cryobacterium_arcticum","1060","1067","1229","84","1082","1079","267","2137"
"Frondihabitans_sp._PAMC_28766","1821","1698","2009","147","2014","1994","447","3185"
"Frondihabitans_sp._762G35","1745","1681","1957","131","1948","1786","442","3061"
"Microcella_flavibacter","2681","2543","3286","207","2804","2768","557","4165"
"Microcella_alkaliphila","1441","1242","1419","91","1332","1297","313","2121"
"Microterricola_viridarii","3812","3712","3987","265","3763","3655","869","6778"
"Plantibacter_sp._PA-3-X8","1021","986","1112","57","1068","1007","231","1669"
"Plantibacter_sp._M259","952","997","1046","58","1002","936","224","1788"
"Plantibacter_flavus","1043","1172","1209","69","1127","1130","293","1884"
"Herbiconiux_sp._SALV-R1","2428","2250","2472","167","2402","2511","524","4213"
"Cnuibacter_physcomitrellae","2398","2357","2786","216","2849","3035","583","4232"
"Subtercola_sp._AK-R2A1-2","1138","1141","1219","98","1324","1118","269","2089"
"Subtercola_sp._PAMC28395","767","778","727","53","793","776","214","1422"
"Frigoribacterium_sp._NBH87","2275","2221","2563","164","2564","2402","528","4063"
"Mycetocola_zhujimingii","773","749","794","57","809","745","183","1356"
"Mycetocola_sp._JXN-3","666","692","787","57","768","813","187","1316"
"Mycetocola_spongiae","522","539","597","51","603","644","130","999"
"Gryllotalpicola_protaetiae","2068","2189","2345","174","2493","2368","480","3633"
"Chryseoglobus_sp._28M-23","1015","967","977","70","1064","1114","203","1621"
"Chryseoglobus_indicus","1006","953","1164","70","880","924","237","1620"
"Humibacter_sp._WJ7-1","1965","1816","1910","138","2079","1995","426","3236"
"Amnibacterium_sp._L3-i23","1929","1745","1962","141","1951","1826","466","3240"
"Marisediminicola_antarctica","1518","1399","1566","112","1438","1569","329","2593"
"Diaminobutyricimonas_sp._LJ205","1437","1355","1407","103","1272","1257","341","2841"
"Gulosibacter_sediminis","1427","1515","1786","121","1823","1701","386","2737"
"Glaciihabitans_sp._INWT7","1210","1051","1055","75","1160","1082","266","1916"
"Agreia_sp._COWG","1052","977","1043","63","1128","996","231","1718"
"Rhodoluna_limnophila","81","84","77","0","78","104","21","168"
"Rhodoluna_lacicola","56","46","31","0","47","41","11","75"
"Candidatus_Rhodoluna_planktonica","51","62","44","0","52","78","0","71"
"Aquiluna_borgnonia","110","111","122","15","102","109","30","203"
"Candidatus_Aquiluna_sp._UB-MaderosW2red","38","86","55","0","76","79","12","136"
"Pseudoclavibacter_sp._Marseille-Q3772","259","267","320","23","300","307","75","523"
"Aurantimicrobium_photophilum","98","116","88","13","112","83","24","177"
"Aurantimicrobium_sp._MWH-Uga1","55","44","44","0","52","36","0","72"
"Aurantimicrobium_minutum","47","50","57","12","55","61","13","80"
"Pontimonas_salivibrio","101","89","112","0","100","123","26","169"
"Arthrobacter_sp._FW305-BF8","6049","8991","2125","102","1259","1310","2099","13431"
"Arthrobacter_sp._NicSoilC5","5026","1664","1758","77","1488","980","710","4271"
"Arthrobacter_sp._QXT-31","2840","6196","13697","501","1974","5566","3375","20682"
"Arthrobacter_sp._QL17","1515","1821","2006","137","1640","1579","591","3535"
"Arthrobacter_sp._PM3","1437","1791","1616","69","1288","1143","539","3524"
"Arthrobacter_sp._NtRootA1","1596","1318","538","23","413","441","360","3374"
"Arthrobacter_sp._PGP41","1591","1702","1662","64","883","860","806","4351"
"Arthrobacter_sp._NicSoilB8","1389","1935","1702","108","1338","1253","573","3652"
"Arthrobacter_sp._24S4-2","1239","2401","1399","88","1113","1068","703","4336"
"Arthrobacter_sp._U41","1261","2350","1533","79","1121","1088","505","3214"
"Arthrobacter_sp._NicSoilB4","1269","3445","1404","79","1050","1109","509","3331"
"Arthrobacter_sp._UKPF54-2","1354","1764","1522","88","1265","1202","462","3299"
"Arthrobacter_sp._KBS0702","1286","1603","1446","84","1241","1184","508","3371"
"Arthrobacter_sp._PAMC25564","1153","1626","1417","96","1113","1079","484","3113"
"Arthrobacter_sp._FB24","1196","2249","1386","89","1082","961","642","3948"
"Arthrobacter_sp._ERGS1:01","944","1041","1132","56","1107","975","278","2120"
"Arthrobacter_sp._FW306-2-2C-D06B","867","1052","960","59","780","749","358","2283"
"Arthrobacter_sp._PAMC25284","864","1161","1048","70","744","779","362","2302"
"Arthrobacter_sp._Helios","780","816","964","58","814","802","300","1865"
"Arthrobacter_sp._PAMC_25486","587","605","652","37","605","592","185","1273"
"Arthrobacter_sp._zg-Y462","603","745","785","35","616","617","221","1445"
"Arthrobacter_sp._zg-Y809","667","759","735","53","589","581","215","1453"
"Arthrobacter_sp._StoSoilB5","593","718","619","36","525","480","207","1584"
"Arthrobacter_sp._StoSoilB20","539","710","632","26","510","418","229","1416"
"Arthrobacter_sp._D5-1","562","713","672","41","479","426","219","1365"
"Arthrobacter_sp._FW306-06-A","1332","1051","1037","0","752","607","517","2597"
"Arthrobacter_sp._YN","417","552","511","31","416","419","183","1134"
"Arthrobacter_sp._FW306-07-I","1594","1008","1099","0","905","743","415","2465"
"Arthrobacter_sp._NicSoilB11","1138","1000","962","0","736","686","353","2127"
"Arthrobacter_sp._StoSoilB19","1255","840","927","100","853","557","419","2415"
"Arthrobacter_sp._FW306-05-C","1353","1061","1035","126","900","710","366","2117"
"Arthrobacter_sp._StoSoilB13","491","553","401","0","332","323","248","1136"
"Arthrobacter_sp._C1-1","185","253","224","17","262","241","60","574"
"Arthrobacter_sp._StoSoilA2","350","559","414","0","390","437","201","1238"
"Arthrobacter_sp._AQ5-05","285","317","354","0","371","464","0","758"
"Arthrobacter_sulfonylureivorans","5319","5621","1618","108","1173","1181","1300","7714"
"Arthrobacter_crystallopoietes","3492","3995","3196","189","2015","2047","14963","48125"
"Arthrobacter_agilis","2117","2633","2926","186","2529","2299","779","4969"
"Arthrobacter_woluwensis","1111","1142","1336","86","1318","1174","356","2470"
"Arthrobacter_dokdonellae","949","1021","1120","68","1097","958","286","2177"
"Arthrobacter_jiangjiafuii","799","902","983","57","934","734","295","1776"
"Arthrobacter_alpinus","1480","1607","1725","158","1386","1394","499","3042"
"Arthrobacter_sunyaminii","561","609","696","36","608","557","192","1337"
"Kocuria_rosea","4812","3411","4757","199","2788","2820","1983","13317"
"Kocuria_flava","2161","2399","4565","215","2761","2782","1023","6344"
"Kocuria_turfanensis","1945","2140","4059","195","2323","2366","1016","6589"
"Kocuria_palustris","1224","1356","1635","106","1528","1564","386","2765"
"Kocuria_rhizophila","1535","1873","2137","188","1954","2561","518","4089"
"Kocuria_varians","901","1081","1284","97","1231","1066","305","1963"
"Kocuria_sp._TGY1127_2","281","307","337","13","379","359","102","566"
"Kocuria_sp._KD4","369","409","572","27","500","348","152","719"
"Kocuria_sp._BT304","442","468","589","0","470","388","140","907"
"Kocuria_indica","343","285","494","36","495","376","90","675"
"Pseudarthrobacter_sp._L1SW","1378","1545","1667","60","896","881","738","3999"
"Pseudarthrobacter_sp._BIM_B-2242","1134","1485","1231","57","772","799","513","3062"
"Pseudarthrobacter_sp._NBSH8","579","885","736","26","479","452","254","1674"
"Pseudarthrobacter_sp._NIBRBAC000502772","674","1154","800","44","702","650","341","2047"
"Pseudarthrobacter_sp._SSS035","674","1037","905","54","600","615","352","1814"
"Pseudarthrobacter_sp._NIBRBAC000502770","1203","819","877","45","761","646","301","1986"
"Pseudarthrobacter_sp._NIBRBAC000502771","1277","993","1000","111","821","827","341","2153"
"Pseudarthrobacter_phenanthrenivorans","1575","1752","4972","109","929","1114","795","4458"
"Pseudarthrobacter_chlorophenolicus","1433","1832","1430","76","918","806","704","4062"
"Pseudarthrobacter_equi","1205","1421","1207","53","776","752","500","3204"
"Pseudarthrobacter_psychrotolerans","758","986","853","48","684","606","281","2070"
"Pseudarthrobacter_sulfonivorans","710","1019","887","36","595","630","325","2351"
"Micrococcus_luteus","5131","6068","6130","440","6439","6345","1417","11703"
"Micrococcus_sp._KD337-16","1232","1532","1625","100","1727","1547","359","2820"
"Micrococcus_sp._KBS0714","219","198","357","0","442","306","0","531"
"Micrococcus_yunnanensis","178","261","375","0","282","389","0","387"
"Paenarthrobacter_ureafaciens","2997","1637","1627","98","1354","1248","636","3776"
"Paenarthrobacter_aurescens","705","1023","781","56","677","720","335","1836"
"Paenarthrobacter_sp._YJN-5","712","644","590","66","530","498","181","1162"
"Paenarthrobacter_sp._YJN-D","283","379","315","51","242","285","93","712"
"Paenarthrobacter_nicotinovorans","302","352","284","0","303","250","65","624"
"Sinomonas_atrocyanea","2134","2345","3153","194","2990","2735","656","5057"
"Sinomonas_sp._R1AF57","1809","1945","2573","141","2531","2260","517","4053"
"Glutamicibacter_protophormiae","1047","1055","1157","100","1127","1143","268","2148"
"Glutamicibacter_creatinolyticus","711","899","967","70","850","815","234","1798"
"Glutamicibacter_halophytocola","428","474","463","28","450","493","142","884"
"Glutamicibacter_mishrai","310","348","348","26","375","361","83","700"
"Glutamicibacter_arilaitensis","285","346","349","29","372","307","105","627"
"Glutamicibacter_nicotianae","635","730","789","72","814","741","203","1483"
"Glutamicibacter_sp._ZJUTW","316","342","379","0","413","322","69","579"
"Citricoccus_sp._SGAir0253","2988","4125","2467","158","2185","2250","903","5633"
"Rothia_kristinae","1490","1569","2020","150","2045","1819","456","3189"
"Rothia_mucilaginosa","352","411","454","30","430","429","92","776"
"Rothia_nasimurium","215","245","264","21","274","270","57","519"
"Rothia_aeria","160","193","231","15","173","215","47","443"
"Rothia_dentocariosa","123","151","178","0","188","160","44","291"
"Rothia_terrae","118","84","109","0","124","127","25","219"
"Rothia_amarae","64","112","84","15","115","97","17","155"
"Rothia_sp._ZJ932","53","63","85","0","59","61","20","106"
"Nesterenkonia_sp._NBAIMH1","583","613","744","42","691","638","175","1247"
"Paeniglutamicibacter_sp._Y32M11","334","447","447","37","461","366","131","930"
"Neomicrococcus_aestuarii","285","316","303","22","297","337","77","649"
"Psychromicrobium_lacuslunae","220","282","332","21","289","275","82","597"
"Auritidibacter_sp._NML130574","167","208","184","18","210","203","55","394"
"Renibacterium_salmoninarum","139","153","175","0","168","165","40","303"
"Cellulomonas_sp._H30R-01","9902","9983","6459","742","6046","9793","1615","9854"
"Cellulomonas_sp._zg-ZUI188","4014","9667","3684","247","3620","3287","1123","6517"
"Cellulomonas_sp._Y8","4327","5069","7005","517","5807","6009","1299","8811"
"Cellulomonas_sp._JZ18","3473","3942","4529","289","4352","3996","932","6906"
"Cellulomonas_sp._C5510","3301","3673","4445","334","4176","4150","881","6383"
"Cellulomonas_sp._zg-ZUI157","2886","2959","3332","235","3313","3181","731","5135"
"Cellulomonas_sp._zg-ZUI222","2797","3395","3433","276","3413","3271","819","5540"
"Cellulomonas_sp._EW123","3056","3603","3678","249","3834","3762","808","5635"
"Cellulomonas_sp._PSBB021","3007","3596","3891","253","4121","3990","839","6052"
"Cellulomonas_fimi","4868","6323","6652","498","6281","8628","1452","9929"
"Cellulomonas_iranensis","3176","3558","4051","295","4134","4118","832","5977"
"Cellulomonas_shaoxiangyii","2983","3416","4046","273","3746","3631","913","6071"
"Cellulomonas_flavigena","2798","3037","3472","317","3661","3705","759","5305"
"Cellulomonas_gilvus","2616","3323","3324","264","3490","3462","680","5109"
"Cellulomonas_taurus","2022","2081","2518","186","2237","2056","556","4161"
"Actinotalea_sp._JY-7876","3441","3627","4690","243","4029","3771","990","6901"
"Oerskovia_sp._KBS0722","2412","2621","3013","198","2942","2568","700","5212"
"Pseudactinotalea_sp._HY158","1714","1731","2388","162","2280","2035","476","3729"
"Paraoerskovia_marina","1495","1679","2103","120","1952","1696","480","3292"
"Cellulosimicrobium_cellulans","42295","14793","19110","1029","10479","11721","4949","29193"
"Cellulosimicrobium_sp._BI34T","7847","3668","4375","258","3234","3150","1208","7064"
"Cellulosimicrobium_sp._JZ28","1968","1240","2700","141","1687","1691","429","2503"
"Cellulosimicrobium_sp._TH-20","1515","1027","1840","89","1263","1264","334","2022"
"Cellulosimicrobium_sp._72-3","1408","1250","2147","104","1343","1322","307","2321"
"Xylanimonas_protaetiae","2673","2985","3892","279","3979","3709","774","5520"
"Xylanimonas_cellulosilytica","2276","2528","3125","218","3055","2843","621","4673"
"Xylanimonas_allomyrinae","2169","2351","2951","207","2862","2500","635","4309"
"Isoptericola_variabilis","3477","3880","5279","302","4439","4175","989","7281"
"Isoptericola_dokdonensis","2965","3183","3583","236","3328","3285","848","5609"
"Janibacter_melonis","3452","3327","4391","258","3833","3462","999","6782"
"Janibacter_limosus","2284","2092","2693","160","2439","2158","658","4252"
"Janibacter_indicus","2297","2277","2994","199","2512","2315","645","4677"
"Janibacter_sp._YB324","1494","1604","2021","120","1936","1623","456","3297"
"Phycicoccus_sp._HDW14","5393","5949","5907","332","5306","4368","1544","11062"
"Phycicoccus_endophyticus","3864","3839","4517","243","3979","3332","1167","7891"
"Pedococcus_dokdonensis","8722","5142","8288","380","5708","4193","1730","10356"
"Tetrasphaera_sp._HKS02","5582","3594","5975","281","4409","3112","1256","7782"
"Intrasporangium_calvum","4268","4621","6215","382","4922","4328","1325","14406"
"Arsenicicoccus_sp._oral_taxon_190","3169","3035","4145","275","3837","3165","986","6469"
"Ornithinimicrobium_avium","3190","3046","4023","264","3420","3068","1145","6558"
"Ornithinimicrobium_sp._HY006","2252","2325","2889","138","2532","2314","738","4813"
"Ornithinimicrobium_sp._INDO-MA30-4","409","416","431","24","455","456","96","836"
"Ornithinimicrobium_flavum","2431","2635","3239","202","2816","2664","798","5481"
"Ornithinimicrobium_ciconiae","1726","1717","2163","160","1881","1750","548","3755"
"Ornithinimicrobium_pratense","1594","1684","2020","127","1622","1618","484","3349"
"Serinicoccus_chungangensis","2429","2401","3032","159","2637","2473","784","4917"
"Serinicoccus_hydrothermalis","2452","2215","3094","185","2756","2392","746","4790"
"Serinicoccus_profundi","1990","2145","2699","140","2325","2204","614","4309"
"Serinicoccus_marinus","1945","2016","2570","151","2315","2161","594","4226"
"Brachybacterium_sp._SGAir0954","1828","1779","2394","161","2413","2224","537","3556"
"Brachybacterium_sp._CBA3105","1725","1909","2405","151","2515","2230","490","3534"
"Brachybacterium_sp._P6-10-X1","1427","1482","1827","107","1839","1704","362","3027"
"Brachybacterium_ginsengisoli","1451","1560","1969","140","2059","1913","390","3237"
"Brachybacterium_saurashtrense","1429","1588","2014","125","2033","1796","389","3136"
"Brachybacterium_faecium","1419","1593","1811","118","1958","1705","422","3068"
"Brachybacterium_vulturis","1217","1238","1599","116","1474","1492","322","2444"
"Brachybacterium_avium","1001","1100","1326","92","1358","1220","329","2280"
"Dermabacter_vaginalis","659","760","815","91","1002","828","170","1326"
"Dermabacter_jinjuensis","636","733","850","54","921","829","138","1242"
"Devriesea_agamarum","178","221","221","25","276","242","43","382"
"Brevibacterium_sp._CS2","1803","2009","2579","165","2463","2260","540","4132"
"Brevibacterium_sp._SMBL_HHYL_HB1","722","739","951","70","1062","877","218","1578"
"Brevibacterium_sp._HY170","354","384","462","26","397","377","80","750"
"Brevibacterium_sp._'Marine'","366","484","477","33","547","461","137","962"
"Brevibacterium_sp._W7.2","1083","1301","1596","70","1530","1532","223","2543"
"Brevibacterium_casei","2431","2658","3135","240","3316","3108","684","5027"
"Brevibacterium_luteolum","1041","1169","1474","102","1433","1345","290","2361"
"Brevibacterium_linens","1192","1296","1484","91","1583","1380","363","2412"
"Brevibacterium_aurantiacum","904","989","982","78","1103","919","209","1726"
"Brevibacterium_atlanticum","569","654","770","59","737","679","169","1305"
"Brevibacterium_oceani","555","576","718","59","663","623","144","1184"
"Brevibacterium_sandarakinum","501","614","658","33","714","577","150","1227"
"Brevibacterium_limosum","529","542","684","49","596","627","159","1086"
"Brevibacterium_siliguriense","329","362","436","29","499","474","86","803"
"Brevibacterium_pigmentatum","360","421","533","30","468","525","91","883"
"Georgenia_yuyongxinii","3638","3435","4256","226","3311","3193","1092","6860"
"Georgenia_sp._TF02-10","3470","3315","4513","276","3683","3530","1074","6995"
"Georgenia_wutianyii","3147","2948","4070","242","3624","3316","853","5827"
"Georgenia_faecalis","2641","2559","3289","225","2978","2639","655","5135"
"Dermacoccus_nishinomiyaensis","2274","2281","2744","215","2902","2425","617","4319"
"Dermacoccus_sp._PAMC28757","1525","1641","1847","108","1813","1526","420","3053"
"Luteipulveratus_mongoliensis","2532","2307","3016","190","2711","2440","657","4807"
"Allobranchiibius_sp._GilTou73","2201","2058","2608","175","2301","2005","594","4115"
"Yimella_sp._cx-51","1388","1299","1493","94","1450","1362","401","2775"
"Haloactinobacterium_kanbiaonis","2809","2842","3489","209","3185","2803","783","5725"
"Ruania_sp._LR1S40","1474","1604","2017","136","1795","1737","448","3275"
"Ruania_sp._M4N3S171","936","975","1276","72","1098","1093","234","1823"
"Ruania_zhangjianzhongii","1465","1548","2043","121","1854","1646","450","3266"
"Ruania_alkalisoli","1166","1197","1383","102","1337","1257","302","2336"
"Pengzhenrongella_sicca","3349","3865","4489","273","4439","3946","944","7197"
"Luteimicrobium_xylanilyticum","2802","2963","3858","251","3979","3202","758","5447"
"Beutenbergia_cavernae","3181","3632","4374","274","4117","3612","910","6489"
"Miniimonas_sp._S16","2869","3150","3797","305","3872","3636","760","6042"
"Sanguibacter_keddieii","2338","2582","2880","182","2877","2548","635","4594"
"Sanguibacter_sp._HDW7","1916","1970","2664","198","2737","2358","498","4019"
"Gephyromycinifex_aptenodytis","863","970","1035","81","1090","1031","259","1957"
"Austwickia_chelonae","649","760","851","51","876","792","228","1449"
"Dermatophilus_congolensis","169","240","230","20","246","218","47","395"
"Kytococcus_sedentarius","2442","1960","2492","164","2324","2253","541","4666"
"Demequina_sp._TMPB413","803","796","789","62","838","750","186","1310"
"Jonesia_denitrificans","115","222","153","0","153","140","36","237"
"Tropheryma_whipplei","34","49","38","0","45","32","18","102"
"Micromonospora_echinofusca","31467","22236","10891","482","7460","7188","2995","15278"
"Micromonospora_sp._WMMC415","6945","7488","13823","673","7796","7772","1646","12536"
"Micromonospora_sp._B006","7207","6357","7779","438","5868","5654","1242","9103"
"Micromonospora_sp._HM134","5726","6037","8097","478","6396","6492","1240","8969"
"Micromonospora_sp._WMMA2032","5916","6135","8585","455","6554","5963","1345","9746"
"Micromonospora_sp._L5","3917","3832","4858","300","4054","3507","890","6096"
"Micromonospora_echinospora","11986","7292","9215","536","6376","6371","2119","11782"
"Micromonospora_krabiensis","7736","7869","12122","821","8690","9954","1676","12381"
"Micromonospora_carbonacea","8171","8487","12960","811","10852","9935","1866","13308"
"Micromonospora_maris","7193","7290","8138","421","5801","5314","1205","9203"
"Micromonospora_echinaurantiaca","7997","8372","33886","942","9875","12975","1952","14198"
"Micromonospora_sagamiensis","7254","6094","9507","463","5594","5300","1506","9633"
"Micromonospora_chokoriensis","6888","7689","7222","458","5038","5217","1177","8325"
"Micromonospora_terminaliae","7699","7771","10964","651","9354","7344","1889","13691"
"Micromonospora_zamorensis","6591","6164","7092","387","5268","5274","1156","8255"
"Micromonospora_coriariae","6555","6950","8948","521","6244","6070","1512","11164"
"Micromonospora_endophytica_(Xie_et_al._2001)_Li_et_al._2019","6354","6295","7398","357","5211","4861","1166","8320"
"Micromonospora_tulbaghiae","9184","6885","6606","338","4932","4777","981","8426"
"Micromonospora_inositola","6053","6956","10245","519","7678","6938","1653","12854"
"Micromonospora_siamensis","5891","6388","9628","544","6762","6161","1461","10309"
"Micromonospora_coxensis","6124","6722","10480","454","6918","6513","1517","10922"
"Micromonospora_purpureochromogenes","5967","6610","9924","480","7150","6418","1619","11610"
"Micromonospora_ferruginea","6112","6607","8914","496","7178","6368","1473","10567"
"Micromonospora_auratinigra","5885","6327","8813","450","7437","6063","1350","10094"
"Micromonospora_viridifaciens","5487","5972","8769","493","6952","5986","1397","10570"
"Micromonospora_rifamycinica","4969","5196","7227","336","5469","4960","1102","8073"
"Micromonospora_narathiwatensis","4942","5556","7776","373","6120","5236","1190","8486"
"Micromonospora_craniellae","5114","5508","6439","392","4891","4488","1131","8184"
"Micromonospora_aurantiaca","14302","13759","18221","1042","14612","13130","3065","20437"
"Actinoplanes_sp._N902-109","19619","22309","19549","1098","20519","15658","5212","30520"
"Actinoplanes_sp._L3-i22","19988","21528","27137","1606","30699","22468","5501","27587"
"Actinoplanes_sp._OR16","16861","20833","23979","1187","20331","17849","4242","24368"
"Actinoplanes_sp._SE50/110","15568","15070","0","0","0","0","0","19894"
"Actinoplanes_friuliensis","23470","36470","17198","954","16426","13590","5533","33470"
"Actinoplanes_ianthinogenes","17079","19377","19260","1133","21169","15099","3951","25705"
"Actinoplanes_missouriensis","15405","21530","20217","1086","15884","14178","3438","23404"
"Actinoplanes_teichomyceticus","15589","17809","18587","1024","18666","13785","3707","24440"
"Actinoplanes_derwentensis","12066","16405","14682","912","11723","11421","2864","18147"
"Plantactinospora_sp._KBS50","7242","7946","10994","583","8909","7768","1713","12415"
"Plantactinospora_sp._BB1","9496","7986","8113","428","5115","5859","1159","8813"
"Plantactinospora_sp._BC1","9381","8627","8444","496","5595","6307","1328","9749"
"Dactylosporangium_vinaceum","23512","16565","17918","1188","32295","34041","4003","23827"
"Couchioplanes_caeruleus","25312","24836","22472","1270","23688","15328","5566","40402"
"Phytohabitans_suffuscus","12249","13021","49813","2553","14972","16867","2893","20253"
"Phytohabitans_flavus","9286","10022","35817","1892","11407","12260","2398","16136"
