"","Ia7iM2MAIPOOB100245","P0ZQM2MAIPOOA100240","qU3SM2MAIPOOM070605","B7zTM2MAIPOOA070610","c5isM2MAIPOOA070615","TgLUM2MAIPOOM070620","pse1M2MAIPOOA100685","AJwcM2MAIPOOA100700"
"Bosea_vaviloviae","5499","6257","4775","483","5932","5636","1174","8277"
"Aureimonas_sp._SA4125","3710","4400","3998","349","4093","4614","985","6808"
"Aureimonas_sp._AU20","3144","3875","3304","277","3636","3865","822","5386"
"Aureimonas_sp._OT7","2672","2900","2675","229","2939","3274","638","4640"
"Aureimonas_populi","2791","3209","3002","234","3136","3533","777","5197"
"Aureimonas_mangrovi","2562","3025","2871","273","2954","3330","728","4666"
"Aureimonas_altamirensis","1941","2234","1838","198","2220","2490","484","3348"
"Martelella_sp._AD-3","3457","3683","3344","306","3651","3915","834","5539"
"Martelella_mediterranea","2108","2362","2235","187","2433","2558","471","3486"
"Martelella_endophytica","1698","1891","1726","133","1899","2063","411","2739"
"Martelella_lutilitoris","1517","1682","1464","123","1656","1681","345","2567"
"Aurantimonas_sp._HBX-1","5076","6025","5865","517","5446","6620","1493","9738"
"Pseudorhodoplanes_sinuspersici","11509","14683","8001","915","9707","9783","2400","15264"
"Nordella_sp._HKS_07","10030","10023","7681","918","12776","11788","1554","14014"
"Terrihabitans_soli","2894","3382","3166","240","2712","2888","689","4737"
"Candidatus_Hodgkinia_cicadicola","24","15","48","0","33","50","0","28"
"Methylocystis_parvus","2241","2664","2247","194","2832","2837","569","3844"
"Methylocystis_bryophila","2072","2617","2247","228","2948","2774","523","3880"
"Methylocystis_heyeri","1916","2439","2092","199","2709","2564","494","3577"
"Methylocystis_sp._SC2","1505","1774","1614","150","2058","1908","371","2660"
"Methylocystis_sp._SB2","1185","1545","1168","100","1449","1472","281","2107"
"Methylocystis_rosea","2293","2824","2279","189","3000","2950","536","4029"
"Methylosinus_trichosporium","3142","3777","3267","314","4075","3939","806","5674"
"Methylosinus_sp._C49","2464","3001","2672","265","3278","3266","646","4420"
"Stappia_indica","4475","5627","5292","446","5318","6046","1236","8646"
"Stappia_sp._ES.058","2285","2676","2478","207","2615","2814","631","4091"
"Pannonibacter_phragmitetus","4735","5653","4953","456","5188","5791","1342","8297"
"Roseibium_aggregatum","2731","2966","2569","217","2793","3025","611","4553"
"Roseibium_alexandrii","674","838","675","49","791","827","181","1262"
"Labrenzia_sp._VG12","1458","1735","1355","121","1531","1649","345","2519"
"Labrenzia_sp._PHM005","615","734","552","48","650","680","135","1016"
"Labrenzia_sp._THAF82","525","686","483","50","651","630","116","917"
"Pseudovibrio_sp._FO-BEG1","303","407","280","24","345","353","68","473"
"Pseudovibrio_brasiliensis","251","343","283","26","311","301","78","494"
"Phreatobacter_stygius","6289","8046","6510","531","8089","7725","1595","11343"
"Phreatobacter_cathodiphilus","6242","7889","6672","630","7745","7919","1687","11152"
"Phreatobacter_sp._NMCR1094","4299","5317","4089","361","5314","4951","1077","7348"
"Kaustia_mangrovi","5005","6256","6603","580","6353","7384","1377","10166"
"Parvibaculum_lavamentivorans","3622","4427","3882","437","4683","5226","930","6446"
"Pyruvatibacter_mobilis","1739","1992","1712","170","2133","2198","394","2884"
"Candidatus_Phaeomarinobacter_ectocarpi","719","749","640","54","761","776","158","1083"
"Chelatococcus_sp._CO-6","6893","7947","8869","797","8073","8756","1863","12128"
"Chelatococcus_daeguensis","3696","4413","4422","340","4270","4548","1040","6745"
"Blastochloris_tepida","5037","6674","5615","569","7165","6728","1317","9427"
"Blastochloris_viridis","4141","5466","4621","418","5800","5359","1148","8197"
"Methylocella_silvestris","2160","2699","2087","181","2826","2645","520","3623"
"Methylocella_tundrae","1850","2335","1878","176","2513","2419","474","3347"
"Methylovirgula_ligni","1855","2438","1869","178","2532","2261","466","3522"
"Methylovirgula_sp._HY1","1338","1704","1336","139","1864","1694","361","2405"
"Beijerinckia_indica","953","1209","918","98","1197","1172","217","1620"
"Kaistia_sp._32K","6280","7476","6012","612","6639","7005","1493","11981"
"Acuticoccus_sp._I52.16.1","4623","6000","6234","537","6331","6986","1265","9235"
"Hartmannibacter_diazotrophicus","3641","4274","3944","336","4145","4542","942","6310"
"Breoghania_sp._L-A4","3313","4066","3515","331","3642","4131","833","6113"
"Lichenihabitans_psoromatis","1465","1825","1461","143","1839","1826","374","2579"
"Lichenihabitans_sp._PAMC28606","1398","1582","1454","94","1835","1544","324","2397"
"Bartonella_apis","242","256","172","22","247","234","60","385"
"Bartonella_sp._HY038","68","83","43","0","95","73","0","79"
"Bartonella_sp._46A","33","23","31","0","39","35","0","26"
"Bartonella_australis","36","24","18","0","29","16","0","41"
"Bartonella_vinsonii","33","44","34","0","39","31","0","47"
"Bartonella_quintana","21","31","26","0","30","25","0","31"
"Bartonella_ancashensis","20","19","12","0","20","13","0","27"
"Bartonella_birtlesii","22","27","0","0","17","28","0","13"
"Bartonella_grahamii","26","0","0","0","0","0","0","30"
"Bartonella_alsatica","17","0","0","0","0","0","0","15"
"Bartonella_bacilliformis","16","12","12","0","15","14","0","25"
"Bartonella_bovis","19","15","0","0","0","0","0","27"
"Bartonella_henselae","14","13","0","0","0","0","0","32"
"Bartonella_tribocorum","42","50","0","0","52","0","0","42"
"Cohaesibacter_sp._ES.047","591","736","587","51","715","707","149","1014"
"Sphingomonas_sp._HDW15A","10744","7414","10948","829","10605","11719","1995","14293"
"Sphingomonas_sp._S8-45","10888","6854","14587","794","12166","11804","1956","13299"
"Sphingomonas_sp._DM2-R-LB4","11333","8229","13014","749","11709","10530","2164","12453"
"Sphingomonas_sp._Cra20","7214","4900","7213","344","6164","5256","1560","6791"
"Sphingomonas_sp._MM-1","12280","9625","13498","812","11037","11966","2578","14746"
"Sphingomonas_sp._LM7","6672","4462","6419","333","6033","5047","1396","6217"
"Sphingomonas_sp._CL5.1","7054","5072","7630","498","7214","6717","1235","8369"
"Sphingomonas_sp._AK-PDB1-5","6115","4526","6318","353","6432","5896","1179","7035"
"Sphingomonas_sp._AP4-R1","5495","3881","5372","309","5079","4875","966","6088"
"Sphingomonas_sp._S2-65","5372","3633","5578","308","4993","4515","993","5485"
"Sphingomonas_sp._AAP5","5079","3715","5114","274","5047","4494","894","5711"
"Sphingomonas_sp._NBWT7","5177","3922","5680","305","5322","4816","945","6046"
"Sphingomonas_sp._FARSPH","6587","4958","7220","455","6899","6164","1235","7716"
"Sphingomonas_sp._PAMC26645","4313","3330","4074","288","4195","3953","765","4962"
"Sphingomonas_sp._KC8","3450","2783","3226","220","2894","2896","623","3828"
"Sphingomonas_sp._HMP9","4395","3286","4537","276","4332","4159","851","5233"
"Sphingomonas_sp._HMP6","3186","2215","3119","194","3196","2749","569","3581"
"Sphingomonas_sp._LK11","4047","2908","4183","241","4055","3576","654","4275"
"Sphingomonas_sp._NIC1","7443","4794","7576","506","7239","6569","1372","8145"
"Sphingomonas_sp._IC081","3947","3629","4016","296","3490","4238","691","4852"
"Sphingomonas_sediminicola","30175","16867","34184","1905","35801","23306","5681","32343"
"Sphingomonas_daechungensis","30048","15586","30356","1579","28910","21597","5269","28327"
"Sphingomonas_lutea","22334","12037","29710","1660","37703","23701","3959","26886"
"Sphingomonas_sabuli","19454","9814","21495","1240","21073","17662","3312","23533"
"Sphingomonas_sinipercae","17713","8808","20076","1108","20398","16025","2970","20799"
"Sphingomonas_ginsengisoli_An_et_al._2013","15302","8530","19006","1096","18877","16079","2721","18489"
"Sphingomonas_rhizophila","14487","9362","16762","1119","15797","16616","2584","18698"
"Sphingomonas_piscis","11555","6355","13322","781","13448","10717","1884","12893"
"Sphingomonas_xanthus","10726","7799","13455","974","11994","15624","1921","15831"
"Sphingomonas_alpina","8048","5680","6907","433","7221","6553","1292","8350"
"Sphingomonas_sanxanigenens","9143","7178","9417","535","8691","8575","1688","10629"
"Sphingomonas_profundi","7127","5562","7737","482","6936","7034","1418","8920"
"Sphingomonas_koreensis","8626","6015","9383","479","7720","7296","1501","8941"
"Sphingomonas_changnyeongensis","5564","3627","9301","339","5289","5126","1020","6340"
"Sphingomonas_hengshuiensis","5298","4060","5194","280","5178","4548","929","5526"
"Sphingomonas_panacisoli","4891","3062","4304","235","4501","3859","772","4944"
"Sphingomonas_panacis","4921","3702","4743","282","4793","4438","876","5470"
"Sphingomonas_taxi","5496","4310","5650","305","5617","5158","999","6317"
"Sphingomonas_suaedae","4395","3158","4450","234","3709","3698","749","4693"
"Sphingomonas_radiodurans","3650","2830","3875","211","3691","3435","649","4374"
"Sphingomonas_aliaeris","3377","2355","3091","216","3166","2936","553","3695"
"Sphingomonas_insulae","3720","2762","3621","230","3431","3397","705","4420"
"Sphingomonas_paucimobilis","4092","3434","4229","317","4236","3967","790","5150"
"Sphingomonas_sanguinis","3908","2688","4114","219","3889","3550","666","4347"
"Sphingomonas_melonis","9262","6443","9211","589","9717","8296","1432","10452"
"Sphingomonas_lacunae","1636","1178","1537","121","1470","1538","280","1972"
"Sphingomonas_paeninsulae","1271","938","1147","88","1190","1170","234","1510"
"Sphingopyxis_sp._YF1","31376","3048","3545","264","3598","3405","644","4364"
"Sphingopyxis_sp._PAMC25046","20299","3652","3802","347","3638","3932","817","4405"
"Sphingopyxis_sp._BSN-002","8133","2477","2910","235","2847","2902","519","3305"
"Sphingopyxis_sp._QXT-31","8602","3330","3789","277","3692","3938","741","4647"
"Sphingopyxis_sp._OPL5","7618","2811","3028","232","3093","3070","585","3775"
"Sphingopyxis_sp._EG6","8716","2469","2997","204","2814","2769","518","3516"
"Sphingopyxis_sp._FD7","6667","2373","3131","201","2819","2883","518","3562"
"Sphingopyxis_sp._113P3","5690","2869","3416","248","3428","3328","612","4346"
"Sphingopyxis_sp._MG","1696","1177","1058","0","1300","1338","311","1713"
"Sphingopyxis_fribergensis","19349","3370","2974","231","3099","3065","589","3722"
"Sphingopyxis_macrogoltabida","16659","6036","6679","512","6949","7312","1316","8680"
"Sphingopyxis_lindanitolerans","6665","2911","3476","278","3446","3525","644","4125"
"Sphingopyxis_terrae","6666","3261","4344","334","4176","4084","712","5053"
"Sphingopyxis_alaskensis","4388","1791","2474","205","2373","2388","409","2802"
"Sphingopyxis_granuli","8956","6424","7811","534","7301","7319","1366","9474"
"Sphingobium_sp._SYK-6","5900","3671","4551","319","4344","4962","890","5174"
"Sphingobium_sp._TKS","6373","3638","4394","432","9087","4789","1307","5957"
"Sphingobium_sp._YG1","2998","2004","2440","181","2892","2614","563","2901"
"Sphingobium_sp._CAP-1","3284","2237","2800","206","3326","2767","537","3446"
"Sphingobium_sp._EP60837","2433","1604","2120","154","2449","2121","472","2470"
"Sphingobium_sp._SCG-1","2050","1456","1680","130","1827","1769","362","2202"
"Sphingobium_sp._RAC03","2213","1579","1918","122","2034","1877","336","2254"
"Sphingobium_sp._Cam5-1","2360","1483","2308","146","2505","1963","475","2292"
"Sphingobium_sp._KCTC_72723","1855","1339","1485","129","1729","1553","326","1974"
"Sphingobium_sp._MI1205","3136","2108","2884","234","3240","2868","647","3130"
"Sphingobium_sp._PAMC28499","1487","1117","1411","107","1416","1393","247","1770"
"Sphingobium_sp._YBL2","2406","1208","1737","136","4343","2099","524","1809"
"Sphingobium_sp._RSMS","1832","1050","1471","100","2644","1550","348","1640"
"Sphingobium_sp._LF-16","446","562","604","0","647","707","0","670"
"Sphingobium_indicum","7481","3150","3644","325","11035","4251","1357","5293"
"Sphingobium_yanoikuyae","9037","7022","8236","571","8696","8370","1738","10718"
"Sphingobium_chlorophenolicum","3621","1926","2286","171","4488","2391","655","2953"
"Sphingobium_phenoxybenzoativorans","3416","2313","2936","195","3097","3030","640","3702"
"Sphingobium_amiense","5194","3797","4865","327","5120","4886","995","5785"
"Sphingobium_cloacae","4735","3293","4627","331","4808","4567","981","5463"
"Sphingobium_xenophagum","2938","2099","2659","162","2784","2653","526","3259"
"Sphingobium_baderi","2997","2179","2973","178","3286","2911","562","3320"
"Sphingobium_herbicidovorans","2405","1557","2062","172","2390","2134","461","2658"
"Sphingobium_fuliginis","5415","3018","4112","281","8434","5072","970","4862"
"Novosphingobium_sp._Gsoil_351","6356","4438","5583","291","4111","4329","1009","6156"
"Novosphingobium_sp._Sx8-5","5119","3836","3967","249","3695","3808","728","4750"
"Novosphingobium_sp._EMRT-2","6541","4878","5340","326","4563","4915","970","6013"
"Novosphingobium_sp._P6W","3539","2762","2668","172","2743","2881","609","3577"
"Novosphingobium_sp._THN1","3790","2708","2731","180","2608","2505","537","3100"
"Novosphingobium_sp._ES2-1","3985","2737","2847","195","2657","2786","510","3502"
"Novosphingobium_sp._PP1Y","3280","2561","2606","172","2296","2698","475","2991"
"Novosphingobium_sp._KA1","4091","3584","3772","320","3546","3615","656","4589"
"Novosphingobium_resinovorum","5921","4418","4575","303","4467","4606","912","5629"
"Novosphingobium_aromaticivorans","5163","3705","4068","269","3541","3849","757","4855"
"Novosphingobium_decolorationis","4895","3970","4184","279","3783","3943","741","4856"
"Novosphingobium_ginsenosidimutans","3280","2209","2430","131","2167","2157","490","2834"
"Novosphingobium_pentaromativorans","3508","2642","3043","189","2755","2879","494","3443"
"Rhizorhabdus_wittichii","12528","8311","11152","783","11092","11216","2164","13406"
"Rhizorhabdus_dicambivorans","8736","6268","8213","503","8610","7894","1847","9977"
"Rhizorhabdus_phycosphaerae","3763","3064","3650","258","3601","3469","678","4456"
"Allosphingosinicella_indica","10122","7237","9637","497","6815","7946","2199","11674"
"Sphingosinithalassobacter_sp._CS137","4367","3277","4696","276","4312","4110","816","5303"
"Sphingosinithalassobacter_tenebrarum","3578","2676","3455","216","3475","3349","690","4315"
"Parasphingopyxis_algicola","3486","2528","3684","251","3320","3396","685","4277"
"Parasphingopyxis_sp._CP4","1103","812","907","73","932","963","183","1274"
"Sphingorhabdus_sp._YGSMI21","1384","989","1211","81","1101","1230","220","1565"
"Sphingorhabdus_sp._SMR4y","1123","871","1067","66","965","1186","221","1354"
"Sphingorhabdus_sp._M41","1020","694","756","55","816","828","187","1078"
"Sphingorhabdus_lacus","833","627","665","55","662","716","142","836"
"Sphingorhabdus_lutea","98","106","102","0","112","110","32","145"
"Blastomonas_sp._RAC04","2349","1761","2219","112","1901","1967","373","2586"
"Blastomonas_fulva","2031","1560","2095","136","1781","1845","396","2371"
"Citromicrobium_sp._JL477","3435","2583","2988","178","2443","2618","628","3563"
"Tardibacter_chloracetimidivorans","3818","3025","4502","306","3854","4179","858","5216"
"Hankyongella_ginsenosidimutans","2473","2397","2707","217","3008","3027","471","3755"
"Novosphingopyxis_iocasae","2710","2044","2574","196","2478","2567","511","3363"
"Aquisediminimonas_profunda","1158","901","1042","61","1065","1038","187","1395"
"Parasphingorhabdus_sp._JHSY0214","426","384","343","16","347","352","95","508"
"Parasphingorhabdus_halotolerans","377","332","311","27","363","353","78","487"
"Parasphingorhabdus_litoris","331","334","316","19","327","311","50","417"
"Erythrobacter_sp._HL-111","3775","2826","3166","185","2636","2917","625","3902"
"Erythrobacter_sp._HKB08","3753","2600","2789","179","2162","2501","513","3131"
"Erythrobacter_sp._SDW2","3611","2464","8882","182","1966","2276","516","2969"
"Erythrobacter_sp._JK5","3538","2576","2694","160","2185","2386","499","3141"
"Erythrobacter_sp._THAF29","1815","1397","1510","95","1235","1391","303","1853"
"Erythrobacter_sp._3-20A1M","3285","2090","2557","148","2133","2330","484","3170"
"Erythrobacter_sp._LQ02-29","2562","1947","1943","104","1629","1852","361","2329"
"Erythrobacter_sp._A30-3","2097","1579","1563","108","1447","1527","331","2191"
"Erythrobacter_sp._KY5","1224","966","1025","73","908","913","197","1169"
"Erythrobacter_sp._SCSIO_43205","598","504","576","51","523","552","114","738"
"Erythrobacter_litoralis","6276","4560","5376","354","4223","4860","955","5909"
"Erythrobacter_mangrovi","2830","1929","2098","115","1745","1782","384","2409"
"Erythrobacter_neustonensis","2361","1764","2031","135","1598","1674","327","2180"
"Erythrobacter_aureus","1603","1112","1378","95","1142","1255","252","1602"
"Porphyrobacter_sp._CACIAM_03H1","4809","3486","4851","215","3007","3160","692","4281"
"Porphyrobacter_sp._LM_6","2733","2087","2530","109","1834","1969","416","2529"
"Porphyrobacter_sp._HT-58-2","2075","1540","2136","96","1362","1447","326","1919"
"Porphyrobacter_sp._GA68","2027","1638","1764","132","1589","1685","370","2211"
"Qipengyuania_flava","7831","5919","6350","396","5209","5615","1315","7803"
"Qipengyuania_sediminis","3479","2429","2852","155","2296","2441","521","3351"
"Qipengyuania_soli","2545","1851","2014","112","1679","1836","362","2426"
"Qipengyuania_aurantiaca","2434","1766","2149","120","1622","1795","328","2269"
"Qipengyuania_gelatinilytica","1662","1193","1474","89","1216","1282","266","1665"
"Qipengyuania_seohaensis","1489","1092","1312","83","1013","1148","246","1448"
"Qipengyuania_aquimaris","2058","1487","1659","85","1349","1343","323","1879"
"Qipengyuania_xiapuensis","1939","1440","1557","122","1184","1333","255","1759"
"Qipengyuania_psychrotolerans","973","748","852","51","716","806","182","1086"
"Altererythrobacter_sp._B11","9819","6663","5786","349","3895","5070","1143","6058"
"Altererythrobacter_sp._TH136","5057","3026","3164","203","2370","2635","650","3543"
"Altererythrobacter_sp._BO-6","2138","1539","1632","103","1234","1506","303","1816"
"Altererythrobacter_sp._ZODW24","785","499","605","41","534","591","123","748"
"Altererythrobacter_epoxidivorans","1833","1263","1410","88","1214","1239","248","1640"
"Altererythrobacter_ishigakiensis","549","455","432","32","473","409","84","601"
"Tsuneonella_amylolytica","6264","3899","4213","269","3175","3647","810","4827"
